name time T kT_1 I
00 8:51:20 281 41.26 1.087E-004
00 8:56:50 282.8 41 1.071E-004
00 9:02:08 285.8 40.57 1.073E-004
00 9:07:20 290.3 39.94 1.087E-004
00 9:13:42 293.5 39.5 1.095E-004
00 9:19:24 299.3 38.74 1.100E-004
00 9:27:14 302.7 38.3 1.107E-004
00 9:32:22 307 37.77 1.109E-004
00 9:39:56 311.1 37.27 1.109E-004
001 9:45:00 317.1 36.56 1.111E-004
001 9:49:50 320.7 36.15 1.107E-004
001 9:55:00 324.3 35.75 1.106E-004
001 10:00:46 328.6 35.28 1.107E-004
001 10:06:24 332.3 34.89 1.101E-004
001 10:12:00 337.1 34.39 1.103E-004
001 10:18:02 342.1 33.89 1.101E-004
001 10:23:48 347 33.41 1.097E-004
001 10:30:04 351.1 33.02 1.092E-004
