name time T kT_1 I
00 8:51:20 281 41.26 1.658E-005
00 8:56:50 282.8 41 1.778E-005
00 9:02:08 285.8 40.57 1.977E-005
00 9:07:20 290.3 39.94 2.123E-005
00 9:13:42 293.5 39.5 2.156E-005
00 9:19:24 299.3 38.74 2.375E-005
00 9:27:14 302.7 38.3 2.524E-005
00 9:32:22 307 37.77 2.741E-005
00 9:39:56 311.1 37.27 3.081E-005
001 9:45:00 317.1 36.56 3.670E-005
001 9:49:50 320.7 36.15 3.750E-005
001 9:55:00 324.3 35.75 4.220E-005
001 10:00:46 328.6 35.28 5.382E-005
001 10:06:24 332.3 34.89 5.642E-005
001 10:12:00 337.1 34.39 7.676E-005
001 10:18:02 342.1 33.89 9.792E-005
001 10:23:48 347 33.41 1.070E-004
001 10:30:04 351.1 33.02 1.341E-004
