T d154 d184 d214 d244
d 150 180 210 240
290 1.252357414E+00 1.249854861E+00 1.247766500E+00 1.245004579E+00
295 1.253227706E+00 1.250863581E+00 1.249127900E+00 1.246561749E+00
300 1.254734169E+00 1.252603562E+00 1.250971215E+00 1.248555677E+00
305 1.256664951E+00 1.254407396E+00 1.252475487E+00 1.250750900E+00
310 1.258754128E+00 1.256264414E+00 1.254211649E+00 1.252523719E+00
315 1.259986177E+00 1.257309365E+00 1.255143220E+00 1.253337523E+00
320 1.259703276E+00 1.256755475E+00 1.254235596E+00 1.252391211E+00
325 1.256657796E+00 1.253138856E+00 1.250245112E+00 1.248085748E+00
330 1.248467868E+00 1.244174018E+00 1.239382231E+00 1.238367621E+00
335 1.231502893E+00 1.226020195E+00 1.220667593E+00 1.219474464E+00
340 1.200157359E+00 1.193143724E+00 1.187233847E+00 1.186082769E+00
