fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
UDL0 10:3 298.9 38.79 1.000E+000 3.550E+000 2.930E-011 1.751E+004 2.914E+000 9.031E-006 1.708E-004 2.193E-001 1.707E-004 1.586E-005 4.238E-001 1.389E-001 1.141E-004 1.947E-002 
UDL1 10:5 298.9 38.79 1.000E+000 3.679E+000 3.256E-011 1.751E+004 2.936E+000 9.288E-006 1.710E-004 2.190E-001 1.709E-004 1.581E-005 4.225E-001 1.385E-001 1.141E-004 3.924E-003 
UDL2 10:8 298.8 38.8 1.000E+000 3.617E+000 3.125E-011 1.757E+004 2.928E+000 9.146E-006 1.691E-004 2.186E-001 1.690E-004 1.561E-005 4.225E-001 1.383E-001 1.128E-004 3.126E-003 
UDL3 10:10 298.8 38.8 1.000E+000 3.612E+000 3.117E-011 1.757E+004 2.933E+000 9.207E-006 1.682E-004 2.180E-001 1.680E-004 1.546E-005 4.219E-001 1.379E-001 1.120E-004 2.090E-003 
UDL4 10:12 298.8 38.8 1.000E+000 3.598E+000 3.080E-011 1.757E+004 2.931E+000 9.154E-006 1.702E-004 2.192E-001 1.701E-004 1.577E-005 4.230E-001 1.387E-001 1.136E-004 3.404E-003 
UDL5 10:15 298.8 38.8 1.000E+000 3.514E+000 2.836E-011 1.757E+004 2.918E+000 9.016E-006 1.703E-004 2.194E-001 1.702E-004 1.582E-005 4.237E-001 1.389E-001 1.138E-004 3.435E-003 
UDL6 10:17 298.8 38.8 1.000E+000 3.629E+000 3.109E-011 1.757E+004 2.936E+000 9.223E-006 1.702E-004 2.190E-001 1.701E-004 1.574E-005 4.225E-001 1.386E-001 1.135E-004 2.151E-003 
UDL7 10:20 298.7 38.82 1.000E+000 3.639E+000 3.113E-011 1.763E+004 2.930E+000 9.119E-006 1.701E-004 2.193E-001 1.700E-004 1.578E-005 4.231E-001 1.388E-001 1.136E-004 2.006E-002 
UDL8 10:22 298.7 38.82 1.000E+000 3.579E+000 3.000E-011 1.763E+004 2.929E+000 9.121E-006 1.706E-004 2.195E-001 1.705E-004 1.585E-005 4.233E-001 1.389E-001 1.140E-004 1.715E-003 
UDL9 10:25 299 38.78 1.000E+000 3.637E+000 3.287E-011 1.745E+004 2.932E+000 9.289E-006 1.709E-004 2.187E-001 1.708E-004 1.577E-005 4.223E-001 1.384E-001 1.139E-004 3.713E-003 
