Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.007189979E+00 1.051785226E+00 -4.459524700E-02 1.006766067E+00 1.053978026E+00 -4.721195900E-02
1.468000E+10 1.007187774E+00 1.051790391E+00 -4.460261700E-02 1.006893801E+00 1.054236005E+00 -4.734220400E-02
2.154000E+10 1.007204974E+00 1.051731650E+00 -4.452667600E-02 1.007005059E+00 1.054514452E+00 -4.750939300E-02
3.162000E+10 1.007189084E+00 1.051742840E+00 -4.455375600E-02 1.007048221E+00 1.054645248E+00 -4.759702700E-02
4.642000E+10 1.007190812E+00 1.051762744E+00 -4.457193200E-02 1.007093619E+00 1.054742588E+00 -4.764896900E-02
6.813000E+10 1.007220315E+00 1.051790496E+00 -4.457018100E-02 1.007135703E+00 1.054821374E+00 -4.768567100E-02
1.000000E+11 1.007232045E+00 1.051829900E+00 -4.459785500E-02 1.007192944E+00 1.051750904E+00 -4.455796000E-02
1.468000E+11 1.007271011E+00 1.051887625E+00 -4.461661400E-02 1.007238392E+00 1.051833514E+00 -4.459512200E-02
2.154000E+11 1.007361464E+00 1.051981832E+00 -4.462036800E-02 1.007338851E+00 1.054880072E+00 -4.754122100E-02
3.162000E+11 1.007600540E+00 1.052106059E+00 -4.450551900E-02 1.007609678E+00 1.055138739E+00 -4.752906100E-02
4.642000E+11 1.007942133E+00 1.055308732E+00 -4.736659900E-02 1.007945017E+00 1.055290980E+00 -4.734596300E-02
6.813000E+11 1.008251244E+00 1.056538153E+00 -4.828690900E-02 1.008198253E+00 1.056516260E+00 -4.831800700E-02
1.000000E+12 1.008694303E+00 1.059423833E+00 -5.072953000E-02 1.008686825E+00 1.059404717E+00 -5.071789200E-02
1.468000E+12 1.009572070E+00 1.064860884E+00 -5.528881400E-02 1.009565791E+00 1.064842128E+00 -5.527633700E-02
2.154000E+12 1.010460923E+00 1.068918046E+00 -5.845712300E-02 1.010455575E+00 1.068899689E+00 -5.844411400E-02
3.162000E+12 1.011943956E+00 1.073652604E+00 -6.170864800E-02 1.011939081E+00 1.073647982E+00 -6.170890100E-02
4.642000E+12 1.013641077E+00 1.074933324E+00 -6.129224700E-02 1.013635684E+00 1.074929989E+00 -6.129430500E-02
6.813000E+12 1.015810286E+00 1.075309546E+00 -5.949926000E-02 1.015684799E+00 1.075307047E+00 -5.962224800E-02
1.000000E+13 1.018462628E+00 1.075438148E+00 -5.697552000E-02 1.018462583E+00 1.075436313E+00 -5.697373000E-02
