N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.170085387E+00 1.170783214E+00 1.171347895E+00 1.171854954E+00 1.172372701E+00 1.172968562E+00 1.173714034E+00 1.174686780E+00 1.175967658E+00 1.177629474E+00 1.179715746E+00 1.182213886E+00 1.185038727E+00 1.188048830E+00 1.191101971E+00 1.194116307E+00 1.197089215E+00 1.200059782E+00 1.203069359E+00
1.600000000E+01 1.208316124E+00 1.210938875E+00 1.213138737E+00 1.214740275E+00 1.216143781E+00 1.217330386E+00 1.218523465E+00 1.219790929E+00 1.221246562E+00 1.222977888E+00 1.225047885E+00 1.227455277E+00 1.230166756E+00 1.233151440E+00 1.236363846E+00 1.239770016E+00 1.243377848E+00 1.247197050E+00 1.251250758E+00
1.700000000E+01 1.200380306E+00 1.211123446E+00 1.219886910E+00 1.227239047E+00 1.233649643E+00 1.239605940E+00 1.243384494E+00 1.248425287E+00 1.253709354E+00 1.258499214E+00 1.262830674E+00 1.266801296E+00 1.270708978E+00 1.274650826E+00 1.278631411E+00 1.282951320E+00 1.287467690E+00 1.292153390E+00 1.297120292E+00
1.549996187E+01 1.199179825E+00 1.200678796E+00 1.201773923E+00 1.202593068E+00 1.203238371E+00 1.203793761E+00 1.204331994E+00 1.204920460E+00 1.205625432E+00 1.206513370E+00 1.207648719E+00 1.209087557E+00 1.210869020E+00 1.213008150E+00 1.215494522E+00 1.218298683E+00 1.221384267E+00 1.224720993E+00 1.228292971E+00
1.649996187E+01 1.201681656E+00 1.207130345E+00 1.211335281E+00 1.214716159E+00 1.217623194E+00 1.220336536E+00 1.223063400E+00 1.225932806E+00 1.228994812E+00 1.232234035E+00 1.235599575E+00 1.239040610E+00 1.242531924E+00 1.246081726E+00 1.249724682E+00 1.253508576E+00 1.257482038E+00 1.261674041E+00 1.266174909E+00
1.674996808E+01 1.199037626E+00 1.206670518E+00 1.212635084E+00 1.217486581E+00 1.221991000E+00 1.226162047E+00 1.230204872E+00 1.234200918E+00 1.238162010E+00 1.242070966E+00 1.245855637E+00 1.249608488E+00 1.253329962E+00 1.257080662E+00 1.260926353E+00 1.264928189E+00 1.269164657E+00 1.273673013E+00 1.278412947E+00
1.624993176E+01 1.206504783E+00 1.210438554E+00 1.213406080E+00 1.215726248E+00 1.217662218E+00 1.219431771E+00 1.221213631E+00 1.223147481E+00 1.225327977E+00 1.227798011E+00 1.230549827E+00 1.233540074E+00 1.236715107E+00 1.240035113E+00 1.243487072E+00 1.247084589E+00 1.250858674E+00 1.254845648E+00 1.259077424E+00
1.574996808E+01 1.204688952E+00 1.206794265E+00 1.208283994E+00 1.209512121E+00 1.210495696E+00 1.211332116E+00 1.212123108E+00 1.212961398E+00 1.213947529E+00 1.215136035E+00 1.216632303E+00 1.218480760E+00 1.220671231E+00 1.223227386E+00 1.226098926E+00 1.229247176E+00 1.232641940E+00 1.236269809E+00 1.240133789E+00
1.524993176E+01 1.192666202E+00 1.193726148E+00 1.194504557E+00 1.195098049E+00 1.195583955E+00 1.196026878E+00 1.196484473E+00 1.197011894E+00 1.197664288E+00 1.198495899E+00 1.199559796E+00 1.200888279E+00 1.202516524E+00 1.204446443E+00 1.206685158E+00 1.209207145E+00 1.211988341E+00 1.215001914E+00 1.218225660E+00
