N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.136978414E+00 1.137660528E+00 1.138310981E+00 1.139020891E+00 1.139886368E+00 1.141017354E+00 1.142543807E+00 1.144616003E+00 1.147392761E+00 1.151009441E+00 1.155520382E+00 1.160825869E+00 1.166625163E+00 1.172460137E+00 1.177877030E+00 1.182611062E+00 1.186658937E+00 1.190183431E+00 1.193370871E+00
1.600000000E+01 1.208405099E+00 1.211773543E+00 1.214258638E+00 1.216139143E+00 1.217546929E+00 1.218837507E+00 1.220154379E+00 1.221516658E+00 1.223097048E+00 1.224960523E+00 1.227134421E+00 1.229647045E+00 1.232445186E+00 1.235457522E+00 1.238635428E+00 1.241939918E+00 1.245367515E+00 1.248939425E+00 1.252689199E+00
1.700000000E+01 1.193303907E+00 1.205771867E+00 1.216032026E+00 1.224661875E+00 1.232178153E+00 1.238949004E+00 1.245175725E+00 1.250960402E+00 1.255767606E+00 1.261095488E+00 1.265597741E+00 1.269798176E+00 1.273820469E+00 1.277749929E+00 1.281658347E+00 1.285719609E+00 1.289928337E+00 1.294375216E+00 1.298942475E+00
1.549996187E+01 1.198908190E+00 1.200598402E+00 1.201827905E+00 1.202746444E+00 1.203471909E+00 1.204099956E+00 1.204712500E+00 1.205384079E+00 1.206185867E+00 1.207185805E+00 1.208444458E+00 1.210007268E+00 1.211896242E+00 1.214105384E+00 1.216603770E+00 1.219346337E+00 1.222288860E+00 1.225401480E+00 1.228675428E+00
1.649996187E+01 1.198956641E+00 1.205402259E+00 1.210374918E+00 1.214354262E+00 1.217748940E+00 1.220888468E+00 1.224016503E+00 1.227282387E+00 1.230737709E+00 1.234350510E+00 1.238041410E+00 1.241730077E+00 1.245370596E+00 1.248962919E+00 1.252543993E+00 1.256170511E+00 1.259903479E+00 1.263791658E+00 1.267937101E+00
1.674996808E+01 1.194045596E+00 1.202999059E+00 1.210146493E+00 1.216055857E+00 1.221219771E+00 1.225981889E+00 1.230588210E+00 1.235210951E+00 1.239738903E+00 1.244130567E+00 1.248335259E+00 1.252345321E+00 1.256198038E+00 1.259959613E+00 1.263706688E+00 1.267513858E+00 1.271464800E+00 1.275617386E+00 1.280032915E+00
1.624993176E+01 1.205799998E+00 1.210477729E+00 1.213987678E+00 1.216703964E+00 1.218936457E+00 1.220940153E+00 1.222922865E+00 1.225045798E+00 1.227416907E+00 1.230081962E+00 1.233023841E+00 1.236179080E+00 1.239469514E+00 1.242834694E+00 1.246250177E+00 1.249727952E+00 1.253304788E+00 1.257027325E+00 1.260940354E+00
1.574996808E+01 1.204622177E+00 1.206875940E+00 1.208676969E+00 1.210231236E+00 1.211406057E+00 1.212380709E+00 1.213265831E+00 1.214184931E+00 1.215230554E+00 1.216528689E+00 1.218127568E+00 1.220050730E+00 1.222329617E+00 1.224918704E+00 1.227765388E+00 1.230816927E+00 1.234038083E+00 1.237419024E+00 1.240972084E+00
1.524993176E+01 1.187039556E+00 1.188196568E+00 1.189062630E+00 1.189749605E+00 1.190348748E+00 1.190939013E+00 1.191593477E+00 1.192383196E+00 1.193376907E+00 1.194635025E+00 1.196198015E+00 1.198073292E+00 1.200230212E+00 1.202611961E+00 1.205160282E+00 1.207834907E+00 1.210615257E+00 1.213493168E+00 1.216465957E+00
