fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0T01 10:41:00 289 40.12 1.000E+000 7.739E-001 6.025E-006 1.000E+012 2.722E+000 1.039E-008 1.255E-002 
0T02 10:43:20 289.1 40.1 1.000E+000 7.474E-001 5.911E-006 1.000E+012 2.718E+000 1.049E-008 1.247E-002 
0T03 10:45:40 289.1 40.1 1.000E+000 7.642E-001 5.646E-006 1.000E+012 2.721E+000 1.039E-008 1.262E-002 
0T04 10:47:34 289.1 40.1 1.000E+000 7.668E-001 5.843E-006 1.000E+012 2.722E+000 1.039E-008 1.250E-002 
0T05 10:49:36 289.2 40.09 1.000E+000 7.603E-001 6.311E-006 1.000E+012 2.722E+000 1.049E-008 1.243E-002 
0T11 10:57:52 291.1 39.83 1.000E+000 8.020E-001 6.420E-006 1.000E+012 2.693E+000 1.182E-008 1.307E-002 
0T12 11:00:08 291.1 39.83 1.000E+000 8.044E-001 6.379E-006 1.000E+012 2.694E+000 1.182E-008 1.301E-002 
0T13 11:02:08 291.1 39.83 1.000E+000 8.112E-001 6.275E-006 1.000E+012 2.699E+000 1.169E-008 1.297E-002 
0T14 11:06:00 291.1 39.83 1.000E+000 8.052E-001 6.259E-006 1.000E+012 2.704E+000 1.157E-008 1.265E-002 
0T15 11:08:02 291.1 39.83 1.000E+000 8.147E-001 6.212E-006 1.000E+012 2.706E+000 1.151E-008 1.270E-002 
0T16 11:24:52 290.9 39.86 1.000E+000 8.310E-001 6.040E-006 1.000E+012 2.718E+000 1.121E-008 1.252E-002 
0T17 11:26:52 290.9 39.86 1.000E+000 8.304E-001 6.038E-006 1.000E+012 2.719E+000 1.119E-008 1.249E-002 
