T d154 d184 d214 d244
d 150 180 210 240
290 1.849184000E-03 1.783544000E-03 1.748467000E-03 1.726808000E-03
295 1.830438000E-03 1.763631000E-03 1.760251000E-03 1.736624000E-03
300 1.894619000E-03 1.840079000E-03 1.812784000E-03 2.574846000E-03
305 2.123233000E-03 1.965716000E-03 1.946124000E-03 2.860338000E-03
310 2.419917000E-03 2.247227000E-03 2.224464000E-03 3.554051000E-03
315 2.811480000E-03 2.645339000E-03 2.624852000E-03 2.570056000E-03
320 3.286010000E-03 3.177195000E-03 3.091300000E-03 3.076469000E-03
325 3.882177000E-03 3.757642000E-03 3.749711000E-03 3.709954000E-03
330 4.561221000E-03 4.518852000E-03 4.474299000E-03 4.449415000E-03
335 5.361006000E-03 5.308571000E-03 5.248574000E-03 5.215950000E-03
340 6.319003000E-03 6.245208000E-03 6.359695000E-03 6.114969000E-03
