T nFsrh nFBsrh dnsrh nF nFB dn
290 1.144978653E+00 1.128082917E+00 1.689573600E-02 1.144436849E+00 1.127976066E+00 1.646078300E-02
295 1.136849526E+00 1.133278752E+00 3.570774000E-03 1.136733781E+00 1.133131587E+00 3.602194000E-03
300 1.118069959E+00 1.138059863E+00 -1.998990400E-02 1.117950979E+00 1.137871999E+00 -1.992102000E-02
305 1.100312508E+00 1.141879880E+00 -4.156737200E-02 1.100192295E+00 1.141644095E+00 -4.145180000E-02
310 1.073583288E+00 1.143323267E+00 -6.973997900E-02 1.073489568E+00 1.142699839E+00 -6.921027100E-02
315 1.038834224E+00 1.112637433E+00 -7.380320900E-02 1.038775019E+00 1.112292782E+00 -7.351776300E-02
320 1.007993220E+00 1.087448014E+00 -7.945479400E-02 1.007916159E+00 1.087296223E+00 -7.938006400E-02
325 1.007220315E+00 1.051790496E+00 -4.457018100E-02 1.007135703E+00 1.054821374E+00 -4.768567100E-02
330 1.008092171E+00 1.010503245E+00 -2.411074000E-03 1.008017778E+00 1.009877648E+00 -1.859870000E-03
335 1.010187263E+00 1.009230431E+00 9.568320000E-04 1.010092797E+00 1.009039392E+00 1.053405000E-03
340 1.017368131E+00 1.011639688E+00 5.728443000E-03 1.017212438E+00 1.011397091E+00 5.815347000E-03
