T nFsrh nFBsrh dnsrh nF nFB dn
290 1.173948104E+00 1.134586675E+00 3.936142900E-02 1.173224549E+00 1.132856431E+00 4.036811800E-02
295 1.181649153E+00 1.136975242E+00 4.467391100E-02 1.179998437E+00 1.136246738E+00 4.375169900E-02
300 1.187930855E+00 1.142738508E+00 4.519234700E-02 1.178338940E+00 1.141799721E+00 3.653921900E-02
305 1.186706106E+00 1.148259320E+00 3.844678600E-02 1.185220086E+00 1.147062828E+00 3.815725800E-02
310 1.189830838E+00 1.153415905E+00 3.641493300E-02 1.186372424E+00 1.151909504E+00 3.446292000E-02
315 1.193228646E+00 1.158186452E+00 3.504219400E-02 1.188363228E+00 1.156312724E+00 3.205050400E-02
320 1.196148803E+00 1.162484049E+00 3.366475400E-02 1.193517261E+00 1.160181344E+00 3.333591700E-02
325 1.200749408E+00 1.166237726E+00 3.451168200E-02 1.197538090E+00 1.163442910E+00 3.409518000E-02
330 1.204049167E+00 1.169418643E+00 3.463052400E-02 1.200248400E+00 1.166067658E+00 3.418074200E-02
335 1.205633006E+00 1.171983343E+00 3.364966300E-02 1.201195200E+00 1.168012794E+00 3.318240600E-02
340 1.194492587E+00 1.174161023E+00 2.033156400E-02 1.189346945E+00 1.170314014E+00 1.903293100E-02
