T d154 d184 d214 d244
d 150 180 210 240
290 1.252309025E+00 1.249442635E+00 1.247031131E+00 1.243975594E+00
295 1.253167608E+00 1.250475699E+00 1.248445072E+00 1.245607492E+00
300 1.254658136E+00 1.252222329E+00 1.250308123E+00 1.247627770E+00
305 1.256559056E+00 1.254000442E+00 1.251780649E+00 1.249779368E+00
310 1.258586067E+00 1.255774705E+00 1.253402401E+00 1.251402053E+00
315 1.259691755E+00 1.256634633E+00 1.254080591E+00 1.251894018E+00
320 1.259155049E+00 1.255705883E+00 1.252673649E+00 1.250330254E+00
325 1.255616910E+00 1.251375541E+00 1.247752109E+00 1.244899993E+00
330 1.246501592E+00 1.241097475E+00 1.235208534E+00 1.233186087E+00
335 1.227877484E+00 1.220639753E+00 1.213592438E+00 1.210891932E+00
340 1.193766625E+00 1.184004392E+00 1.175495185E+00 1.172093608E+00
