T d154 d184 d214 d244
d 150 180 210 240
290 1.284432887E+00 1.284793390E+00 1.284838432E+00 1.283713974E+00
295 1.282499339E+00 1.282766312E+00 1.282963377E+00 1.281880289E+00
300 1.281374868E+00 1.281711132E+00 1.281874841E+00 1.280884076E+00
305 1.281151679E+00 1.281280127E+00 1.281111438E+00 1.280775442E+00
310 1.281840279E+00 1.281761482E+00 1.281531080E+00 1.281261115E+00
315 1.282808959E+00 1.282699174E+00 1.282499711E+00 1.282216000E+00
320 1.283996976E+00 1.283920562E+00 1.283611977E+00 1.283449840E+00
325 1.285105423E+00 1.284969477E+00 1.284605546E+00 1.284304250E+00
330 1.285413103E+00 1.285249616E+00 1.283346473E+00 1.284350350E+00
335 1.283978072E+00 1.283638093E+00 1.281555681E+00 1.282368072E+00
340 1.279101756E+00 1.278484725E+00 1.276088951E+00 1.276555202E+00
