fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
00T1 7:32 289.8 40.01 1.000E+000 1.466E+000 4.278E-006 6.472E+002 2.737E+000 2.076E-008 7.889E-004 
00T2 8:42 291.4 39.79 1.000E+000 1.579E+000 4.113E-006 6.548E+002 2.691E+000 2.394E-008 5.197E-004 
00T3 9:11 294.8 39.33 1.000E+000 1.516E+000 4.308E-006 6.711E+002 2.619E+000 3.006E-008 1.084E-003 
00T4 9:34 297.7 38.95 1.000E+000 1.706E+000 3.657E-006 6.851E+002 2.637E+000 3.140E-008 7.218E-004 
00T5 9:55 300.4 38.6 1.000E+000 1.690E+000 4.449E-006 6.982E+002 2.549E+000 4.004E-008 1.670E-003 
00T6 10:17 302.8 38.29 1.000E+000 1.764E+000 3.881E-006 7.097E+002 2.617E+000 3.719E-008 1.015E-003 
00T7 10:40 305.3 37.98 1.000E+000 1.755E+000 4.261E-006 7.216E+002 2.526E+000 4.683E-008 1.344E-003 
00T8 11:4 308.4 37.59 1.000E+000 1.845E+000 4.108E-006 7.360E+002 2.530E+000 4.981E-008 6.885E-004 
00T9 11:25 311.3 37.24 1.000E+000 1.788E+000 4.320E-006 7.491E+002 2.476E+000 5.824E-008 1.592E-003 
0T10 11:47 314.3 36.89 1.000E+000 1.881E+000 4.074E-006 7.621E+002 2.473E+000 6.185E-008 9.165E-004 
0T11 12:10 318.1 36.45 1.000E+000 1.955E+000 4.168E-006 7.776E+002 2.434E+000 7.100E-008 1.678E-003 
0T12 12:30 320.8 36.14 1.000E+000 1.907E+000 4.208E-006 7.879E+002 2.429E+000 7.554E-008 4.269E-003 
0T13 12:53 323.7 35.82 1.000E+000 1.950E+000 4.247E-006 7.981E+002 2.420E+000 8.117E-008 5.691E-004 
0T14 13:13 326.2 35.54 1.000E+000 1.985E+000 4.213E-006 8.061E+002 2.402E+000 8.706E-008 8.587E-004 
