T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
305 001_305 38.014 4.737420E-1 3.570974E-1 7.930700E+1 2.683310E+1 4.004390E-1 3.350455E-1 5.000000E-1 1.000000E+10 1.000000E+10 1.800E-4 1.000E+16
305 002_305 38.014 4.734730E-1 3.565612E-1 7.929690E+1 2.677420E+1 4.001860E-1 3.345216E-1 5.000000E-1 1.468000E+10 1.468000E+10 1.800E-4 1.000E+16
305 003_305 38.014 4.730850E-1 3.557798E-1 7.928210E+1 2.668860E+1 3.998140E-1 3.337619E-1 5.000000E-1 2.154000E+10 2.154000E+10 1.800E-4 1.000E+16
305 004_305 38.014 4.725280E-1 3.546447E-1 7.926070E+1 2.656500E+1 3.992680E-1 3.326705E-1 5.000000E-1 3.162000E+10 3.162000E+10 1.800E-4 1.000E+16
305 005_305 38.014 4.717360E-1 3.530036E-1 7.923000E+1 2.638750E+1 3.984860E-1 3.310964E-1 5.000000E-1 4.642000E+10 4.642000E+10 1.800E-4 1.000E+16
305 006_305 38.014 4.706270E-1 3.506472E-1 7.918650E+1 2.613540E+1 3.974120E-1 3.288193E-1 5.000000E-1 6.813000E+10 6.813000E+10 1.800E-4 1.000E+16
305 007_305 38.014 4.690450E-1 3.472967E-1 7.913500E+1 2.578190E+1 3.959280E-1 3.255881E-1 5.000000E-1 1.000000E+11 1.000000E+11 1.800E-4 1.000E+16
305 008_305 38.014 4.668910E-1 3.425978E-1 7.906940E+1 2.529530E+1 3.939160E-1 3.210738E-1 5.000000E-1 1.468000E+11 1.468000E+11 1.800E-4 1.000E+16
305 009_305 38.014 4.641190E-1 3.361327E-1 7.897510E+1 2.464120E+1 3.912990E-1 3.148630E-1 5.000000E-1 2.154000E+11 2.154000E+11 1.800E-4 1.000E+16
305 010_305 38.014 4.606700E-1 3.274646E-1 7.884600E+1 2.378840E+1 3.879980E-1 3.065525E-1 5.000000E-1 3.162000E+11 3.162000E+11 1.800E-4 1.000E+16
305 011_305 38.014 4.563540E-1 3.162297E-1 7.871020E+1 2.271780E+1 3.839940E-1 2.958085E-1 5.000000E-1 4.642000E+11 4.642000E+11 1.800E-4 1.000E+16
305 012_305 38.014 4.514440E-1 3.022703E-1 7.853000E+1 2.143220E+1 3.793460E-1 2.824881E-1 5.000000E-1 6.813000E+11 6.813000E+11 1.800E-4 1.000E+16
305 013_305 38.014 4.458710E-1 2.857657E-1 7.834020E+1 1.996340E+1 3.741500E-1 2.667828E-1 5.000000E-1 1.000000E+12 1.000000E+12 1.800E-4 1.000E+16
305 014_305 38.014 4.399970E-1 2.672721E-1 7.810630E+1 1.837050E+1 3.685640E-1 2.492160E-1 5.000000E-1 1.468000E+12 1.468000E+12 1.800E-4 1.000E+16
305 015_305 38.014 4.336880E-1 2.476038E-1 7.787820E+1 1.672560E+1 3.626860E-1 2.305792E-1 5.000000E-1 2.154000E+12 2.154000E+12 1.800E-4 1.000E+16
305 016_305 38.014 4.272420E-1 2.275853E-1 7.761820E+1 1.509430E+1 3.566310E-1 2.116230E-1 5.000000E-1 3.162000E+12 3.162000E+12 1.800E-4 1.000E+16
305 017_305 38.014 4.206550E-1 2.078214E-1 7.732680E+1 1.352000E+1 3.503810E-1 1.929328E-1 5.000000E-1 4.642000E+12 4.642000E+12 1.800E-4 1.000E+16
305 018_305 38.014 4.137330E-1 1.886230E-1 7.702780E+1 1.202240E+1 3.438960E-1 1.747971E-1 5.000000E-1 6.813000E+12 6.813000E+12 1.800E-4 1.000E+16
305 019_305 38.014 4.065750E-1 1.701004E-1 7.668540E+1 1.060690E+1 3.371390E-1 1.573075E-1 5.000000E-1 1.000000E+13 1.000000E+13 1.800E-4 1.000E+16
305 020_305 38.014 3.991330E-1 1.523143E-1 7.628930E+1 9.275800E+0 3.300490E-1 1.405217E-1 5.000000E-1 1.468000E+13 1.468000E+13 1.800E-4 1.000E+16
305 021_305 38.014 3.912790E-1 1.353674E-1 7.584750E+1 8.034800E+0 3.225680E-1 1.245431E-1 5.000000E-1 2.154000E+13 2.154000E+13 1.800E-4 1.000E+16
305 022_305 38.014 3.830110E-1 1.194082E-1 7.534390E+1 6.891700E+0 3.146970E-1 1.094964E-1 5.000000E-1 3.162000E+13 3.162000E+13 1.800E-4 1.000E+16
305 023_305 38.014 3.743590E-1 1.045880E-1 7.475320E+1 5.853700E+0 3.063960E-1 9.552496E-2 5.000000E-1 4.642000E+13 4.642000E+13 1.800E-4 1.000E+16
305 024_305 38.014 3.652930E-1 9.102229E-2 7.405370E+1 4.924500E+0 2.976070E-1 8.273547E-2 5.000000E-1 6.813000E+13 6.813000E+13 1.800E-4 1.000E+16
305 025_305 38.014 3.557590E-1 7.877346E-2 7.322050E+1 4.103900E+0 2.882520E-1 7.118624E-2 5.000000E-1 1.000000E+14 1.000000E+14 1.800E-4 1.000E+16
