N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.094825616E+00 1.095056068E+00 1.095392780E+00 1.095883726E+00 1.096597320E+00 1.097629833E+00 1.099113963E+00 1.101226799E+00 1.104193077E+00 1.108275062E+00 1.113734930E+00 1.120753422E+00 1.129300492E+00 1.138997848E+00 1.149083264E+00 1.158592367E+00 1.166747009E+00 1.173269528E+00 1.178365671E+00
1.600000000E+01 1.226698737E+00 1.226764107E+00 1.226859444E+00 1.226997994E+00 1.227198545E+00 1.227486961E+00 1.227898042E+00 1.228476653E+00 1.229277083E+00 1.230359049E+00 1.231778670E+00 1.233574793E+00 1.235754812E+00 1.238288162E+00 1.241114299E+00 1.244163562E+00 1.247380303E+00 1.250737172E+00 1.254236236E+00
1.700000000E+01 1.237013497E+00 1.238103699E+00 1.239579511E+00 1.241560895E+00 1.244135166E+00 1.247343701E+00 1.251149224E+00 1.255421795E+00 1.259980508E+00 1.264586150E+00 1.269098678E+00 1.273393811E+00 1.277511847E+00 1.281472563E+00 1.285344803E+00 1.289203562E+00 1.293142751E+00 1.297220397E+00 1.301512584E+00
1.549996187E+01 1.209687648E+00 1.209722361E+00 1.209773081E+00 1.209847005E+00 1.209954441E+00 1.210109853E+00 1.210333264E+00 1.210651490E+00 1.211099088E+00 1.211717968E+00 1.212554755E+00 1.213654955E+00 1.215054688E+00 1.216772717E+00 1.218806526E+00 1.221134243E+00 1.223720559E+00 1.226524727E+00 1.229510217E+00
1.649996187E+01 1.228452553E+00 1.228700501E+00 1.229057173E+00 1.229565733E+00 1.230281692E+00 1.231272268E+00 1.232610652E+00 1.234363764E+00 1.236572792E+00 1.239232132E+00 1.242278556E+00 1.245602534E+00 1.249081188E+00 1.252616501E+00 1.256158811E+00 1.259707944E+00 1.263298746E+00 1.266982393E+00 1.270811782E+00
1.674996808E+01 1.230430016E+00 1.230950455E+00 1.231687284E+00 1.232714385E+00 1.234116133E+00 1.235975672E+00 1.238354336E+00 1.241264697E+00 1.244649528E+00 1.248382684E+00 1.252300946E+00 1.256253536E+00 1.260143018E+00 1.263938371E+00 1.267662593E+00 1.271369589E+00 1.275123916E+00 1.278983451E+00 1.283061505E+00
1.624993176E+01 1.228775229E+00 1.228899283E+00 1.229079314E+00 1.229339205E+00 1.229711652E+00 1.230239823E+00 1.230977953E+00 1.231992947E+00 1.233329526E+00 1.235068336E+00 1.237200094E+00 1.239745844E+00 1.242619949E+00 1.245731430E+00 1.248993350E+00 1.252348612E+00 1.255780028E+00 1.259304576E+00 1.262959064E+00
1.574996808E+01 1.219738586E+00 1.219776923E+00 1.219832956E+00 1.219914658E+00 1.220033508E+00 1.220205629E+00 1.220453453E+00 1.220807268E+00 1.221306482E+00 1.221999546E+00 1.222941315E+00 1.224186302E+00 1.225777942E+00 1.227736222E+00 1.230049981E+00 1.232679444E+00 1.235570253E+00 1.238672285E+00 1.241954462E+00
1.524993176E+01 1.186522743E+00 1.186594294E+00 1.186698730E+00 1.186850759E+00 1.187071246E+00 1.187389229E+00 1.187844232E+00 1.188487861E+00 1.189383685E+00 1.190602652E+00 1.192210930E+00 1.194248400E+00 1.196701926E+00 1.199488346E+00 1.202468962E+00 1.205501220E+00 1.208496414E+00 1.211438663E+00 1.214352369E+00
