N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+17 305 1.500E-4 1.241160302E+00 1.275553474E+00
1.468000E+10 1.000E+17 305 1.500E-4 1.258938211E+00 1.275668628E+00
2.154000E+10 1.000E+17 305 1.500E-4 1.263749636E+00 1.275988724E+00
3.162000E+10 1.000E+17 305 1.500E-4 1.268533854E+00 1.277237519E+00
4.642000E+10 1.000E+17 305 1.500E-4 1.272629511E+00 1.278664259E+00
6.813000E+10 1.000E+17 305 1.500E-4 1.276016184E+00 1.280277608E+00
1.000000E+11 1.000E+17 305 1.500E-4 1.279268221E+00 1.282214974E+00
1.468000E+11 1.000E+17 305 1.500E-4 1.282533285E+00 1.284596687E+00
2.154000E+11 1.000E+17 305 1.500E-4 1.285898935E+00 1.287349340E+00
3.162000E+11 1.000E+17 305 1.500E-4 1.289912930E+00 1.290788408E+00
4.642000E+11 1.000E+17 305 1.500E-4 1.293682026E+00 1.294203568E+00
6.813000E+11 1.000E+17 305 1.500E-4 1.297351644E+00 1.297729829E+00
1.000000E+12 1.000E+17 305 1.500E-4 1.301176321E+00 1.301521119E+00
1.468000E+12 1.000E+17 305 1.500E-4 1.305459644E+00 1.305876417E+00
2.154000E+12 1.000E+17 305 1.500E-4 1.309653370E+00 1.310019837E+00
3.162000E+12 1.000E+17 305 1.500E-4 1.314318344E+00 1.314632019E+00
4.642000E+12 1.000E+17 305 1.500E-4 1.319403654E+00 1.319681269E+00
6.813000E+12 1.000E+17 305 1.500E-4 1.310197969E+00 1.310441704E+00
1.000000E+13 1.000E+17 305 1.500E-4 1.323854052E+00 1.324092906E+00
