fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00L1 9:39 294.3 39.4 1.000E+000 1.956E+000 1.185E-011 1.999E+004 2.905E+000 6.315E-006 1.700E-004 2.402E-001 1.699E-004 1.809E-005 4.431E-001 1.551E-001 1.166E-004 2.611E-002 
00L2 10:7 296.9 39.05 1.000E+000 1.972E+000 1.858E-011 1.833E+004 2.904E+000 7.266E-006 1.717E-004 2.327E-001 1.717E-004 1.740E-005 4.355E-001 1.491E-001 1.166E-004 4.206E-002 
00L3 10:25 299.2 38.75 1.000E+000 1.954E+000 2.667E-011 1.691E+004 2.872E+000 7.785E-006 1.698E-004 2.259E-001 1.698E-004 1.650E-005 4.302E-001 1.442E-001 1.144E-004 7.099E-003 
00L4 10:48 302.3 38.35 1.000E+000 2.027E+000 4.745E-011 1.509E+004 2.873E+000 9.138E-006 1.733E-004 2.180E-001 1.732E-004 1.592E-005 4.217E-001 1.380E-001 1.153E-004 4.441E-003 
00L5 11:5 305 38.01 1.000E+000 2.074E+000 7.389E-011 1.359E+004 2.859E+000 1.034E-005 1.743E-004 2.101E-001 1.743E-004 1.517E-005 4.143E-001 1.319E-001 1.149E-004 1.485E-002 
00L6 11:38 308.1 37.63 1.000E+000 2.145E+000 1.244E-010 1.196E+004 2.858E+000 1.202E-005 1.738E-004 2.007E-001 1.737E-004 1.410E-005 4.045E-001 1.248E-001 1.129E-004 2.941E-002 
00L7 11:56 310.3 37.36 1.000E+000 2.060E+000 1.583E-010 1.088E+004 2.810E+000 1.259E-005 1.735E-004 1.949E-001 1.734E-004 1.354E-005 4.005E-001 1.208E-001 1.120E-004 5.227E-003 
00L8 12:18 313 37.04 1.000E+000 2.144E+000 2.668E-010 9.643E+003 2.831E+000 1.482E-005 1.765E-004 1.873E-001 1.764E-004 1.294E-005 3.915E-001 1.150E-001 1.124E-004 2.965E-003 
00L9 12:37 315.5 36.75 1.000E+000 2.138E+000 3.890E-010 8.579E+003 2.820E+000 1.656E-005 1.740E-004 1.785E-001 1.738E-004 1.188E-005 3.830E-001 1.087E-001 1.092E-004 1.607E-002 
0L10 13:0 319 36.35 1.000E+000 2.181E+000 6.553E-010 7.235E+003 2.784E+000 1.863E-005 1.779E-004 1.705E-001 1.778E-004 1.139E-005 3.756E-001 1.030E-001 1.104E-004 2.610E-003 
0L11 13:17 322 36.01 1.000E+000 2.126E+000 9.901E-010 6.223E+003 2.767E+000 2.101E-005 1.755E-004 1.608E-001 1.754E-004 1.033E-005 3.661E-001 9.620E-002 1.072E-004 5.789E-002 
0L12 13:41 324.7 35.71 1.000E+000 2.073E+000 1.410E-009 5.429E+003 2.744E+000 2.313E-005 1.746E-004 1.530E-001 1.744E-004 9.565E-006 3.585E-001 9.060E-002 1.055E-004 2.048E-003 
0L13 13:57 327.5 35.4 1.000E+000 2.166E+000 2.227E-009 4.726E+003 2.760E+000 2.688E-005 1.791E-004 1.459E-001 1.789E-004 9.152E-006 3.507E-001 8.570E-002 1.067E-004 1.924E-003 
