T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
315 001_315 36.807 5.769540E-1 3.639140E+1 8.154710E+1 1.712180E+1 4.959790E-1 3.452116E+1 1.000000E+2 1.000000E+10 1.000000E+10 3.800E-4 1.000E+17
315 002_315 36.807 5.768850E-1 3.635234E+1 8.154560E+1 1.710100E+1 4.959230E-1 3.448326E+1 1.000000E+2 1.468000E+10 1.468000E+10 3.800E-4 1.000E+17
315 003_315 36.807 5.767870E-1 3.629621E+1 8.154340E+1 1.707130E+1 4.958430E-1 3.442875E+1 1.000000E+2 2.154000E+10 2.154000E+10 3.800E-4 1.000E+17
315 004_315 36.807 5.766460E-1 3.621626E+1 8.154020E+1 1.702880E+1 4.957290E-1 3.435108E+1 1.000000E+2 3.162000E+10 3.162000E+10 3.800E-4 1.000E+17
315 005_315 36.807 5.764470E-1 3.610385E+1 8.153570E+1 1.696920E+1 4.955690E-1 3.424180E+1 1.000000E+2 4.642000E+10 4.642000E+10 3.800E-4 1.000E+17
315 006_315 36.807 5.761700E-1 3.594858E+1 8.152930E+1 1.688680E+1 4.953490E-1 3.409068E+1 1.000000E+2 6.813000E+10 6.813000E+10 3.800E-4 1.000E+17
315 007_315 36.807 5.757930E-1 3.573910E+1 8.152040E+1 1.677550E+1 4.950510E-1 3.388649E+1 1.000000E+2 1.000000E+11 1.000000E+11 3.800E-4 1.000E+17
315 008_315 36.807 5.752920E-1 3.546484E+1 8.147520E+1 1.662310E+1 4.945020E-1 3.361580E+1 1.000000E+2 1.468000E+11 1.468000E+11 3.800E-4 1.000E+17
315 009_315 36.807 5.746470E-1 3.511856E+1 8.145910E+1 1.643910E+1 4.937790E-1 3.329238E+1 1.000000E+2 2.154000E+11 2.154000E+11 3.800E-4 1.000E+17
315 010_315 36.807 5.738420E-1 3.469864E+1 8.143920E+1 1.621580E+1 4.928980E-1 3.289889E+1 1.000000E+2 3.162000E+11 3.162000E+11 3.800E-4 1.000E+17
315 011_315 36.807 5.728710E-1 3.420967E+1 8.141510E+1 1.595550E+1 4.918650E-1 3.243879E+1 1.000000E+2 4.642000E+11 4.642000E+11 3.800E-4 1.000E+17
315 012_315 36.807 5.717290E-1 3.366022E+1 8.138670E+1 1.566250E+1 4.906930E-1 3.191910E+1 1.000000E+2 6.813000E+11 6.813000E+11 3.800E-4 1.000E+17
315 013_315 36.807 5.704070E-1 3.305907E+1 8.135340E+1 1.534090E+1 4.893930E-1 3.134684E+1 1.000000E+2 1.000000E+12 1.000000E+12 3.800E-4 1.000E+17
315 014_315 36.807 5.688360E-1 3.241218E+1 8.132280E+1 1.499370E+1 4.879780E-1 3.072612E+1 1.000000E+2 1.468000E+12 1.468000E+12 3.800E-4 1.000E+17
315 015_315 36.807 5.670400E-1 3.172222E+1 8.128720E+1 1.462180E+1 4.864580E-1 3.005759E+1 1.000000E+2 2.154000E+12 2.154000E+12 3.800E-4 1.000E+17
315 016_315 36.807 5.650280E-1 3.098969E+1 8.120640E+1 1.421930E+1 4.847760E-1 2.933162E+1 1.000000E+2 3.162000E+12 3.162000E+12 3.800E-4 1.000E+17
315 017_315 36.807 5.627810E-1 3.021430E+1 8.114720E+1 1.379830E+1 4.823030E-1 2.860919E+1 1.000000E+2 4.642000E+12 4.642000E+12 3.800E-4 1.000E+17
315 018_315 36.807 5.602770E-1 2.939580E+1 8.108100E+1 1.335390E+1 4.797570E-1 2.783465E+1 1.000000E+2 6.813000E+12 6.813000E+12 3.800E-4 1.000E+17
315 019_315 36.807 5.573740E-1 2.853446E+1 8.102230E+1 1.288610E+1 4.771800E-1 2.700469E+1 1.000000E+2 1.000000E+13 1.000000E+13 3.800E-4 1.000E+17
315 020_315 36.807 5.542030E-1 2.763130E+1 8.090940E+1 1.239000E+1 4.744370E-1 2.611508E+1 1.000000E+2 1.468000E+13 1.468000E+13 3.800E-4 1.000E+17
315 021_315 36.807 5.507650E-1 2.668820E+1 8.081260E+1 1.187860E+1 4.707570E-1 2.523292E+1 1.000000E+2 2.154000E+13 2.154000E+13 3.800E-4 1.000E+17
315 022_315 36.807 5.468950E-1 2.570801E+1 8.072520E+1 1.134960E+1 4.672330E-1 2.429116E+1 1.000000E+2 3.162000E+13 3.162000E+13 3.800E-4 1.000E+17
315 023_315 36.807 5.427560E-1 2.469463E+1 8.057550E+1 1.079970E+1 4.634140E-1 2.330457E+1 1.000000E+2 4.642000E+13 4.642000E+13 3.800E-4 1.000E+17
315 024_315 36.807 5.382790E-1 2.365292E+1 8.045470E+1 1.024340E+1 4.589250E-1 2.232038E+1 1.000000E+2 6.813000E+13 6.813000E+13 3.800E-4 1.000E+17
315 025_315 36.807 5.334600E-1 2.258873E+1 8.028740E+1 9.674800E+0 4.548020E-1 2.127254E+1 1.000000E+2 1.000000E+14 1.000000E+14 3.800E-4 1.000E+17
