Ew Nt
4.4619631E-1 5.4359281E+16
4.4348153E-1 5.9685015E+16
4.4076673E-1 6.5287352E+16
4.3805193E-1 7.1048072E+16
4.3533713E-1 7.6887050E+16
4.3262234E-1 8.2723377E+16
4.2990755E-1 8.8395960E+16
4.2719275E-1 9.3623978E+16
4.2447795E-1 9.8054932E+16
4.2176317E-1 1.0137274E+17
4.1904837E-1 1.0339086E+17
4.1633357E-1 1.0407026E+17
4.1361878E-1 1.0346562E+17
4.1090398E-1 1.0166259E+17
4.0818919E-1 9.8745391E+16
4.0547439E-1 9.4800768E+16
4.0275960E-1 8.9936878E+16
4.0004481E-1 8.4296431E+16
3.9733001E-1 7.8059332E+16
3.9461522E-1 7.1435277E+16
3.9190042E-1 6.4647920E+16
3.8918563E-1 5.7911398E+16
3.8647083E-1 5.1407289E+16
3.8375604E-1 4.5270656E+16
3.8104124E-1 3.9589651E+16
3.7832645E-1 3.4414639E+16
3.7561165E-1 2.9768875E+16
3.7289686E-1 2.5654499E+16
3.7018206E-1 2.2054918E+16
3.6746727E-1 1.8937287E+16
3.6475248E-1 1.6257536E+16
3.6203768E-1 1.3967146E+16
3.5932289E-1 1.2018979E+16
3.5660809E-1 1.0370346E+16
3.5389330E-1 8.9831478E+15
3.5117850E-1 7.8223369E+15
3.4846371E-1 6.8546732E+15
3.4574891E-1 6.0490081E+15
3.4303412E-1 5.3777497E+15
3.4031932E-1 4.8181147E+15
3.3760453E-1 4.3521391E+15
3.3488973E-1 3.9655277E+15
3.3217494E-1 3.6461247E+15
3.2946015E-1 3.3827686E+15
3.2674535E-1 3.1649610E+15
3.2403056E-1 2.9832652E+15
3.2131576E-1 2.8299285E+15
3.1860097E-1 2.6991462E+15
3.1588617E-1 2.5867483E+15
3.1317138E-1 2.4895742E+15
3.1045658E-1 2.4047844E+15
3.0774179E-1 2.3292960E+15
3.0502699E-1 2.2595204E+15
3.0231220E-1 2.1917366E+15
2.9959740E-1 2.1231064E+15
2.9688261E-1 2.0526273E+15
2.9416781E-1 1.9808644E+15
2.9145302E-1 1.9077131E+15
2.8873822E-1 1.8285778E+15
2.8602343E-1 1.7305435E+15
2.8330863E-1 1.5909705E+15
2.8059384E-1 1.3812522E+15
2.7787905E-1 1.0772231E+15
2.7516425E-1 6.7363968E+14
2.7244946E-1 4.4272775E+14
