Ew Nt
4.4633386E-1 2.5555666E+16
4.4361825E-1 2.5510307E+16
4.4090261E-1 2.5991923E+16
4.3818697E-1 2.6668053E+16
4.3547134E-1 2.7203935E+16
4.3275571E-1 2.7421849E+16
4.3004007E-1 2.7330334E+16
4.2732445E-1 2.7044564E+16
4.2460881E-1 2.6683343E+16
4.2189318E-1 2.6308286E+16
4.1917755E-1 2.5919622E+16
4.1646191E-1 2.5486875E+16
4.1374629E-1 2.4983547E+16
4.1103065E-1 2.4407594E+16
4.0831502E-1 2.3779889E+16
4.0559939E-1 2.3127061E+16
4.0288376E-1 2.2462629E+16
4.0016813E-1 2.1779993E+16
3.9745250E-1 2.1061789E+16
3.9473687E-1 2.0296301E+16
3.9202123E-1 1.9486801E+16
3.8930560E-1 1.8647693E+16
3.8658997E-1 1.7794787E+16
3.8387434E-1 1.6939843E+16
3.8115871E-1 1.6091615E+16
3.7844308E-1 1.5258034E+16
3.7572744E-1 1.4445419E+16
3.7301181E-1 1.3656359E+16
3.7029618E-1 1.2890528E+16
3.6758055E-1 1.2148876E+16
3.6486492E-1 1.1437452E+16
3.6214929E-1 1.0767008E+16
3.5943366E-1 1.0148010E+16
3.5671802E-1 9.5847858E+15
3.5400239E-1 9.0733829E+15
3.5128676E-1 8.6049138E+15
3.4857113E-1 8.1719279E+15
3.4585550E-1 7.7731330E+15
3.4313987E-1 7.4131743E+15
3.4042423E-1 7.0976859E+15
3.3770860E-1 6.8268742E+15
3.3499297E-1 6.5920736E+15
3.3227734E-1 6.3781910E+15
3.2956171E-1 6.1708056E+15
3.2684607E-1 5.9627747E+15
3.2413044E-1 5.7553622E+15
3.2141481E-1 5.5537071E+15
3.1869918E-1 5.3611246E+15
3.1598355E-1 5.1767953E+15
3.1326792E-1 4.9976280E+15
3.1055229E-1 4.8214475E+15
3.0783665E-1 4.6485520E+15
3.0512102E-1 4.4807003E+15
3.0240539E-1 4.3188285E+15
2.9968976E-1 4.1615007E+15
2.9697413E-1 4.0051705E+15
2.9425850E-1 3.8453870E+15
2.9154287E-1 3.6766159E+15
2.8882723E-1 3.4888579E+15
2.8611160E-1 3.2618435E+15
2.8339597E-1 2.9609981E+15
2.8068034E-1 2.5414654E+15
2.7796471E-1 1.9643229E+15
2.7524908E-1 1.2210193E+15
2.7253344E-1 7.9993742E+14
