T nFsrh nFBsrh dnsrh nF nFB dn
290 1.229892128E+00 1.212337729E+0 1.755439900E-02 1.229892128E+00 1.212337729E+0 1.755439900E-02
295 1.227325914E+00 1.215997675E+0 1.132823900E-02 1.227325914E+00 1.215997675E+0 1.132823900E-02
300 1.225559376E+00 1.219656554E+0 5.902822000E-03 1.225559376E+00 1.219656554E+0 5.902822000E-03
305 1.222225971E+00 1.223313389E+0 -1.087418000E-03 1.222225971E+00 1.223313389E+0 -1.087418000E-03
310 1.231481461E+00 1.226966395E+0 4.515066000E-03 1.231481461E+00 1.226966395E+0 4.515066000E-03
315 1.230022061E+00 1.230612376E+0 -5.903150000E-04 1.230022061E+00 1.230612376E+0 -5.903150000E-04
320 1.239103593E+00 1.234245718E+0 4.857875000E-03 1.239103593E+00 1.234245718E+0 4.857875000E-03
325 1.247897588E+00 1.237856740E+0 1.004084800E-02 1.247897588E+00 1.237856740E+0 1.004084800E-02
330 1.246879650E+00 1.241429050E+0 5.450600000E-03 1.246879650E+00 1.241429050E+0 5.450600000E-03
335 1.250511080E+00 1.244935390E+0 5.575690000E-03 1.250511080E+00 1.244935390E+0 5.575690000E-03
340 1.259222635E+00 1.248331220E+0 1.089141500E-02 1.259222635E+00 1.248331220E+0 1.089141500E-02
