T nFsrh nFBsrh dnsrh nF nFB dn
290 1.177223098E+00 1.180373174E+0 -3.150076000E-03 1.177223098E+00 1.180373174E+0 -3.150076000E-03
295 1.184674391E+00 1.183869666E+0 8.047250000E-04 1.184674391E+00 1.183869666E+0 8.047250000E-04
300 1.182056555E+00 1.187341054E+0 -5.284499000E-03 1.182056555E+00 1.187341054E+0 -5.284499000E-03
305 1.189085726E+00 1.190741922E+0 -1.656196000E-03 1.189085726E+00 1.190741922E+0 -1.656196000E-03
310 1.195733808E+00 1.193969965E+0 1.763843000E-03 1.195733808E+00 1.193969965E+0 1.763843000E-03
315 1.196412330E+00 1.196802105E+0 -3.897750000E-04 1.196412330E+00 1.196802105E+0 -3.897750000E-04
320 1.198332524E+00 1.198770631E+0 -4.381070000E-04 1.198332524E+00 1.198770631E+0 -4.381070000E-04
325 1.202669779E+00 1.198946643E+0 3.723136000E-03 1.202669779E+00 1.198946643E+0 3.723136000E-03
330 1.189810593E+00 1.195638384E+0 -5.827791000E-03 1.189810593E+00 1.195638384E+0 -5.827791000E-03
335 1.180668566E+00 1.186212753E+0 -5.544187000E-03 1.180668566E+00 1.186212753E+0 -5.544187000E-03
340 1.161896980E+00 1.167724217E+0 -5.827237000E-03 1.161896980E+00 1.167724217E+0 -5.827237000E-03
