T nFsrh nFBsrh dnsrh nF nFB dn
290 1.191152411E+00 1.182685360E+0 8.467051000E-03 1.191152411E+00 1.182685360E+0 8.467051000E-03
295 1.189921889E+00 1.187423445E+0 2.498444000E-03 1.189921889E+00 1.187423445E+0 2.498444000E-03
300 1.197800083E+00 1.192192420E+0 5.607663000E-03 1.197800083E+00 1.192192420E+0 5.607663000E-03
305 1.195304039E+00 1.196979653E+0 -1.675614000E-03 1.195304039E+00 1.196979653E+0 -1.675614000E-03
310 1.202868361E+00 1.201757409E+0 1.110952000E-03 1.202868361E+00 1.201757409E+0 1.110952000E-03
315 1.210157967E+00 1.206465264E+0 3.692703000E-03 1.210157967E+00 1.206465264E+0 3.692703000E-03
320 1.207514355E+00 1.210973392E+0 -3.459037000E-03 1.207514355E+00 1.210973392E+0 -3.459037000E-03
325 1.214058094E+00 1.215008191E+0 -9.500970000E-04 1.214058094E+00 1.215008191E+0 -9.500970000E-04
330 1.215000101E+00 1.218008820E+0 -3.008719000E-03 1.215000101E+00 1.218008820E+0 -3.008719000E-03
335 1.219156588E+00 1.218875600E+0 2.809880000E-04 1.219156588E+00 1.218875600E+0 2.809880000E-04
340 1.207410992E+00 1.215615927E+0 -8.204935000E-03 1.207410992E+00 1.215615927E+0 -8.204935000E-03
