T nFsrh nFBsrh dnsrh nF nFB dn
290 1.213187279E+00 1.205960069E+0 7.227210000E-03 1.213187279E+00 1.205960069E+0 7.227210000E-03
295 1.217922456E+00 1.209976923E+0 7.945533000E-03 1.217922456E+00 1.209976923E+0 7.945533000E-03
300 1.207608103E+00 1.214002197E+0 -6.394094000E-03 1.207608103E+00 1.214002197E+0 -6.394094000E-03
305 1.216493501E+00 1.218035150E+0 -1.541649000E-03 1.216493501E+00 1.218035150E+0 -1.541649000E-03
310 1.214550522E+00 1.222074274E+0 -7.523752000E-03 1.214550522E+00 1.222074274E+0 -7.523752000E-03
315 1.223141919E+00 1.226116392E+0 -2.974473000E-03 1.223141919E+00 1.226116392E+0 -2.974473000E-03
320 1.231642071E+00 1.230154825E+0 1.487246000E-03 1.231642071E+00 1.230154825E+0 1.487246000E-03
325 1.230354541E+00 1.234175702E+0 -3.821161000E-03 1.230354541E+00 1.234175702E+0 -3.821161000E-03
330 1.233138711E+00 1.238150770E+0 -5.012059000E-03 1.233138711E+00 1.238150770E+0 -5.012059000E-03
335 1.241657042E+00 1.242023708E+0 -3.666660000E-04 1.241657042E+00 1.242023708E+0 -3.666660000E-04
340 1.244600170E+00 1.245684835E+0 -1.084665000E-03 1.244600170E+00 1.245684835E+0 -1.084665000E-03
