T nFsrh nFBsrh dnsrh nF nFB dn
290 1.172268556E+00 1.172285793E+0 -1.723700000E-05 1.172268556E+00 1.172285793E+0 -1.723700000E-05
295 1.172308166E+00 1.175550087E+0 -3.241921000E-03 1.172308166E+00 1.175550087E+0 -3.241921000E-03
300 1.175530628E+00 1.178675969E+0 -3.145341000E-03 1.175530628E+00 1.178675969E+0 -3.145341000E-03
305 1.181696286E+00 1.181464044E+0 2.322420000E-04 1.181696286E+00 1.181464044E+0 2.322420000E-04
310 1.187203765E+00 1.183472368E+0 3.731397000E-03 1.187203765E+00 1.183472368E+0 3.731397000E-03
315 1.182636126E+00 1.183774719E+0 -1.138593000E-03 1.182636126E+00 1.183774719E+0 -1.138593000E-03
320 1.181246461E+00 1.180597800E+0 6.486610000E-04 1.181246461E+00 1.180597800E+0 6.486610000E-04
325 1.160363098E+00 1.171072979E+0 -1.070988100E-02 1.160363098E+00 1.171072979E+0 -1.070988100E-02
330 1.149324617E+00 1.151989421E+0 -2.664804000E-03 1.149324617E+00 1.151989421E+0 -2.664804000E-03
335 1.129387766E+00 1.122690361E+0 6.697405000E-03 1.129387766E+00 1.122690361E+0 6.697405000E-03
340 1.105008800E+00 1.088202844E+0 1.680595600E-02 1.105008800E+00 1.088202844E+0 1.680595600E-02
