N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -1.098044600E-02 -8.000678000E-03 -5.976769000E-03 -5.719673000E-03
1.600000000E+01 3.093620500E-02 3.068105900E-02 3.046838100E-02 2.957580000E-02
1.700000000E+01 6.281407800E-02 6.200572800E-02 6.054908900E-02 6.076555300E-02
1.549996187E+01 2.193031200E-02 2.149970200E-02 2.270136600E-02 2.312177700E-02
1.649996187E+01 5.198553300E-02 5.089370000E-02 5.070314500E-02 5.042936600E-02
1.674996808E+01 6.003328500E-02 5.792577700E-02 5.818718600E-02 5.821656900E-02
1.624993176E+01 4.010357000E-02 3.968111100E-02 3.928769300E-02 3.910196600E-02
1.574996808E+01 2.633693000E-02 2.644530700E-02 2.582831900E-02 2.644073000E-02
1.524993176E+01 1.108919300E-02 1.208552900E-02 1.329330800E-02 1.394760000E-02
