T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.332010808E+00 1.267266281E+00 6.474452700E-02 1.331222957E+00 1.267020453E+00 6.420250400E-02 7.878510000E-04 2.458280000E-04
295 1.329660206E+00 1.266495029E+00 6.316517700E-02 1.328918482E+00 1.266266925E+00 6.265155700E-02 7.417240000E-04 2.281040000E-04
300 1.328095379E+00 1.266122938E+00 6.197244100E-02 1.327408384E+00 1.265917905E+00 6.149047900E-02 6.869950000E-04 2.050330000E-04
305 1.327430316E+00 1.267234012E+00 6.019630400E-02 1.326803326E+00 1.267046252E+00 5.975707400E-02 6.269900000E-04 1.877600000E-04
310 1.327650325E+00 1.269133839E+00 5.851648600E-02 1.327084928E+00 1.268961037E+00 5.812389100E-02 5.653970000E-04 1.728020000E-04
315 1.328822717E+00 1.271357307E+00 5.746541000E-02 1.328316998E+00 1.271203750E+00 5.711324800E-02 5.057190000E-04 1.535570000E-04
320 1.330902071E+00 1.274643640E+00 5.625843100E-02 1.330451226E+00 1.274494523E+00 5.595670300E-02 4.508450000E-04 1.491170000E-04
325 1.333678889E+00 1.278241093E+00 5.543779600E-02 1.333274551E+00 1.278095325E+00 5.517922600E-02 4.043380000E-04 1.457680000E-04
330 1.337207716E+00 1.281864758E+00 5.534295800E-02 1.336840171E+00 1.281719817E+00 5.512035400E-02 3.675450000E-04 1.449410000E-04
335 1.340869286E+00 1.285643318E+00 5.522596800E-02 1.340527653E+00 1.285491262E+00 5.503639100E-02 3.416330000E-04 1.520560000E-04
340 1.344524014E+00 1.289178030E+00 5.534598400E-02 1.344196326E+00 1.289012941E+00 5.518338500E-02 3.276880000E-04 1.650890000E-04
