d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.253135593E+00 1.219521855E+00 3.361373800E-02 1.252357414E+00 1.219078571E+00 3.327884300E-02 7.781790000E-04 4.432840000E-04
150 295 1.253910144E+00 1.221379501E+00 3.253064300E-02 1.253227706E+00 1.220954591E+00 3.227311500E-02 6.824380000E-04 4.249100000E-04
150 300 1.255340794E+00 1.223621288E+00 3.171950600E-02 1.254734169E+00 1.223205082E+00 3.152908700E-02 6.066250000E-04 4.162060000E-04
150 305 1.257218970E+00 1.225831019E+00 3.138795100E-02 1.256664951E+00 1.225415797E+00 3.124915400E-02 5.540190000E-04 4.152220000E-04
150 310 1.259278290E+00 1.228708244E+00 3.057004600E-02 1.258754128E+00 1.228256272E+00 3.049785600E-02 5.241620000E-04 4.519720000E-04
150 315 1.260502775E+00 1.231339264E+00 2.916351100E-02 1.259986177E+00 1.230846853E+00 2.913932400E-02 5.165980000E-04 4.924110000E-04
150 320 1.260230858E+00 1.233344518E+00 2.688634000E-02 1.259703276E+00 1.232826515E+00 2.687676100E-02 5.275820000E-04 5.180030000E-04
150 325 1.257206796E+00 1.235408122E+00 2.179867400E-02 1.256657796E+00 1.234839904E+00 2.181789200E-02 5.490000000E-04 5.682180000E-04
150 330 1.249033882E+00 1.236824470E+00 1.220941200E-02 1.248467868E+00 1.236171025E+00 1.229684300E-02 5.660140000E-04 6.534450000E-04
150 335 1.232052936E+00 1.236734010E+00 -4.681074000E-03 1.231502893E+00 1.235987704E+00 -4.484811000E-03 5.500430000E-04 7.463060000E-04
150 340 1.200612872E+00 1.235524778E+00 -3.491190600E-02 1.200157359E+00 1.234671351E+00 -3.451399200E-02 4.555130000E-04 8.534270000E-04
180 290 1.250511075E+00 1.217564931E+00 3.294614400E-02 1.249854861E+00 1.217180579E+00 3.267428200E-02 6.562140000E-04 3.843520000E-04
180 295 1.251441156E+00 1.219394794E+00 3.204636200E-02 1.250863581E+00 1.219023348E+00 3.184023300E-02 5.775750000E-04 3.714460000E-04
180 300 1.253122072E+00 1.221677787E+00 3.144428500E-02 1.252603562E+00 1.221315790E+00 3.128777200E-02 5.185100000E-04 3.619970000E-04
180 305 1.254888445E+00 1.223677366E+00 3.121107900E-02 1.254407396E+00 1.223315840E+00 3.109155600E-02 4.810490000E-04 3.615260000E-04
180 310 1.256729694E+00 1.226252281E+00 3.047741300E-02 1.256264414E+00 1.225868127E+00 3.039628700E-02 4.652800000E-04 3.841540000E-04
180 315 1.257778937E+00 1.228627639E+00 2.915129800E-02 1.257309365E+00 1.228205641E+00 2.910372400E-02 4.695720000E-04 4.219980000E-04
180 320 1.257244210E+00 1.230359049E+00 2.688516100E-02 1.256755475E+00 1.229889840E+00 2.686563500E-02 4.887350000E-04 4.692090000E-04
180 325 1.253654486E+00 1.231958853E+00 2.169563300E-02 1.253138856E+00 1.231419752E+00 2.171910400E-02 5.156300000E-04 5.391010000E-04
180 330 1.244707653E+00 1.232870687E+00 1.183696600E-02 1.244174018E+00 1.232246805E+00 1.192721300E-02 5.336350000E-04 6.238820000E-04
180 335 1.226534700E+00 1.232087933E+00 -5.553233000E-03 1.226020195E+00 1.231372663E+00 -5.352468000E-03 5.145050000E-04 7.152700000E-04
180 340 1.193555990E+00 1.230059835E+00 -3.650384500E-02 1.193143724E+00 1.229241294E+00 -3.609757000E-02 4.122660000E-04 8.185410000E-04
210 290 1.248343028E+00 1.215991679E+00 3.235134900E-02 1.247766500E+00 1.215647848E+00 3.211865200E-02 5.765280000E-04 3.438310000E-04
210 295 1.249636946E+00 1.218057414E+00 3.157953200E-02 1.249127900E+00 1.217720586E+00 3.140731400E-02 5.090460000E-04 3.368280000E-04
210 300 1.251432272E+00 1.220333517E+00 3.109875500E-02 1.250971215E+00 1.219994476E+00 3.097673900E-02 4.610570000E-04 3.390410000E-04
210 305 1.252909031E+00 1.222366178E+00 3.054285300E-02 1.252475487E+00 1.222012776E+00 3.046271100E-02 4.335440000E-04 3.534020000E-04
210 310 1.254638367E+00 1.224719460E+00 2.991890700E-02 1.254211649E+00 1.224345887E+00 2.986576200E-02 4.267180000E-04 3.735730000E-04
210 315 1.255581509E+00 1.226910177E+00 2.867133200E-02 1.255143220E+00 1.226511468E+00 2.863175200E-02 4.382890000E-04 3.987090000E-04
210 320 1.254698840E+00 1.228165837E+00 2.653300300E-02 1.254235596E+00 1.227717075E+00 2.651852100E-02 4.632440000E-04 4.487620000E-04
210 325 1.250738641E+00 1.229368245E+00 2.137039600E-02 1.250245112E+00 1.228848373E+00 2.139673900E-02 4.935290000E-04 5.198720000E-04
210 330 1.239893152E+00 1.229575578E+00 1.031757400E-02 1.239382231E+00 1.228970448E+00 1.041178300E-02 5.109210000E-04 6.051300000E-04
210 335 1.221156352E+00 1.228148228E+00 -6.991876000E-03 1.220667593E+00 1.227453174E+00 -6.785581000E-03 4.887590000E-04 6.950540000E-04
210 340 1.187614166E+00 1.225365211E+00 -3.775104500E-02 1.187233847E+00 1.224571008E+00 -3.733716100E-02 3.803190000E-04 7.942030000E-04
240 290 1.245526229E+00 1.214388408E+00 3.113782100E-02 1.245004579E+00 1.214073159E+00 3.093142000E-02 5.216500000E-04 3.152490000E-04
240 295 1.247023829E+00 1.216482022E+00 3.054180700E-02 1.246561749E+00 1.216171805E+00 3.038994400E-02 4.620800000E-04 3.102170000E-04
240 300 1.248977739E+00 1.218829099E+00 3.014864000E-02 1.248555677E+00 1.218515536E+00 3.004014100E-02 4.220620000E-04 3.135630000E-04
240 305 1.251152744E+00 1.221032000E+00 3.012074400E-02 1.250750900E+00 1.220704786E+00 3.004611400E-02 4.018440000E-04 3.272140000E-04
240 310 1.252924284E+00 1.223342329E+00 2.958195500E-02 1.252523719E+00 1.222977888E+00 2.954583100E-02 4.005650000E-04 3.644410000E-04
240 315 1.253754147E+00 1.225363583E+00 2.839056400E-02 1.253337523E+00 1.224960523E+00 2.837700000E-02 4.166240000E-04 4.030600000E-04
240 320 1.252836305E+00 1.226536003E+00 2.630030200E-02 1.252391211E+00 1.226102018E+00 2.628919300E-02 4.450940000E-04 4.339850000E-04
240 325 1.248562861E+00 1.227368061E+00 2.119480000E-02 1.248085748E+00 1.226863092E+00 2.122265600E-02 4.771130000E-04 5.049690000E-04
240 330 1.238864626E+00 1.227338663E+00 1.152596300E-02 1.238367621E+00 1.226748391E+00 1.161923000E-02 4.970050000E-04 5.902720000E-04
240 335 1.219949485E+00 1.225416029E+00 -5.466544000E-03 1.219474464E+00 1.224736052E+00 -5.261588000E-03 4.750210000E-04 6.799770000E-04
240 340 1.186448436E+00 1.222019798E+00 -3.557136200E-02 1.186082769E+00 1.221242270E+00 -3.515950100E-02 3.656670000E-04 7.775280000E-04
