fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
00D1 27938 292.57 39.629 1.000000000E+00 1.036508242E+00 3.056103149E-12 2.537252187E+18 7.706278104E+00 3.241072959E-04 8.087673703E-02 
00D2 28164 292.59 39.626 1.000000000E+00 1.025048208E+00 3.026159062E-12 2.442080582E+18 7.706595413E+00 3.247565808E-04 8.304338702E-02 
00D3 28244 292.6 39.625 1.000000000E+00 1.035802459E+00 3.059551965E-12 2.485807708E+18 7.703742469E+00 3.243782326E-04 9.648883974E-02 
00D5 28532 292.63 39.621 1.000000000E+00 1.013182423E+00 2.915062398E-12 2.417741344E+18 7.650928361E+00 3.203449192E-04 7.961256693E-02 
00D6 28636 292.64 39.619 1.000000000E+00 1.000993120E+00 2.859555399E-12 4.481183859E+19 7.662663956E+00 3.210064879E-04 8.100990688E-02 
D5FIT 1365152208 0 555 1.000000000E+00 9.682248612E-01 4.875085943E-12 2.404362727E+18 7.520751570E+00 3.236086032E-04 8.034082483E-02 
D5FIT1 28866 292.67 39.615 1.000000000E+00 1.023653593E+00 2.874122657E-12 2.415563792E+18 7.673573634E+00 3.215537852E-04 8.374962384E-02 
D5FIT10 30466 320.08 36.223 1.000000000E+00 1.254627738E+00 2.309264559E-10 6.223036472E+17 7.392609028E+00 4.062561437E-04 6.382040119E-02 
D5FIT100 48924 320.02 36.23 1.000000000E+00 1.258724926E+00 2.124646292E-10 8.883753669E+16 7.354821049E+00 4.020194128E-04 5.879706492E-02 
D5FIT101 49124 320.02 36.23 1.000000000E+00 1.238248873E+00 2.217235969E-10 1.882694852E+17 7.522028334E+00 4.165969948E-04 6.468699968E-02 
D5FIT102 49324 320.02 36.23 1.000000000E+00 1.233007678E+00 2.196882369E-10 4.139556505E+03 7.168290585E+00 3.591704439E-04 5.373711961E-02 
D5FIT103 49524 320.02 36.23 1.000000000E+00 1.273845245E+00 2.146503734E-10 6.327809191E+17 7.408977375E+00 4.069401456E-04 4.457835151E-02 
D5FIT104 49724 320.02 36.23 1.000000000E+00 1.242976680E+00 2.099065444E-10 9.898897486E+17 7.333267168E+00 3.998669786E-04 5.767037540E-02 
D5FIT105 49924 320.02 36.23 1.000000000E+00 1.263809132E+00 2.119797578E-10 3.142875488E+18 7.333882428E+00 4.001642784E-04 5.803007228E-02 
D5FIT106 50124 320.03 36.228 1.000000000E+00 1.247605363E+00 2.232609173E-10 3.306256033E+17 7.528488053E+00 4.176203220E-04 7.670736685E-02 
D5FIT107 50324 320.03 36.228 1.000000000E+00 1.254541288E+00 2.117385610E-10 6.365917137E+17 7.332745182E+00 4.002177738E-04 4.653247027E-02 
D5FIT108 50524 320.02 36.23 1.000000000E+00 1.254984940E+00 2.119814139E-10 1.871685220E+17 7.342554291E+00 4.013223502E-04 5.686932206E-02 
D5FIT109 50724 320.02 36.23 1.000000000E+00 1.359686437E+00 2.310378022E-10 5.180780290E+16 7.566619435E+00 4.218042511E-04 4.746273515E-02 
D5FIT11 30662 320.05 36.226 1.000000000E+00 1.272966686E+00 2.290931254E-10 3.174921308E+18 7.413771741E+00 4.087261780E-04 5.330644161E-02 
D5FIT110 50924 320.02 36.23 1.000000000E+00 1.245774982E+00 2.110465953E-10 3.059912709E+03 6.912800318E+00 3.303383945E-04 6.853592674E-02 
D5FIT111 51124 320.02 36.23 1.000000000E+00 1.259092269E+00 2.126670136E-10 6.204690575E+17 7.342637826E+00 4.008811232E-04 7.220170522E-02 
D5FIT112 51324 320.03 36.228 1.000000000E+00 1.251201733E+00 2.124327803E-10 3.117471219E+18 7.347321869E+00 4.014575087E-04 6.386201174E-02 
D5FIT113 51524 320.03 36.228 1.000000000E+00 1.244460802E+00 2.111190727E-10 3.196458220E+18 7.344662010E+00 4.014555349E-04 5.290445228E-02 
D5FIT114 51724 320.02 36.23 1.000000000E+00 1.264301764E+00 2.133813078E-10 2.626535958E+16 7.369308807E+00 4.036266249E-04 6.061678639E-02 
D5FIT115 51924 320.02 36.23 1.000000000E+00 1.251489385E+00 2.119922793E-10 1.865434779E+17 7.367608097E+00 4.035512613E-04 6.300965616E-02 
D5FIT116 52124 320.02 36.23 1.000000000E+00 1.258579646E+00 2.138094271E-10 8.880085521E+16 7.367657355E+00 4.035174315E-04 4.882713303E-02 
D5FIT117 52324 320.02 36.23 1.000000000E+00 1.284127604E+00 2.182905889E-10 1.214296580E+05 7.517003805E+00 4.157587642E-04 4.837533361E-02 
D5FIT118 52524 320.02 36.23 1.000000000E+00 1.253244932E+00 2.125395646E-10 1.040046810E+18 7.341817256E+00 4.007534565E-04 7.075838922E-02 
D5FIT119 52724 320.02 36.23 1.000000000E+00 1.247202107E+00 2.117396755E-10 7.865705849E+19 7.362742555E+00 4.031592544E-04 6.238545544E-02 
D5FIT12 30862 320.06 36.225 1.000000000E+00 1.270078338E+00 2.283471650E-10 6.265594235E+17 7.358675882E+00 4.035095737E-04 5.329496708E-02 
D5FIT120 52924 320.03 36.228 1.000000000E+00 1.266693824E+00 2.143264916E-10 3.099582296E+18 7.363312367E+00 4.030228522E-04 4.662554704E-02 
D5FIT121 53124 320.03 36.228 1.000000000E+00 1.352424956E+00 2.293838171E-10 1.386814951E+04 7.439128138E+00 4.016754953E-04 4.699384330E-02 
D5FIT122 53324 320.03 36.228 1.000000000E+00 1.242735109E+00 2.114101892E-10 1.871011774E+17 7.356579167E+00 4.024738954E-04 5.548340178E-02 
D5FIT123 53524 320.02 36.23 1.000000000E+00 1.346049387E+00 2.282214543E-10 1.412407014E+04 7.440722791E+00 4.019852013E-04 4.647367573E-02 
D5FIT124 53724 320.02 36.23 1.000000000E+00 1.351707275E+00 2.288705153E-10 1.446221375E+04 7.444507857E+00 4.025206043E-04 4.732749100E-02 
D5FIT125 53924 320.02 36.23 1.000000000E+00 1.248425889E+00 2.115625233E-10 6.111750921E+16 7.373523328E+00 4.038750153E-04 4.493004147E-02 
D5FIT126 54124 320.02 36.23 1.000000000E+00 1.243924697E+00 2.110636528E-10 6.354988605E+17 7.365792354E+00 4.032270498E-04 4.755095746E-02 
D5FIT127 54324 320.03 36.228 1.000000000E+00 1.261809498E+00 2.142755059E-10 1.485171715E+16 7.389757552E+00 4.057298936E-04 4.260398187E-02 
D5FIT128 54524 320.03 36.228 1.000000000E+00 1.244913591E+00 2.115518329E-10 3.312868733E+16 7.364646015E+00 4.032514746E-04 4.790890663E-02 
D5FIT129 54724 320.02 36.23 1.000000000E+00 1.244578176E+00 2.231968394E-10 6.285078287E+17 7.545928983E+00 4.192789466E-04 6.346602741E-02 
D5FIT13 31064 320.05 36.226 1.000000000E+00 1.250439551E+00 2.362254678E-10 1.148968641E+18 7.549772279E+00 4.202738808E-04 5.994974127E-02 
D5FIT130 54924 320.02 36.23 1.000000000E+00 1.250709937E+00 2.114167614E-10 6.298127864E+17 7.354963192E+00 4.026819392E-04 4.700953306E-02 
D5FIT131 55124 320.02 36.23 1.000000000E+00 1.359597791E+00 2.303320551E-10 3.688650312E+04 7.526002251E+00 4.151582537E-04 4.609681643E-02 
D5FIT132 55324 320.02 36.23 1.000000000E+00 6.906499415E-01 1.060620120E-10 2.992150389E+19 4.214063120E+00 9.881943378E-05 9.222791224E-01 
D5FIT133 55524 320.02 36.23 1.000000000E+00 1.248570736E+00 2.108875051E-10 1.872647196E+17 7.351811578E+00 4.019899330E-04 4.876624841E-02 
D5FIT134 55724 320.02 36.23 1.000000000E+00 6.457083057E-01 9.928946098E-11 1.669579223E+19 4.117887793E+00 9.189560508E-05 9.176169044E-01 
D5FIT135 55924 320.02 36.23 1.000000000E+00 1.269855510E+00 2.134397066E-10 6.299495424E+17 7.346354306E+00 4.016532262E-04 5.704871159E-02 
D5FIT136 56124 320.02 36.23 1.000000000E+00 1.264467257E+00 2.137535658E-10 1.160612374E+16 7.401373117E+00 4.064506014E-04 4.458368739E-02 
D5FIT14 31264 320.02 36.23 1.000000000E+00 1.268949511E+00 2.387282171E-10 1.125117769E+18 7.589233921E+00 4.242270118E-04 6.962754186E-02 
D5FIT15 31462 320 36.232 1.000000000E+00 1.317717386E+00 2.298686202E-10 1.879614266E+17 7.414830373E+00 4.079970055E-04 5.641583245E-02 
D5FIT16 31662 320 36.232 1.000000000E+00 1.289525060E+00 2.171046427E-10 9.923980088E+17 7.402436358E+00 4.057290382E-04 5.327681855E-02 
D5FIT17 31862 319.99 36.233 1.000000000E+00 1.252985046E+00 2.063527825E-10 6.284537492E+17 7.357386072E+00 4.006164371E-04 5.320827120E-02 
D5FIT18 32064 319.99 36.233 1.000000000E+00 1.277960467E+00 2.042338583E-10 9.923395007E+17 7.409371551E+00 4.047482281E-04 3.854319389E-02 
D5FIT19 32262 319.98 36.234 1.000000000E+00 1.277625951E+00 1.990363444E-10 5.909956293E+16 7.409000233E+00 4.037424798E-04 5.591488159E-02 
D5FIT2 29064 292.7 39.611 1.000000000E+00 1.030607602E+00 3.005413956E-12 2.444945703E+18 7.719861605E+00 3.268563806E-04 6.390691712E-02 
D5FIT20 32462 319.99 36.233 1.000000000E+00 1.288004841E+00 1.975041518E-10 9.897042182E+17 7.373577352E+00 3.998912688E-04 5.260380549E-02 
D5FIT21 32662 319.99 36.233 1.000000000E+00 1.386301863E+00 2.072271418E-10 1.882855310E+17 7.428652769E+00 4.045943898E-04 5.911803964E-02 
D5FIT23 33540 318.11 36.447 1.000000000E+00 1.217845549E+00 1.591168222E-10 1.046825869E+04 7.463470017E+00 3.931510136E-04 4.236494049E-02 
D5FIT24 33762 317.46 36.522 1.000000000E+00 1.185560777E+00 1.446312835E-10 1.403433233E+17 7.487003601E+00 4.034047998E-04 4.184872044E-02 
D5FIT25 33962 318.41 36.413 1.000000000E+00 1.181786327E+00 1.673435817E-10 1.297156968E+15 7.513654687E+00 4.102451326E-04 4.214272841E-02 
D5FIT26 34162 319.21 36.322 1.000000000E+00 1.256669665E+00 2.016688230E-10 3.187025333E+18 7.591229315E+00 4.197140028E-04 4.493244778E-02 
D5FIT27 34362 319.52 36.286 1.000000000E+00 1.228491790E+00 2.049521961E-10 4.309277049E+03 7.175106200E+00 3.589254595E-04 1.035755493E-01 
D5FIT28 34374 319.52 36.286 1.000000000E+00 1.292217095E+00 2.029811375E-10 1.403083846E+17 7.428780603E+00 4.074769960E-04 5.373176416E-02 
D5FIT29 34562 319.67 36.269 1.000000000E+00 1.277362754E+00 2.046238688E-10 6.601398092E+16 7.353457009E+00 4.012323976E-04 4.316517731E-02 
D5FIT3 29264 302.91 38.276 1.000000000E+00 1.082770734E+00 1.824053717E-11 2.088211788E+18 7.649860322E+00 3.610388393E-04 5.782716246E-02 
D5FIT30 34762 319.79 36.256 1.000000000E+00 1.236359746E+00 2.057252891E-10 3.316534622E+16 7.328334921E+00 3.989467302E-04 4.377524870E-02 
D5FIT31 34962 319.88 36.245 1.000000000E+00 1.275098892E+00 2.116755441E-10 1.881129699E+17 7.338523605E+00 4.001316809E-04 4.364894833E-02 
