N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+16 290 2.000E-4 1.246521496E+00 1.272706389E+00
1.468000E+10 3.162E+16 290 2.000E-4 1.251270342E+00 1.272812017E+00
2.154000E+10 3.162E+16 290 2.000E-4 1.255631818E+00 1.272966008E+00
3.162000E+10 3.162E+16 290 2.000E-4 1.259578529E+00 1.273190083E+00
4.642000E+10 3.162E+16 290 2.000E-4 1.263075502E+00 1.273515021E+00
6.813000E+10 3.162E+16 290 2.000E-4 1.266135111E+00 1.273983803E+00
1.000000E+11 3.162E+16 290 2.000E-4 1.268838711E+00 1.274655050E+00
1.468000E+11 3.162E+16 290 2.000E-4 1.271329766E+00 1.275606106E+00
2.154000E+11 3.162E+16 290 2.000E-4 1.273793281E+00 1.276934082E+00
3.162000E+11 3.162E+16 290 2.000E-4 1.276432607E+00 1.278752291E+00
4.642000E+11 3.162E+16 290 2.000E-4 1.279445975E+00 1.281178826E+00
6.813000E+11 3.162E+16 290 2.000E-4 1.283000368E+00 1.284315275E+00
1.000000E+12 3.162E+16 290 2.000E-4 1.287202741E+00 1.288218283E+00
1.468000E+12 3.162E+16 290 2.000E-4 1.292079286E+00 1.292877053E+00
2.154000E+12 3.162E+16 290 2.000E-4 1.297596551E+00 1.298231457E+00
3.162000E+12 3.162E+16 290 2.000E-4 1.303558139E+00 1.304068762E+00
4.642000E+12 3.162E+16 290 2.000E-4 1.309840158E+00 1.310252888E+00
6.813000E+12 3.162E+16 290 2.000E-4 1.316326231E+00 1.316660128E+00
1.000000E+13 3.162E+16 290 2.000E-4 1.322897711E+00 1.323166885E+00
