Fe JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
1.000000E+10 3.762428E-1 2.224520E+1 3.960020E-1 7.465150E+1 3.773995E-1 2.248130E+1 3.970420E-1 7.501580E+1 3.0649219E-01 1.0502062E+00 2.6193702E-01 4.8563103E-01
1.468000E+10 3.751806E-1 2.201660E+1 3.940560E-1 7.445960E+1 3.768266E-1 2.234220E+1 3.955910E-1 7.493880E+1 4.3680568E-01 1.4573319E+00 3.8802703E-01 6.3945513E-01
2.154000E+10 3.736592E-1 2.170940E+1 3.913510E-1 7.422930E+1 3.759970E-1 2.214960E+1 3.936080E-1 7.483210E+1 6.2176028E-01 1.9873948E+00 5.7341314E-01 8.0553666E-01
3.162000E+10 3.715032E-1 2.130840E+1 3.876100E-1 7.398810E+1 3.748027E-1 2.188860E+1 3.909580E-1 7.468840E+1 8.8032984E-01 2.6506949E+00 8.5635797E-01 9.3762887E-01
4.642000E+10 3.684933E-1 2.080060E+1 3.827580E-1 7.373800E+1 3.730982E-1 2.154360E+1 3.874100E-1 7.452340E+1 1.2342327E+00 3.4488201E+00 1.2007950E+00 1.0538972E+00
6.813000E+10 3.643767E-1 2.018040E+1 3.767570E-1 7.350000E+1 3.706947E-1 2.110110E+1 3.829890E-1 7.431410E+1 1.7043675E+00 4.3632796E+00 1.6272008E+00 1.0954852E+00
1.000000E+11 3.588971E-1 1.944890E+1 3.698680E-1 7.325660E+1 3.673624E-1 2.055150E+1 3.776390E-1 7.406970E+1 2.3043458E+00 5.3650585E+00 2.0577853E+00 1.0977498E+00
1.468000E+11 3.518503E-1 1.861680E+1 3.623340E-1 7.301400E+1 3.628461E-1 1.989200E+1 3.714920E-1 7.378620E+1 3.0304308E+00 6.4106173E+00 2.4651944E+00 1.0465372E+00
2.154000E+11 3.431525E-1 1.770270E+1 3.545890E-1 7.274400E+1 3.569038E-1 1.912700E+1 3.646550E-1 7.348240E+1 3.8529430E+00 7.4465415E+00 2.7604174E+00 1.0048665E+00
3.162000E+11 3.328881E-1 1.673180E+1 3.469360E-1 7.243760E+1 3.493675E-1 1.826950E+1 3.574740E-1 7.314260E+1 4.7169242E+00 8.4167602E+00 2.9479067E+00 9.6387058E-01
4.642000E+11 3.212908E-1 1.573030E+1 3.395540E-1 7.209390E+1 3.402072E-1 1.734010E+1 3.501910E-1 7.277320E+1 5.5602586E+00 9.2836835E+00 3.0374853E+00 9.3344803E-01
6.813000E+11 3.086430E-1 1.471850E+1 3.323630E-1 7.174020E+1 3.295596E-1 1.636350E+1 3.428710E-1 7.240730E+1 6.3468338E+00 1.0052862E+01 3.0647095E+00 9.2131594E-01
1.000000E+12 2.951477E-1 1.370600E+1 3.253520E-1 7.136520E+1 3.176811E-1 1.536400E+1 3.357360E-1 7.202520E+1 7.0930880E+00 1.0791461E+01 3.0929063E+00 9.1634595E-01
1.468000E+12 2.808637E-1 1.269210E+1 3.184310E-1 7.095660E+1 3.048332E-1 1.435790E+1 3.288170E-1 7.162150E+1 7.8631527E+00 1.1601975E+01 3.1585958E+00 9.2835252E-01
2.154000E+12 2.657456E-1 1.167190E+1 3.114020E-1 7.052150E+1 2.911687E-1 1.335090E+1 3.219480E-1 7.121140E+1 8.7313987E+00 1.2575931E+01 3.2756843E+00 9.6880556E-01
3.162000E+12 2.497517E-1 1.064300E+1 3.041240E-1 7.006040E+1 2.767019E-1 1.234010E+1 3.150190E-1 7.078470E+1 9.7397958E+00 1.3752725E+01 3.4585215E+00 1.0232437E+00
4.642000E+12 2.329344E-1 9.610300E+0 2.966090E-1 6.954830E+1 2.613759E-1 1.132070E+1 3.079840E-1 7.031540E+1 1.0881455E+01 1.5108606E+01 3.6933737E+00 1.0909417E+00
6.813000E+12 2.154672E-1 8.585100E+0 2.888180E-1 6.897790E+1 2.451711E-1 1.029270E+1 3.007200E-1 6.980180E+1 1.2115580E+01 1.6590399E+01 3.9578345E+00 1.1803421E+00
1.000000E+13 1.976195E-1 7.582700E+0 2.806860E-1 6.835090E+1 2.281768E-1 9.263000E+0 2.930900E-1 6.925410E+1 1.3391940E+01 1.8139911E+01 4.2321471E+00 1.3041827E+00
1.468000E+13 1.797026E-1 6.619000E+0 2.721650E-1 6.766710E+1 2.106001E-1 8.244300E+0 2.851540E-1 6.864140E+1 1.4671171E+01 1.9714227E+01 4.5550825E+00 1.4194058E+00
2.154000E+13 1.620464E-1 5.708800E+0 2.632850E-1 6.690290E+1 1.927215E-1 7.252400E+0 2.768850E-1 6.795530E+1 1.5916802E+01 2.1283989E+01 4.9117865E+00 1.5486651E+00
3.162000E+13 1.449609E-1 4.864000E+0 2.540170E-1 6.604600E+1 1.748647E-1 6.303100E+0 2.682550E-1 6.718560E+1 1.7101107E+01 2.2831623E+01 5.3076364E+00 1.6961968E+00
4.642000E+13 1.287169E-1 4.093400E+0 2.443190E-1 6.508260E+1 1.573543E-1 5.410500E+0 2.592310E-1 6.631980E+1 1.8199312E+01 2.4343406E+01 5.7523984E+00 1.8655062E+00
6.813000E+13 1.135312E-1 3.402100E+0 2.341330E-1 6.399390E+1 1.404911E-1 4.586000E+0 2.497720E-1 6.534520E+1 1.9189757E+01 2.5815526E+01 6.2613103E+00 2.0679407E+00
1.000000E+14 9.955880E-2 2.791500E+0 2.233790E-1 6.275940E+1 1.245321E-1 3.837600E+0 2.398290E-1 6.424650E+1 2.0053705E+01 2.7259225E+01 6.8590537E+00 2.3146786E+00
