Fe JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
1.000000E+10 3.755613E-1 2.605000E+1 4.468170E-1 7.761890E+1 3.767821E-1 2.628530E+1 4.474820E-1 7.795020E+1 3.2400690E-01 8.9517715E-01 1.4860933E-01 4.2501495E-01
1.468000E+10 3.743868E-1 2.581840E+1 4.451270E-1 7.746290E+1 3.761381E-1 2.614560E+1 4.461440E-1 7.790150E+1 4.6560027E-01 1.2514534E+00 2.2795331E-01 5.6301868E-01
2.154000E+10 3.727047E-1 2.550400E+1 4.427640E-1 7.727530E+1 3.752058E-1 2.595100E+1 4.443220E-1 7.783170E+1 6.6659417E-01 1.7224770E+00 3.5064660E-01 7.1487582E-01
3.162000E+10 3.703215E-1 2.508840E+1 4.395110E-1 7.707130E+1 3.738646E-1 2.568500E+1 4.418990E-1 7.773410E+1 9.4769604E-01 2.3227565E+00 5.4039498E-01 8.5265025E-01
4.642000E+10 3.669958E-1 2.455410E+1 4.351250E-1 7.688080E+1 3.719519E-1 2.532970E+1 4.387020E-1 7.761460E+1 1.3324572E+00 3.0620181E+00 8.1535986E-01 9.4544068E-01
6.813000E+10 3.624499E-1 2.388980E+1 4.297080E-1 7.669370E+1 3.692585E-1 2.486790E+1 4.346460E-1 7.747150E+1 1.8438574E+00 3.9331829E+00 1.1360970E+00 1.0039821E+00
1.000000E+11 3.564047E-1 2.309110E+1 4.232700E-1 7.653380E+1 3.655307E-1 2.428520E+1 4.298540E-1 7.727990E+1 2.4966439E+00 4.9169865E+00 1.5316829E+00 9.6545156E-01
1.468000E+11 3.486420E-1 2.216470E+1 4.162200E-1 7.637090E+1 3.604905E-1 2.357340E+1 4.241770E-1 7.708140E+1 3.2867718E+00 5.9758032E+00 1.8758679E+00 9.2175285E-01
2.154000E+11 3.390827E-1 2.112790E+1 4.089480E-1 7.618170E+1 3.538800E-1 2.273220E+1 4.179790E-1 7.684210E+1 4.1814457E+00 7.0573900E+00 2.1606349E+00 8.5942472E-01
3.162000E+11 3.278407E-1 2.000870E+1 4.016830E-1 7.597000E+1 3.455304E-1 2.177170E+1 4.113980E-1 7.657940E+1 5.1195785E+00 8.0976681E+00 2.3614602E+00 7.9577537E-01
4.642000E+11 3.152015E-1 1.883940E+1 3.945860E-1 7.573650E+1 3.354328E-1 2.071260E+1 4.045790E-1 7.631240E+1 6.0314018E+00 9.0437705E+00 2.4699750E+00 7.5466110E-01
6.813000E+11 3.015088E-1 1.764740E+1 3.877630E-1 7.547140E+1 3.237666E-1 1.958390E+1 3.978220E-1 7.602350E+1 6.8746436E+00 9.8882245E+00 2.5285178E+00 7.2622281E-01
1.000000E+12 2.870202E-1 1.644830E+1 3.811160E-1 7.518320E+1 3.108427E-1 1.841550E+1 3.911820E-1 7.572400E+1 7.6638441E+00 1.0682306E+01 2.5732268E+00 7.1417252E-01
1.468000E+12 2.718324E-1 1.524470E+1 3.744270E-1 7.488930E+1 2.969742E-1 1.723020E+1 3.845810E-1 7.543130E+1 8.4659880E+00 1.1523372E+01 2.6402760E+00 7.1853461E-01
2.154000E+12 2.559260E-1 1.403270E+1 3.676960E-1 7.456040E+1 2.823534E-1 1.603790E+1 3.780980E-1 7.511360E+1 9.3596890E+00 1.2502884E+01 2.7511386E+00 7.3648447E-01
3.162000E+12 2.392804E-1 1.281090E+1 3.607920E-1 7.419660E+1 2.670217E-1 1.483800E+1 3.715530E-1 7.477850E+1 1.0389156E+01 1.3661545E+01 2.8962221E+00 7.7816485E-01
4.642000E+12 2.219706E-1 1.158540E+1 3.535440E-1 7.381480E+1 2.509452E-1 1.362680E+1 3.647880E-1 7.442930E+1 1.1546186E+01 1.4980773E+01 3.0823382E+00 8.2561572E-01
6.813000E+12 2.041924E-1 1.037040E+1 3.460350E-1 7.338460E+1 2.341291E-1 1.240530E+1 3.578370E-1 7.403470E+1 1.2786407E+01 1.6403473E+01 3.2981497E+00 8.7810175E-01
1.000000E+13 1.862293E-1 9.184100E+0 3.382480E-1 7.289900E+1 2.166901E-1 1.118270E+1 3.506190E-1 7.359370E+1 1.4057310E+01 1.7872249E+01 3.5283313E+00 9.4396667E-01
1.468000E+13 1.684027E-1 8.045400E+0 3.301500E-1 7.235300E+1 1.988572E-1 9.974900E+0 3.429990E-1 7.312080E+1 1.5314759E+01 1.9343552E+01 3.7460751E+00 1.0500432E+00
2.154000E+13 1.510314E-1 6.971400E+0 3.216320E-1 7.175710E+1 1.809298E-1 8.800500E+0 3.350700E-1 7.258270E+1 1.6524862E+01 2.0784046E+01 4.0105053E+00 1.1374611E+00
3.162000E+13 1.344036E-1 5.975600E+0 3.127520E-1 7.107900E+1 1.632306E-1 7.678300E+0 3.268100E-1 7.196790E+1 1.7660292E+01 2.2175482E+01 4.3015820E+00 1.2351340E+00
4.642000E+13 1.187580E-1 5.067400E+0 3.034680E-1 7.030380E+1 1.460707E-1 6.624400E+0 3.181880E-1 7.126320E+1 1.8698274E+01 2.3504015E+01 4.6261958E+00 1.3462769E+00
6.813000E+13 1.042731E-1 4.251800E+0 2.937170E-1 6.941270E+1 1.297242E-1 5.651200E+0 3.091630E-1 7.045320E+1 1.9619393E+01 2.4762882E+01 4.9960700E+00 1.4768669E+00
1.000000E+14 9.106447E-2 3.529800E+0 2.834080E-1 6.838370E+1 1.144123E-1 4.767300E+0 2.996790E-1 6.952070E+1 2.0406748E+01 2.5958089E+01 5.4294762E+00 1.6354841E+00
