Fe JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
1.000000E+10 3.743832E-1 3.082370E+1 5.097620E-1 8.075520E+1 3.754799E-1 3.102160E+1 5.098650E-1 8.101990E+1 2.9207955E-01 6.3794259E-01 2.0201426E-02 3.2670986E-01
1.468000E+10 3.730597E-1 3.058670E+1 5.083690E-1 8.063880E+1 3.746556E-1 3.086560E+1 5.085940E-1 8.099160E+1 4.2596454E-01 9.0359494E-01 4.4239610E-02 4.3560073E-01
2.154000E+10 3.711640E-1 3.026050E+1 5.064110E-1 8.049650E+1 3.734646E-1 3.064720E+1 5.068730E-1 8.094890E+1 6.1601555E-01 1.2617792E+00 9.1147092E-02 5.5887109E-01
3.162000E+10 3.684779E-1 2.982170E+1 5.037130E-1 8.033550E+1 3.717560E-1 3.034660E+1 5.046040E-1 8.088560E+1 8.8178805E-01 1.7296831E+00 1.7657411E-01 6.8009633E-01
4.642000E+10 3.647292E-1 2.924690E+1 5.000970E-1 8.017230E+1 3.693297E-1 2.994170E+1 5.017030E-1 8.079510E+1 1.2456350E+00 2.3205095E+00 3.2010971E-01 7.7083883E-01
6.813000E+10 3.596053E-1 2.851540E+1 4.953180E-1 8.004570E+1 3.659324E-1 2.940970E+1 4.979970E-1 8.069210E+1 1.7290352E+00 3.0408335E+00 5.3795505E-01 8.0106975E-01
1.000000E+11 3.527933E-1 2.761490E+1 4.896550E-1 7.992860E+1 3.612677E-1 2.873000E+1 4.935470E-1 8.056520E+1 2.3457397E+00 3.8813087E+00 7.8857738E-01 7.9016747E-01
1.468000E+11 3.440535E-1 2.654560E+1 4.832150E-1 7.983550E+1 3.550270E-1 2.788860E+1 4.884570E-1 8.040950E+1 3.0908917E+00 4.8155877E+00 1.0731753E+00 7.1384600E-01
2.154000E+11 3.333109E-1 2.532340E+1 4.764530E-1 7.972990E+1 3.469525E-1 2.688160E+1 4.827950E-1 8.023990E+1 3.9318350E+00 5.7965300E+00 1.3136010E+00 6.3559401E-01
3.162000E+11 3.207214E-1 2.398050E+1 4.697280E-1 7.958910E+1 3.369216E-1 2.571960E+1 4.767790E-1 8.005480E+1 4.8082996E+00 6.7617692E+00 1.4788822E+00 5.8172652E-01
4.642000E+11 3.066488E-1 2.256000E+1 4.630580E-1 7.943850E+1 3.250196E-1 2.442910E+1 4.706760E-1 7.984450E+1 5.6522130E+00 7.6511210E+00 1.6185231E+00 5.0848837E-01
6.813000E+11 2.915333E-1 2.110190E+1 4.566150E-1 7.925980E+1 3.115438E-1 2.304850E+1 4.644290E-1 7.964760E+1 6.4230134E+00 8.4456689E+00 1.6824961E+00 4.8689477E-01
1.000000E+12 2.757208E-1 1.963270E+1 4.503880E-1 7.904820E+1 2.969054E-1 2.161760E+1 4.583370E-1 7.942800E+1 7.1351346E+00 9.1818703E+00 1.7343134E+00 4.7816891E-01
1.468000E+12 2.593711E-1 1.816120E+1 4.440580E-1 7.884100E+1 2.814712E-1 2.016610E+1 4.522700E-1 7.920620E+1 7.8516381E+00 9.9419323E+00 1.8157295E+00 4.6107502E-01
2.154000E+12 2.425027E-1 1.668610E+1 4.377060E-1 7.860060E+1 2.654468E-1 1.870740E+1 4.461630E-1 7.897900E+1 8.6435775E+00 1.0804815E+01 1.8954956E+00 4.7911470E-01
3.162000E+12 2.251197E-1 1.520720E+1 4.311870E-1 7.833190E+1 2.488806E-1 1.724250E+1 4.400650E-1 7.871560E+1 9.5471081E+00 1.1803973E+01 2.0174292E+00 4.8745103E-01
4.642000E+12 2.073176E-1 1.373260E+1 4.243370E-1 7.805060E+1 2.317686E-1 1.577010E+1 4.336230E-1 7.845780E+1 1.0549747E+01 1.2920020E+01 2.1414916E+00 5.1900512E-01
6.813000E+12 1.893091E-1 1.227950E+1 4.172710E-1 7.772510E+1 2.141711E-1 1.429570E+1 4.270020E-1 7.815960E+1 1.1608476E+01 1.4103542E+01 2.2789120E+00 5.5591380E-01
1.000000E+13 1.713852E-1 1.086970E+1 4.099790E-1 7.734830E+1 1.962633E-1 1.283370E+1 4.201730E-1 7.781310E+1 1.2675880E+01 1.5303459E+01 2.4261435E+00 5.9732873E-01
1.468000E+13 1.538597E-1 9.525000E+0 4.022660E-1 7.694770E+1 1.783145E-1 1.140500E+1 4.129160E-1 7.744910E+1 1.3714420E+01 1.6483998E+01 2.5792171E+00 6.4739293E-01
2.154000E+13 1.370273E-1 8.264400E+0 3.942640E-1 7.648710E+1 1.606350E-1 1.003210E+1 4.053900E-1 7.702780E+1 1.4696486E+01 1.7620438E+01 2.7445176E+00 7.0195436E-01
3.162000E+13 1.211373E-1 7.102000E+0 3.859510E-1 7.595250E+1 1.435291E-1 8.735000E+0 3.975860E-1 7.653560E+1 1.5600878E+01 1.8694906E+01 2.9264109E+00 7.6186768E-01
4.642000E+13 1.063800E-1 6.046800E+0 3.772840E-1 7.532940E+1 1.272650E-1 7.530200E+0 3.894800E-1 7.595950E+1 1.6410639E+01 1.9699344E+01 3.1313546E+00 8.2952099E-01
6.813000E+13 9.288223E-2 5.102500E+0 3.681970E-1 7.459960E+1 1.120566E-1 6.428800E+0 3.809630E-1 7.529670E+1 1.7111326E+01 2.0630600E+01 3.3509816E+00 9.2580419E-01
1.000000E+14 8.070933E-2 4.268300E+0 3.585890E-1 7.374010E+1 9.805520E-2 5.436700E+0 3.720310E-1 7.451710E+1 1.7689903E+01 2.1490978E+01 3.6131398E+00 1.0427137E+00
