Fe JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
1.000000E+10 3.749145E-1 2.891620E+1 4.846360E-1 7.957230E+1 3.760849E-1 2.913230E+1 4.849490E-1 7.986610E+1 3.1120633E-01 7.4178832E-01 6.4542869E-02 3.6786572E-01
1.468000E+10 3.736521E-1 2.868160E+1 4.831640E-1 7.943460E+1 3.753434E-1 2.898440E+1 4.836910E-1 7.982470E+1 4.5060070E-01 1.0446999E+00 1.0895386E-01 4.8869585E-01
2.154000E+10 3.718440E-1 2.836070E+1 4.810850E-1 7.926910E+1 3.742711E-1 2.877780E+1 4.819750E-1 7.976560E+1 6.4848715E-01 1.4493811E+00 1.8465688E-01 6.2244877E-01
3.162000E+10 3.692823E-1 2.793220E+1 4.781250E-1 7.909950E+1 3.727307E-1 2.849420E+1 4.796710E-1 7.968690E+1 9.2517198E-01 1.9723312E+00 3.2230425E-01 7.3713496E-01
4.642000E+10 3.657074E-1 2.737470E+1 4.741710E-1 7.893150E+1 3.705390E-1 2.811330E+1 4.765670E-1 7.960190E+1 1.3039383E+00 2.6272263E+00 5.0276247E-01 8.4219095E-01
6.813000E+10 3.608213E-1 2.667210E+1 4.691740E-1 7.877710E+1 3.674621E-1 2.761480E+1 4.727710E-1 7.947830E+1 1.8072068E+00 3.4137491E+00 7.6083347E-01 8.8225339E-01
1.000000E+11 3.543254E-1 2.581510E+1 4.631600E-1 7.865200E+1 3.632215E-1 2.698090E+1 4.681800E-1 7.933060E+1 2.4492218E+00 4.3208344E+00 1.0722372E+00 8.5540762E-01
1.468000E+11 3.459891E-1 2.480670E+1 4.564810E-1 7.853300E+1 3.575205E-1 2.619950E+1 4.628690E-1 7.915960E+1 3.2253815E+00 5.3161320E+00 1.3800881E+00 7.9156539E-01
2.154000E+11 3.357357E-1 2.366330E+1 4.495510E-1 7.839120E+1 3.500979E-1 2.526820E+1 4.569910E-1 7.896700E+1 4.1023382E+00 6.3514615E+00 1.6280408E+00 7.2916535E-01
3.162000E+11 3.237036E-1 2.241560E+1 4.425510E-1 7.823630E+1 3.408065E-1 2.419660E+1 4.508110E-1 7.874490E+1 5.0183609E+00 7.3605383E+00 1.8322534E+00 6.4588310E-01
4.642000E+11 3.102229E-1 2.110140E+1 4.357250E-1 7.805390E+1 3.296861E-1 2.300830E+1 4.443510E-1 7.852840E+1 5.9035549E+00 8.2878787E+00 1.9412581E+00 6.0423999E-01
6.813000E+11 2.956926E-1 1.975560E+1 4.291800E-1 7.783590E+1 3.169804E-1 2.173690E+1 4.379560E-1 7.828960E+1 6.7158096E+00 9.1149152E+00 2.0038543E+00 5.7951503E-01
1.000000E+12 2.804204E-1 1.839960E+1 4.227090E-1 7.761160E+1 3.030583E-1 2.041810E+1 4.316380E-1 7.804370E+1 7.4698169E+00 9.8858366E+00 2.0686316E+00 5.5366417E-01
1.468000E+12 2.645389E-1 1.703950E+1 4.162700E-1 7.736790E+1 2.882669E-1 1.907870E+1 4.253370E-1 7.780200E+1 8.2312607E+00 1.0688359E+01 2.1317214E+00 5.5795481E-01
2.154000E+12 2.480509E-1 1.567260E+1 4.098210E-1 7.708620E+1 2.728098E-1 1.773110E+1 4.191450E-1 7.753160E+1 9.0755171E+00 1.1609545E+01 2.2245285E+00 5.7447544E-01
3.162000E+12 2.309508E-1 1.429840E+1 4.030580E-1 7.680140E+1 2.567341E-1 1.637550E+1 4.127870E-1 7.725980E+1 1.0042803E+01 1.2684193E+01 2.3569056E+00 5.9332279E-01
4.642000E+12 2.133271E-1 1.292420E+1 3.960780E-1 7.647950E+1 2.400230E-1 1.500960E+1 4.062590E-1 7.696320E+1 1.1122226E+01 1.3893775E+01 2.5060368E+00 6.2848218E-01
6.813000E+12 1.953873E-1 1.156580E+1 3.888730E-1 7.611000E+1 2.227128E-1 1.363670E+1 3.995660E-1 7.662060E+1 1.2269389E+01 1.5186225E+01 2.6761536E+00 6.6640042E-01
1.000000E+13 1.774214E-1 1.024390E+1 3.813330E-1 7.570510E+1 2.049550E-1 1.226920E+1 3.924870E-1 7.626060E+1 1.3433973E+01 1.6507189E+01 2.8418776E+00 7.2842333E-01
1.468000E+13 1.597483E-1 8.979400E+0 3.734410E-1 7.525900E+1 1.870041E-1 1.092570E+1 3.851130E-1 7.585440E+1 1.4574975E+01 1.7813962E+01 3.0307988E+00 7.8492480E-01
2.154000E+13 1.426741E-1 7.790400E+0 3.652440E-1 7.474800E+1 1.691690E-1 9.627400E+0 3.774600E-1 7.538560E+1 1.5661794E+01 1.9080956E+01 3.2363694E+00 8.4578487E-01
3.162000E+13 1.264652E-1 6.691100E+0 3.567140E-1 7.416060E+1 1.517653E-1 8.394300E+0 3.695090E-1 7.484370E+1 1.6670543E+01 2.0289959E+01 3.4627032E+00 9.1270207E-01
4.642000E+13 1.113325E-1 5.690800E+0 3.478060E-1 7.348200E+1 1.350822E-1 7.242800E+0 3.611480E-1 7.423200E+1 1.7581665E+01 2.1428177E+01 3.6943303E+00 1.0103459E+00
6.813000E+13 9.742381E-2 4.793900E+0 3.384490E-1 7.269430E+1 1.193609E-1 6.185200E+0 3.523950E-1 7.352420E+1 1.8378791E+01 2.2494018E+01 3.9574909E+00 1.1287440E+00
1.000000E+14 8.482463E-2 4.000500E+0 3.285440E-1 7.177490E+1 1.047829E-1 5.228600E+0 3.432330E-1 7.268980E+1 1.9047259E+01 2.3488123E+01 4.2796002E+00 1.2586360E+00
