B T nFsrh nFBsrh dnsrh nF nFB dn
1.700000000E+01 290 1.200718539E+00 1.212222766E+0 -1.150422700E-02 1.200718539E+00 1.212222766E+0 -1.150422700E-02
1.700000000E+01 295 1.209911357E+00 1.215881779E+0 -5.970422000E-03 1.209911357E+00 1.215881779E+0 -5.970422000E-03
1.700000000E+01 300 1.208301942E+00 1.219540793E+0 -1.123885100E-02 1.208301942E+00 1.219540793E+0 -1.123885100E-02
1.700000000E+01 305 1.217331276E+00 1.223199806E+0 -5.868530000E-03 1.217331276E+00 1.223199806E+0 -5.868530000E-03
1.700000000E+01 310 1.226269417E+00 1.226858819E+0 -5.894020000E-04 1.226269417E+00 1.226858819E+0 -5.894020000E-04
1.700000000E+01 315 1.223046344E+00 1.230517832E+0 -7.471488000E-03 1.223046344E+00 1.230517832E+0 -7.471488000E-03
1.700000000E+01 320 1.227964533E+00 1.234176845E+0 -6.212312000E-03 1.227964533E+00 1.234176845E+0 -6.212312000E-03
1.700000000E+01 325 1.231560638E+00 1.237835859E+0 -6.275221000E-03 1.231560638E+00 1.237835859E+0 -6.275221000E-03
1.700000000E+01 330 1.239356956E+00 1.241494872E+0 -2.137916000E-03 1.239356956E+00 1.241494872E+0 -2.137916000E-03
1.700000000E+01 335 1.246591312E+00 1.245153885E+0 1.437427000E-03 1.246591312E+00 1.245153885E+0 1.437427000E-03
1.700000000E+01 340 1.250408649E+00 1.248812898E+0 1.595751000E-03 1.250408649E+00 1.248812898E+0 1.595751000E-03
