B T nFsrh nFBsrh dnsrh nF nFB dn
1.700000000E+01 290 1.224842740E+00 1.216824170E+0 8.018570000E-03 1.224842740E+00 1.216824170E+0 8.018570000E-03
1.700000000E+01 295 1.210496765E+00 1.220562517E+0 -1.006575200E-02 1.210496765E+00 1.220562517E+0 -1.006575200E-02
1.700000000E+01 300 1.219840795E+00 1.224300865E+0 -4.460070000E-03 1.219840795E+00 1.224300865E+0 -4.460070000E-03
1.700000000E+01 305 1.218365355E+00 1.228039213E+0 -9.673858000E-03 1.218365355E+00 1.228039213E+0 -9.673858000E-03
1.700000000E+01 310 1.227704678E+00 1.231777561E+0 -4.072883000E-03 1.227704678E+00 1.231777561E+0 -4.072883000E-03
1.700000000E+01 315 1.236937982E+00 1.235515908E+0 1.422074000E-03 1.236937982E+00 1.235515908E+0 1.422074000E-03
1.700000000E+01 320 1.235820644E+00 1.239254256E+0 -3.433612000E-03 1.235820644E+00 1.239254256E+0 -3.433612000E-03
1.700000000E+01 325 1.239285389E+00 1.242992604E+0 -3.707215000E-03 1.239285389E+00 1.242992604E+0 -3.707215000E-03
1.700000000E+01 330 1.247208508E+00 1.246730952E+0 4.775560000E-04 1.247208508E+00 1.246730952E+0 4.775560000E-04
1.700000000E+01 335 1.251837363E+00 1.250469299E+0 1.368064000E-03 1.251837363E+00 1.250469299E+0 1.368064000E-03
1.700000000E+01 340 1.259629034E+00 1.254207647E+0 5.421387000E-03 1.259629034E+00 1.254207647E+0 5.421387000E-03
