B T nFsrh nFBsrh dnsrh nF nFB dn
1.700000000E+01 290 1.200582065E+00 1.208664164E+0 -8.082099000E-03 1.200582065E+00 1.208664164E+0 -8.082099000E-03
1.700000000E+01 295 1.209714532E+00 1.212261822E+0 -2.547290000E-03 1.209714532E+00 1.212261822E+0 -2.547290000E-03
1.700000000E+01 300 1.208046405E+00 1.215859480E+0 -7.813075000E-03 1.208046405E+00 1.215859480E+0 -7.813075000E-03
1.700000000E+01 305 1.216971331E+00 1.219457138E+0 -2.485807000E-03 1.216971331E+00 1.219457138E+0 -2.485807000E-03
1.700000000E+01 310 1.217089256E+00 1.223054796E+0 -5.965540000E-03 1.217089256E+00 1.223054796E+0 -5.965540000E-03
1.700000000E+01 315 1.218706520E+00 1.226652454E+0 -7.945934000E-03 1.218706520E+00 1.226652454E+0 -7.945934000E-03
1.700000000E+01 320 1.227152706E+00 1.230250112E+0 -3.097406000E-03 1.227152706E+00 1.230250112E+0 -3.097406000E-03
1.700000000E+01 325 1.230505735E+00 1.233847770E+0 -3.342035000E-03 1.230505735E+00 1.233847770E+0 -3.342035000E-03
1.700000000E+01 330 1.237954700E+00 1.237445428E+0 5.092720000E-04 1.237954700E+00 1.237445428E+0 5.092720000E-04
1.700000000E+01 335 1.244751112E+00 1.241043086E+0 3.708026000E-03 1.244751112E+00 1.241043086E+0 3.708026000E-03
1.700000000E+01 340 1.246126530E+00 1.244640744E+0 1.485786000E-03 1.246126530E+00 1.244640744E+0 1.485786000E-03
