B T nFsrh nFBsrh dnsrh nF nFB dn
1.700000000E+01 290 1.200513313E+00 1.201241364E+0 -7.280510000E-04 1.200513313E+00 1.201241364E+0 -7.280510000E-04
1.700000000E+01 295 1.209615867E+00 1.204711043E+0 4.904824000E-03 1.209615867E+00 1.204711043E+0 4.904824000E-03
1.700000000E+01 300 1.207918144E+00 1.208180721E+0 -2.625770000E-04 1.207918144E+00 1.208180721E+0 -2.625770000E-04
1.700000000E+01 305 1.216790168E+00 1.211650400E+0 5.139768000E-03 1.216790168E+00 1.211650400E+0 5.139768000E-03
1.700000000E+01 310 1.215345664E+00 1.215120079E+0 2.255850000E-04 1.215345664E+00 1.215120079E+0 2.255850000E-04
1.700000000E+01 315 1.218404209E+00 1.218589757E+0 -1.855480000E-04 1.218404209E+00 1.218589757E+0 -1.855480000E-04
1.700000000E+01 320 1.226739363E+00 1.222059436E+0 4.679927000E-03 1.226739363E+00 1.222059436E+0 4.679927000E-03
1.700000000E+01 325 1.229966566E+00 1.225529115E+0 4.437451000E-03 1.229966566E+00 1.225529115E+0 4.437451000E-03
1.700000000E+01 330 1.237235564E+00 1.228998793E+0 8.236771000E-03 1.237235564E+00 1.228998793E+0 8.236771000E-03
1.700000000E+01 335 1.243804625E+00 1.232468472E+0 1.133615300E-02 1.243804625E+00 1.232468472E+0 1.133615300E-02
1.700000000E+01 340 1.244247012E+00 1.235938151E+0 8.308861000E-03 1.244247012E+00 1.235938151E+0 8.308861000E-03
