Ytrue Ypred RelError Label
1.000000e+10 1.005819e+10 5.818880e-03 Jsc
1.000000e+11 1.016670e+11 1.666963e-02 Jsc
1.000000e+12 9.607867e+11 3.921327e-02 Jsc
1.000000e+13 9.282823e+12 7.171769e-02 Jsc
1.000000e+14 9.403661e+13 5.963386e-02 Jsc
1.468000e+10 1.451492e+10 1.124548e-02 Jsc
1.468000e+11 1.441523e+11 1.803634e-02 Jsc
1.468000e+12 1.343945e+12 8.450610e-02 Jsc
1.468000e+13 1.404424e+13 4.330783e-02 Jsc
2.154000e+10 2.038217e+10 5.375269e-02 Jsc
2.154000e+11 2.080159e+11 3.428064e-02 Jsc
2.154000e+12 2.101565e+12 2.434330e-02 Jsc
2.154000e+13 1.994888e+13 7.386808e-02 Jsc
3.162000e+10 3.235674e+10 2.329991e-02 Jsc
3.162000e+11 3.245499e+11 2.640713e-02 Jsc
3.162000e+12 3.006471e+12 4.918680e-02 Jsc
3.162000e+13 2.956619e+13 6.495281e-02 Jsc
4.642000e+10 4.278079e+10 7.839735e-02 Jsc
4.642000e+11 4.597595e+11 9.565952e-03 Jsc
4.642000e+12 4.480881e+12 3.470899e-02 Jsc
4.642000e+13 4.327814e+13 6.768329e-02 Jsc
6.813000e+10 6.714579e+10 1.444601e-02 Jsc
6.813000e+11 6.461316e+11 5.161953e-02 Jsc
6.813000e+12 6.446192e+12 5.383946e-02 Jsc
6.813000e+13 6.446666e+13 5.376982e-02 Jsc
