Ytrue Ypred RelError Label
1.000000e+10 1.062064e+10 6.206430e-02 Jsc
1.000000e+11 9.845049e+10 1.549505e-02 Jsc
1.000000e+12 1.010778e+12 1.077798e-02 Jsc
1.000000e+13 1.000803e+13 8.028480e-04 Jsc
1.000000e+14 9.692227e+13 3.077730e-02 Jsc
1.468000e+10 1.461996e+10 4.089680e-03 Jsc
1.468000e+11 1.495587e+11 1.879230e-02 Jsc
1.468000e+12 1.474277e+12 4.275996e-03 Jsc
1.468000e+13 1.468651e+13 4.434312e-04 Jsc
2.154000e+10 2.158573e+10 2.122886e-03 Jsc
2.154000e+11 2.190190e+11 1.680130e-02 Jsc
2.154000e+12 2.128134e+12 1.200848e-02 Jsc
2.154000e+13 2.137982e+13 7.436552e-03 Jsc
3.162000e+10 3.217598e+10 1.758318e-02 Jsc
3.162000e+11 3.051013e+11 3.510016e-02 Jsc
3.162000e+12 3.130300e+12 1.002525e-02 Jsc
3.162000e+13 3.151027e+13 3.470374e-03 Jsc
4.642000e+10 4.845546e+10 4.384873e-02 Jsc
4.642000e+11 4.788654e+11 3.159288e-02 Jsc
4.642000e+12 4.629679e+12 2.654169e-03 Jsc
4.642000e+13 4.610643e+13 6.755128e-03 Jsc
6.813000e+10 6.651380e+10 2.372227e-02 Jsc
6.813000e+11 6.697417e+11 1.696510e-02 Jsc
6.813000e+12 6.667006e+12 2.142869e-02 Jsc
6.813000e+13 6.769662e+13 6.361096e-03 Jsc
