Ytrue Ypred RelError Label
1.000000e+10 1.000094e+10 9.400095e-05 Jsc
1.000000e+11 9.998878e+10 1.122222e-04 Jsc
1.000000e+12 9.999814e+11 1.861084e-05 Jsc
1.000000e+13 9.999218e+12 7.818541e-05 Jsc
1.000000e+14 9.999227e+13 7.727457e-05 Jsc
1.468000e+10 1.467989e+10 7.183123e-06 Jsc
1.468000e+11 1.467892e+11 7.366518e-05 Jsc
1.468000e+12 1.467982e+12 1.236064e-05 Jsc
1.468000e+13 1.467869e+13 8.952725e-05 Jsc
2.154000e+10 2.153941e+10 2.725836e-05 Jsc
2.154000e+11 2.153992e+11 3.916025e-06 Jsc
2.154000e+12 2.153838e+12 7.515159e-05 Jsc
2.154000e+13 2.154016e+13 7.201195e-06 Jsc
3.162000e+10 3.162220e+10 6.963059e-05 Jsc
3.162000e+11 3.161892e+11 3.430007e-05 Jsc
3.162000e+12 3.162165e+12 5.221176e-05 Jsc
3.162000e+13 3.161647e+13 1.116452e-04 Jsc
4.642000e+10 4.641486e+10 1.108300e-04 Jsc
4.642000e+11 4.641996e+11 8.919498e-07 Jsc
4.642000e+12 4.641926e+12 1.590301e-05 Jsc
4.642000e+13 4.642362e+13 7.798776e-05 Jsc
6.813000e+10 6.812447e+10 8.123909e-05 Jsc
6.813000e+11 6.812948e+11 7.571268e-06 Jsc
6.813000e+12 6.812916e+12 1.229101e-05 Jsc
6.813000e+13 6.813254e+13 3.721957e-05 Jsc
