Ytrue Ypred RelError Label
1.000000e+10 1.383540e+10 3.835401e-01 Jsc
1.000000e+11 1.027602e+11 2.760235e-02 Jsc
1.000000e+12 8.822852e+11 1.177148e-01 Jsc
1.000000e+13 9.594676e+12 4.053241e-02 Jsc
1.000000e+14 8.709056e+13 1.290944e-01 Jsc
1.468000e+10 1.422688e+10 3.086645e-02 Jsc
1.468000e+11 1.531031e+11 4.293691e-02 Jsc
1.468000e+12 1.409108e+12 4.011707e-02 Jsc
1.468000e+13 1.371151e+13 6.597321e-02 Jsc
2.154000e+10 2.589927e+10 2.023802e-01 Jsc
2.154000e+11 2.277214e+11 5.720262e-02 Jsc
2.154000e+12 2.042211e+12 5.189836e-02 Jsc
2.154000e+13 1.927140e+13 1.053204e-01 Jsc
3.162000e+10 3.086250e+10 2.395623e-02 Jsc
3.162000e+11 3.068196e+11 2.966615e-02 Jsc
3.162000e+12 2.968338e+12 6.124658e-02 Jsc
3.162000e+13 2.920941e+13 7.623625e-02 Jsc
4.642000e+10 6.238748e+10 3.439784e-01 Jsc
4.642000e+11 4.607553e+11 7.420714e-03 Jsc
4.642000e+12 4.552455e+12 1.929027e-02 Jsc
4.642000e+13 4.414757e+13 4.895377e-02 Jsc
6.813000e+10 7.715729e+10 1.325009e-01 Jsc
6.813000e+11 7.576721e+11 1.120976e-01 Jsc
6.813000e+12 5.909660e+12 1.325906e-01 Jsc
6.813000e+13 6.095491e+13 1.053147e-01 Jsc
