fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
00L5 31844 300.05 38.641 5.724500392E-10 2.837898316E+00 6.516466114E+03 8.277924574E-05 3.972865279E+00 2.342414257E+03 0.000000000E+00 2.540042741E-04 4.931108856E-01 2.298087595E-04 4.384235833E-05 3.868857546E-01 2.886196325E-01 1.519035901E-04 1.375792860E-03 
0L43 32622 300.02 38.645 2.209682594E-10 2.705967974E+00 6.352989292E+03 8.752889866E-05 4.355610685E+00 2.403313181E+03 0.000000000E+00 2.529807076E-04 4.956057411E-01 2.272064114E-04 4.356455100E-05 3.868800465E-01 2.900756009E-01 1.501834379E-04 1.173643824E-03 
0L44 32642 300.02 38.645 4.556889911E-10 2.836226475E+00 6.548924501E+03 8.910104832E-05 4.243563098E+00 2.408037439E+03 0.000000000E+00 2.521497363E-04 4.959192679E-01 2.272267157E-04 4.353503981E-05 3.863390187E-01 2.902923686E-01 1.499696324E-04 9.785273982E-04 
0L45 32662 300.01 38.646 3.370090316E-10 2.785524936E+00 6.355751800E+03 8.706772786E-05 4.173589491E+00 2.386899143E+03 0.000000000E+00 2.526402161E-04 4.959555679E-01 2.273899519E-04 4.363467873E-05 3.869169383E-01 2.907478938E-01 1.500773683E-04 1.547669881E-03 
0L46 32682 300.02 38.645 1.758810817E-10 2.677907479E+00 6.403219024E+03 9.138636223E-05 4.600892864E+00 2.441826220E+03 0.000000000E+00 2.534928596E-04 4.964518329E-01 2.270982724E-04 4.355481797E-05 3.863182759E-01 2.897105984E-01 1.503390563E-04 1.543388930E-03 
0L47 32704 300.02 38.645 3.948843891E-10 2.809422650E+00 6.534023219E+03 8.894108121E-05 4.253932361E+00 2.405296641E+03 0.000000000E+00 2.518359114E-04 4.958061985E-01 2.269102862E-04 4.353637357E-05 3.869778571E-01 2.902662939E-01 1.499876992E-04 1.241752174E-03 
0L48 32722 300.02 38.645 3.335718151E-10 2.786258277E+00 6.536645971E+03 9.096226565E-05 4.389770195E+00 2.427904918E+03 0.000000000E+00 2.522955439E-04 4.963765373E-01 2.269300702E-04 4.355036697E-05 3.866237478E-01 2.903342771E-01 1.500007764E-04 1.192429605E-03 
0L49 32742 300.02 38.645 1.814650843E-10 2.691405034E+00 6.389667257E+03 9.309038340E-05 4.556139446E+00 2.466072100E+03 0.000000000E+00 2.534007253E-04 4.959525452E-01 2.269722324E-04 4.354899561E-05 3.868702112E-01 2.898327279E-01 1.502556178E-04 3.540770141E-03 
0L50 32762 300.03 38.643 1.955369149E-10 2.691488150E+00 6.375102008E+03 8.951639203E-05 4.419944771E+00 2.427225688E+03 0.000000000E+00 2.529743595E-04 4.956498122E-01 2.270376215E-04 4.359229790E-05 3.873798159E-01 2.900373610E-01 1.502989055E-04 2.355958839E-03 
0L51 32784 300.01 38.646 5.833405214E-10 2.865461319E+00 6.607532762E+03 8.461966994E-05 4.040280626E+00 2.359092989E+03 0.000000000E+00 2.509067345E-04 4.955877368E-01 2.269428701E-04 4.355244434E-05 3.872357456E-01 2.903317500E-01 1.500092371E-04 2.042740307E-03 
0L52 32802 300.01 38.646 1.153960689E-10 2.634414044E+00 6.233217287E+03 9.515104548E-05 4.684710864E+00 2.489134548E+03 0.000000000E+00 2.543737837E-04 4.965671714E-01 2.269365198E-04 4.357530882E-05 3.866856707E-01 2.904922991E-01 1.500050396E-04 1.431067433E-03 
0L53 32822 300.01 38.646 5.023864199E-10 2.842604931E+00 6.575612004E+03 8.528844953E-05 4.074459764E+00 2.367330329E+03 0.000000000E+00 2.508074888E-04 4.957592186E-01 2.266658185E-04 4.355277510E-05 3.875778962E-01 2.906888275E-01 1.498261061E-04 2.721106042E-03 
0L54 32846 300.02 38.645 3.055309992E-10 2.764747961E+00 6.381358559E+03 8.719453224E-05 4.228653485E+00 2.392217558E+03 0.000000000E+00 2.521930659E-04 4.956867772E-01 2.269011493E-04 4.352360376E-05 3.869731370E-01 2.906325260E-01 1.497547586E-04 1.629102173E-03 
0L55 32862 300.01 38.646 2.770032898E-10 2.740181282E+00 6.422480469E+03 8.641463836E-05 4.289981135E+00 2.391032666E+03 0.000000000E+00 2.521341772E-04 4.957064767E-01 2.268363842E-04 4.350049530E-05 3.868627305E-01 2.901215750E-01 1.499388499E-04 2.207719728E-03 
L423 41354 300 38.647 2.036264068E-09 3.084472297E+00 7.236523796E+03 8.248623447E-05 4.008007608E+00 2.383646797E+03 0.000000000E+00 2.466991530E-04 4.946049926E-01 2.242565684E-04 4.248316648E-05 3.830127322E-01 2.874658720E-01 1.477850786E-04 4.625215080E-03 
