T d154 d184 d214 d244
d 150 180 210 240
290 6.021833000E-03 5.745596000E-03 5.583054000E-03 5.474691000E-03
295 6.553677000E-03 6.351410000E-03 6.245629000E-03 6.248825000E-03
300 7.455638000E-03 7.351809000E-03 7.315569000E-03 1.114693100E-02
305 9.004889000E-03 8.600289000E-03 8.635085000E-03 8.292730000E-03
310 1.091737600E-02 1.040079400E-02 1.047174500E-02 1.051927700E-02
315 1.325057900E-02 1.262321700E-02 1.274183200E-02 1.279701700E-02
320 1.585570900E-02 1.579934300E-02 1.515683100E-02 1.523434600E-02
325 1.787733300E-02 1.925713400E-02 1.808837700E-02 1.814100800E-02
330 2.114208100E-02 2.218463400E-02 2.123065000E-02 2.122801800E-02
335 2.431691600E-02 2.426415200E-02 2.480241900E-02 2.399667100E-02
340 2.787944700E-02 2.761472000E-02 2.845483500E-02 2.860571100E-02
