T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 8.993498000E-03 1.708947700E-02 2.320470000E-02 2.608385000E-02 3.180550500E-02 4.294977200E-02 5.619196300E-02 6.561721400E-02 7.027083700E-02
295 7.252906000E-03 1.656562700E-02 2.311291300E-02 2.647100700E-02 3.128599100E-02 4.177308500E-02 5.477324600E-02 6.440103900E-02 6.943741300E-02
300 2.576420000E-03 1.531141000E-02 2.310257500E-02 2.641161400E-02 3.084593700E-02 4.061938800E-02 5.370490200E-02 6.331218800E-02 6.812676900E-02
305 -7.501378000E-03 1.235746900E-02 2.228538300E-02 2.623797000E-02 3.079153400E-02 3.997284000E-02 5.213533300E-02 6.168262400E-02 6.699815900E-02
310 -2.731848700E-02 6.136981000E-03 2.043507800E-02 2.579881600E-02 3.045831100E-02 3.899113800E-02 4.965852000E-02 5.997479500E-02 6.524348800E-02
315 -6.212005000E-02 -5.556861000E-03 1.686199400E-02 2.500945400E-02 2.994434200E-02 3.814751700E-02 4.871593100E-02 5.882072400E-02 6.347135300E-02
320 -1.146811580E-01 -2.892990200E-02 9.693188000E-03 2.294434700E-02 2.940622800E-02 3.769684800E-02 4.762611200E-02 5.744779200E-02 6.231246400E-02
325 -1.095243620E-01 -6.547671900E-02 -3.369979000E-03 1.888199900E-02 2.818852700E-02 3.696519100E-02 4.667057500E-02 5.637707400E-02 6.097463900E-02
330 -3.177821500E-02 -1.189331460E-01 -2.599498800E-02 1.176701200E-02 2.605621600E-02 3.612755600E-02 4.626713400E-02 5.586921300E-02 6.008153800E-02
335 7.354116000E-03 -1.214522330E-01 -6.327158500E-02 -1.199496000E-03 2.247066100E-02 3.521415800E-02 4.562029200E-02 5.539115900E-02 6.011157900E-02
340 1.157860100E-02 -4.531125500E-02 -1.157339570E-01 -2.299257900E-02 1.558453900E-02 3.318594600E-02 4.492405400E-02 5.515386600E-02 6.019115500E-02
