Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 1.500000000E+01 1.007929669E+00 1.163193944E+0 -1.552642750E-01 1.007929669E+00 1.163193944E+0 -1.552642750E-01
1.000000000E+01 1.524993176E+01 1.083155865E+00 1.170808137E+0 -8.765227200E-02 1.083155865E+00 1.170808137E+0 -8.765227200E-02
1.000000000E+01 1.549996187E+01 1.128516439E+00 1.181975272E+0 -5.345883300E-02 1.128516439E+00 1.181975272E+0 -5.345883300E-02
1.000000000E+01 1.574996808E+01 1.166176702E+00 1.197165262E+0 -3.098856000E-02 1.166176702E+00 1.197165262E+0 -3.098856000E-02
1.000000000E+01 1.600000000E+01 1.186529101E+00 1.217077011E+0 -3.054791000E-02 1.186529101E+00 1.217077011E+0 -3.054791000E-02
1.000000000E+01 1.624993176E+01 1.195821210E+00 1.242661330E+0 -4.684012000E-02 1.195821210E+00 1.242661330E+0 -4.684012000E-02
1.000000000E+01 1.649996187E+01 1.204074418E+00 1.275236767E+0 -7.116234900E-02 1.204074418E+00 1.275236767E+0 -7.116234900E-02
1.000000000E+01 1.674996808E+01 1.211902797E+00 1.316517941E+0 -1.046151440E-01 1.211902797E+00 1.316517941E+0 -1.046151440E-01
1.000000000E+01 1.700000000E+01 1.226679164E+00 1.368799167E+0 -1.421200030E-01 1.226679164E+00 1.368799167E+0 -1.421200030E-01
1.016672606E+01 1.500000000E+01 1.007955384E+00 1.089875265E+0 -8.191988100E-02 1.007955384E+00 1.089875265E+0 -8.191988100E-02
1.016672606E+01 1.524993176E+01 1.083502926E+00 1.094066856E+0 -1.056393000E-02 1.083502926E+00 1.094066856E+0 -1.056393000E-02
1.016672606E+01 1.549996187E+01 1.128568302E+00 1.100223638E+0 2.834466400E-02 1.128568302E+00 1.100223638E+0 2.834466400E-02
1.016672606E+01 1.574996808E+01 1.166620526E+00 1.108606413E+0 5.801411300E-02 1.166620526E+00 1.108606413E+0 5.801411300E-02
1.016672606E+01 1.600000000E+01 1.186563856E+00 1.119603963E+0 6.695989300E-02 1.186563856E+00 1.119603963E+0 6.695989300E-02
1.016672606E+01 1.624993176E+01 1.195848274E+00 1.133746396E+0 6.210187800E-02 1.195848274E+00 1.133746396E+0 6.210187800E-02
