Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 1.500000000E+01 1.007189979E+00 1.160849507E+0 -1.536595280E-01 1.007189979E+00 1.160849507E+0 -1.536595280E-01
1.000000000E+01 1.524993176E+01 1.022042904E+00 1.168354121E+0 -1.463112170E-01 1.022042904E+00 1.168354121E+0 -1.463112170E-01
1.000000000E+01 1.549996187E+01 1.109965040E+00 1.179361578E+0 -6.939653800E-02 1.109965040E+00 1.179361578E+0 -6.939653800E-02
1.000000000E+01 1.574996808E+01 1.156788216E+00 1.194335263E+0 -3.754704700E-02 1.156788216E+00 1.194335263E+0 -3.754704700E-02
1.000000000E+01 1.600000000E+01 1.188879694E+00 1.213964470E+0 -2.508477600E-02 1.188879694E+00 1.213964470E+0 -2.508477600E-02
1.000000000E+01 1.624993176E+01 1.200305798E+00 1.239187066E+0 -3.888126800E-02 1.200305798E+00 1.239187066E+0 -3.888126800E-02
1.000000000E+01 1.649996187E+01 1.209933534E+00 1.271303814E+0 -6.137028000E-02 1.209933534E+00 1.271303814E+0 -6.137028000E-02
1.000000000E+01 1.674996808E+01 1.218818651E+00 1.312006523E+0 -9.318787200E-02 1.218818651E+00 1.312006523E+0 -9.318787200E-02
1.000000000E+01 1.700000000E+01 1.229946191E+00 1.363559443E+0 -1.336132520E-01 1.229946191E+00 1.363559443E+0 -1.336132520E-01
1.016672606E+01 1.500000000E+01 1.007187774E+00 1.088491332E+0 -8.130355800E-02 1.007187774E+00 1.088491332E+0 -8.130355800E-02
1.016672606E+01 1.524993176E+01 1.022557956E+00 1.092618321E+0 -7.006036500E-02 1.022557956E+00 1.092618321E+0 -7.006036500E-02
1.016672606E+01 1.549996187E+01 1.110172048E+00 1.098680522E+0 1.149152600E-02 1.110172048E+00 1.098680522E+0 1.149152600E-02
1.016672606E+01 1.574996808E+01 1.156837605E+00 1.106934787E+0 4.990281800E-02 1.156837605E+00 1.106934787E+0 4.990281800E-02
1.016672606E+01 1.600000000E+01 1.188928878E+00 1.117764041E+0 7.116483700E-02 1.188928878E+00 1.117764041E+0 7.116483700E-02
1.016672606E+01 1.624993176E+01 1.200342516E+00 1.131690443E+0 6.865207300E-02 1.200342516E+00 1.131690443E+0 6.865207300E-02
1.016672606E+01 1.649996187E+01 1.209963075E+00 1.149439631E+0 6.052344400E-02 1.209963075E+00 1.149439631E+0 6.052344400E-02
1.016672606E+01 1.674996808E+01 1.218843053E+00 1.171958169E+0 4.688488400E-02 1.218843053E+00 1.171958169E+0 4.688488400E-02
1.016672606E+01 1.700000000E+01 1.229966566E+00 1.200516871E+0 2.944969500E-02 1.229966566E+00 1.200516871E+0 2.944969500E-02
1.033324570E+01 1.500000000E+01 1.007204974E+00 1.048483855E+0 -4.127888100E-02 1.007204974E+00 1.048483855E+0 -4.127888100E-02
1.033324570E+01 1.524993176E+01 1.023302882E+00 1.050744526E+0 -2.744164400E-02 1.023302882E+00 1.050744526E+0 -2.744164400E-02
1.033324570E+01 1.549996187E+01 1.110473570E+00 1.054067824E+0 5.640574600E-02 1.110473570E+00 1.054067824E+0 5.640574600E-02
1.033324570E+01 1.574996808E+01 1.156907806E+00 1.058595035E+0 9.831277100E-02 1.156907806E+00 1.058595035E+0 9.831277100E-02
1.033324570E+01 1.600000000E+01 1.189000010E+00 1.064537032E+0 1.244629780E-01 1.189000010E+00 1.064537032E+0 1.244629780E-01
1.033324570E+01 1.624993176E+01 1.200396072E+00 1.072181695E+0 1.282143770E-01 1.200396072E+00 1.072181695E+0 1.282143770E-01
1.033324570E+01 1.649996187E+01 1.210006433E+00 1.081929505E+0 1.280769280E-01 1.210006433E+00 1.081929505E+0 1.280769280E-01
1.033324570E+01 1.674996808E+01 1.218878699E+00 1.094303674E+0 1.245750250E-01 1.218878699E+00 1.094303674E+0 1.245750250E-01
1.033324570E+01 1.700000000E+01 1.229996484E+00 1.110007798E+0 1.199886860E-01 1.229996484E+00 1.110007798E+0 1.199886860E-01
1.049996187E+01 1.500000000E+01 1.007189084E+00 1.026446720E+0 -1.925763600E-02 1.007189084E+00 1.026446720E+0 -1.925763600E-02
1.049996187E+01 1.524993176E+01 1.024362530E+00 1.027679721E+0 -3.317191000E-03 1.024362530E+00 1.027679721E+0 -3.317191000E-03
1.049996187E+01 1.549996187E+01 1.110910269E+00 1.029493027E+0 8.141724200E-02 1.110910269E+00 1.029493027E+0 8.141724200E-02
1.049996187E+01 1.574996808E+01 1.157010155E+00 1.031963864E+0 1.250462910E-01 1.157010155E+00 1.031963864E+0 1.250462910E-01
1.049996187E+01 1.600000000E+01 1.189104879E+00 1.035207566E+0 1.538973130E-01 1.189104879E+00 1.035207566E+0 1.538973130E-01
1.049996187E+01 1.624993176E+01 1.200473980E+00 1.039381677E+0 1.610923030E-01 1.200473980E+00 1.039381677E+0 1.610923030E-01
1.049996187E+01 1.649996187E+01 1.210069405E+00 1.044705484E+0 1.653639210E-01 1.210069405E+00 1.044705484E+0 1.653639210E-01
1.049996187E+01 1.674996808E+01 1.218930791E+00 1.051465705E+0 1.674650860E-01 1.218930791E+00 1.051465705E+0 1.674650860E-01
1.049996187E+01 1.700000000E+01 1.230039864E+00 1.060048244E+0 1.699916200E-01 1.230039864E+00 1.060048244E+0 1.699916200E-01
1.066670514E+01 1.500000000E+01 1.007190812E+00 1.014380425E+0 -7.189613000E-03 1.007190812E+00 1.014380425E+0 -7.189613000E-03
1.066670514E+01 1.524993176E+01 1.025893749E+00 1.015050832E+0 1.084291700E-02 1.025893749E+00 1.015050832E+0 1.084291700E-02
