Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 1.500000000E+01 1.008153893E+00 1.158643959E+0 -1.504900660E-01 1.008153893E+00 1.158643959E+0 -1.504900660E-01
1.000000000E+01 1.524993176E+01 1.009596639E+00 1.166045490E+0 -1.564488510E-01 1.009596639E+00 1.166045490E+0 -1.564488510E-01
1.000000000E+01 1.549996187E+01 1.084950398E+00 1.176902710E+0 -9.195231200E-02 1.084950398E+00 1.176902710E+0 -9.195231200E-02
1.000000000E+01 1.574996808E+01 1.137089567E+00 1.191672855E+0 -5.458328800E-02 1.137089567E+00 1.191672855E+0 -5.458328800E-02
1.000000000E+01 1.600000000E+01 1.179407327E+00 1.211036169E+0 -3.162884200E-02 1.179407327E+00 1.211036169E+0 -3.162884200E-02
1.000000000E+01 1.624993176E+01 1.203448852E+00 1.235918322E+0 -3.246947000E-02 1.203448852E+00 1.235918322E+0 -3.246947000E-02
1.000000000E+01 1.649996187E+01 1.214860841E+00 1.267603317E+0 -5.274247600E-02 1.214860841E+00 1.267603317E+0 -5.274247600E-02
1.000000000E+01 1.674996808E+01 1.225061692E+00 1.307761462E+0 -8.269977000E-02 1.225061692E+00 1.307761462E+0 -8.269977000E-02
1.000000000E+01 1.700000000E+01 1.237208407E+00 1.358628648E+0 -1.214202410E-01 1.237208407E+00 1.358628648E+0 -1.214202410E-01
1.016672606E+01 1.500000000E+01 1.008148339E+00 1.087189614E+0 -7.904127500E-02 1.008148339E+00 1.087189614E+0 -7.904127500E-02
1.016672606E+01 1.524993176E+01 1.009695325E+00 1.091255841E+0 -8.156051600E-02 1.009695325E+00 1.091255841E+0 -8.156051600E-02
1.016672606E+01 1.549996187E+01 1.085911922E+00 1.097229072E+0 -1.131715000E-02 1.085911922E+00 1.097229072E+0 -1.131715000E-02
1.016672606E+01 1.574996808E+01 1.137285503E+00 1.105362446E+0 3.192305700E-02 1.137285503E+00 1.105362446E+0 3.192305700E-02
1.016672606E+01 1.600000000E+01 1.179465908E+00 1.116033372E+0 6.343253600E-02 1.179465908E+00 1.116033372E+0 6.343253600E-02
1.016672606E+01 1.624993176E+01 1.203498095E+00 1.129756527E+0 7.374156800E-02 1.203498095E+00 1.129756527E+0 7.374156800E-02
1.016672606E+01 1.649996187E+01 1.214900221E+00 1.147247200E+0 6.765302100E-02 1.214900221E+00 1.147247200E+0 6.765302100E-02
1.016672606E+01 1.674996808E+01 1.225094268E+00 1.169438539E+0 5.565572900E-02 1.225094268E+00 1.169438539E+0 5.565572900E-02
1.016672606E+01 1.700000000E+01 1.237235564E+00 1.197583480E+0 3.965208400E-02 1.237235564E+00 1.197583480E+0 3.965208400E-02
1.033324570E+01 1.500000000E+01 1.008140425E+00 1.047726475E+0 -3.958605000E-02 1.008140425E+00 1.047726475E+0 -3.958605000E-02
1.033324570E+01 1.524993176E+01 1.010164809E+00 1.049951815E+0 -3.978700600E-02 1.010164809E+00 1.049951815E+0 -3.978700600E-02
1.033324570E+01 1.549996187E+01 1.086109955E+00 1.053223260E+0 3.288669500E-02 1.086109955E+00 1.053223260E+0 3.288669500E-02
1.033324570E+01 1.574996808E+01 1.137570899E+00 1.057679906E+0 7.989099300E-02 1.137570899E+00 1.057679906E+0 7.989099300E-02
1.033324570E+01 1.600000000E+01 1.179551865E+00 1.063529367E+0 1.160224980E-01 1.179551865E+00 1.063529367E+0 1.160224980E-01
1.033324570E+01 1.624993176E+01 1.203571205E+00 1.071055086E+0 1.325161190E-01 1.203571205E+00 1.071055086E+0 1.325161190E-01
1.033324570E+01 1.649996187E+01 1.214957880E+00 1.080651382E+0 1.343064980E-01 1.214957880E+00 1.080651382E+0 1.343064980E-01
1.033324570E+01 1.674996808E+01 1.225141697E+00 1.092833446E+0 1.323082510E-01 1.225141697E+00 1.092833446E+0 1.323082510E-01
1.033324570E+01 1.700000000E+01 1.237275518E+00 1.108294125E+0 1.289813930E-01 1.237275518E+00 1.108294125E+0 1.289813930E-01
1.049996187E+01 1.500000000E+01 1.008129188E+00 1.026011014E+0 -1.788182600E-02 1.008129188E+00 1.026011014E+0 -1.788182600E-02
