Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 1.500000000E+01 1.135289575E+00 1.177423678E+0 -4.213410300E-02 1.135289575E+00 1.177423678E+0 -4.213410300E-02
1.000000000E+01 1.524993176E+01 1.149359290E+00 1.185703093E+0 -3.634380300E-02 1.149359290E+00 1.185703093E+0 -3.634380300E-02
1.000000000E+01 1.549996187E+01 1.156304023E+00 1.197838934E+0 -4.153491100E-02 1.156304023E+00 1.197838934E+0 -4.153491100E-02
1.000000000E+01 1.574996808E+01 1.168416029E+00 1.214340597E+0 -4.592456800E-02 1.168416029E+00 1.214340597E+0 -4.592456800E-02
1.000000000E+01 1.600000000E+01 1.176584684E+00 1.235965057E+0 -5.938037300E-02 1.176584684E+00 1.235965057E+0 -5.938037300E-02
1.000000000E+01 1.624993176E+01 1.181572616E+00 1.263741243E+0 -8.216862700E-02 1.181572616E+00 1.263741243E+0 -8.216862700E-02
1.000000000E+01 1.649996187E+01 1.186265437E+00 1.299094937E+0 -1.128295000E-01 1.186265437E+00 1.299094937E+0 -1.128295000E-01
1.000000000E+01 1.674996808E+01 1.191269329E+00 1.343878085E+0 -1.526087560E-01 1.191269329E+00 1.343878085E+0 -1.526087560E-01
1.000000000E+01 1.700000000E+01 1.209611822E+00 1.400565748E+0 -1.909539260E-01 1.209611822E+00 1.400565748E+0 -1.909539260E-01
1.016672606E+01 1.500000000E+01 1.135419983E+00 1.098284862E+0 3.713512100E-02 1.135419983E+00 1.098284862E+0 3.713512100E-02
1.016672606E+01 1.524993176E+01 1.149374840E+00 1.102869051E+0 4.650578900E-02 1.149374840E+00 1.102869051E+0 4.650578900E-02
1.016672606E+01 1.549996187E+01 1.156315009E+00 1.109600408E+0 4.671460100E-02 1.156315009E+00 1.109600408E+0 4.671460100E-02
1.016672606E+01 1.574996808E+01 1.168509010E+00 1.118763688E+0 4.974532200E-02 1.168509010E+00 1.118763688E+0 4.974532200E-02
1.016672606E+01 1.600000000E+01 1.176592487E+00 1.130783181E+0 4.580930600E-02 1.176592487E+00 1.130783181E+0 4.580930600E-02
1.016672606E+01 1.624993176E+01 1.181579048E+00 1.146237139E+0 3.534190900E-02 1.181579048E+00 1.146237139E+0 3.534190900E-02
1.016672606E+01 1.649996187E+01 1.186270709E+00 1.165928763E+0 2.034194600E-02 1.186270709E+00 1.165928763E+0 2.034194600E-02
1.016672606E+01 1.674996808E+01 1.191273724E+00 1.190905038E+0 3.686860000E-04 1.191273724E+00 1.190905038E+0 3.686860000E-04
1.016672606E+01 1.700000000E+01 1.209615867E+00 1.222570521E+0 -1.295465400E-02 1.209615867E+00 1.222570521E+0 -1.295465400E-02
