Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 1.500000000E+01 1.010357508E+00 1.156567383E+0 -1.462098750E-01 1.010357508E+00 1.156567383E+0 -1.462098750E-01
1.000000000E+01 1.524993176E+01 1.006300441E+00 1.163871863E+0 -1.575714220E-01 1.006300441E+00 1.163871863E+0 -1.575714220E-01
1.000000000E+01 1.549996187E+01 1.015437975E+00 1.174587614E+0 -1.591496390E-01 1.015437975E+00 1.174587614E+0 -1.591496390E-01
1.000000000E+01 1.574996808E+01 1.117222618E+00 1.189166080E+0 -7.194346200E-02 1.117222618E+00 1.189166080E+0 -7.194346200E-02
1.000000000E+01 1.600000000E+01 1.164171149E+00 1.208278970E+0 -4.410782100E-02 1.164171149E+00 1.208278970E+0 -4.410782100E-02
1.000000000E+01 1.624993176E+01 1.204815328E+00 1.232840459E+0 -2.802513100E-02 1.204815328E+00 1.232840459E+0 -2.802513100E-02
1.000000000E+01 1.649996187E+01 1.218557031E+00 1.264118745E+0 -4.556171400E-02 1.218557031E+00 1.264118745E+0 -4.556171400E-02
1.000000000E+01 1.674996808E+01 1.230391005E+00 1.303763849E+0 -7.337284400E-02 1.230391005E+00 1.303763849E+0 -7.337284400E-02
1.000000000E+01 1.700000000E+01 1.243768499E+00 1.353984902E+0 -1.102164030E-01 1.243768499E+00 1.353984902E+0 -1.102164030E-01
1.016672606E+01 1.500000000E+01 1.010342856E+00 1.085964134E+0 -7.562127800E-02 1.010342856E+00 1.085964134E+0 -7.562127800E-02
1.016672606E+01 1.524993176E+01 1.006299740E+00 1.089973159E+0 -8.367341900E-02 1.006299740E+00 1.089973159E+0 -8.367341900E-02
1.016672606E+01 1.549996187E+01 1.015938581E+00 1.095862627E+0 -7.992404600E-02 1.015938581E+00 1.095862627E+0 -7.992404600E-02
1.016672606E+01 1.574996808E+01 1.117258455E+00 1.103882175E+0 1.337628000E-02 1.117258455E+00 1.103882175E+0 1.337628000E-02
1.016672606E+01 1.600000000E+01 1.164376116E+00 1.114404019E+0 4.997209700E-02 1.164376116E+00 1.114404019E+0 4.997209700E-02
1.016672606E+01 1.624993176E+01 1.204883116E+00 1.127935789E+0 7.694732700E-02 1.204883116E+00 1.127935789E+0 7.694732700E-02
1.016672606E+01 1.649996187E+01 1.218609106E+00 1.145183017E+0 7.342608900E-02 1.218609106E+00 1.145183017E+0 7.342608900E-02
1.016672606E+01 1.674996808E+01 1.230433547E+00 1.167066214E+0 6.336733300E-02 1.230433547E+00 1.167066214E+0 6.336733300E-02
1.016672606E+01 1.700000000E+01 1.243804625E+00 1.194821459E+0 4.898316600E-02 1.243804625E+00 1.194821459E+0 4.898316600E-02
1.033324570E+01 1.500000000E+01 1.010321660E+00 1.047013533E+0 -3.669187300E-02 1.010321660E+00 1.047013533E+0 -3.669187300E-02
1.033324570E+01 1.524993176E+01 1.006298822E+00 1.049205617E+0 -4.290679500E-02 1.006298822E+00 1.049205617E+0 -4.290679500E-02
