Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 1.500000000E+01 1.117769420E+00 1.174196476E+0 -5.642705600E-02 1.117769420E+00 1.174196476E+0 -5.642705600E-02
1.000000000E+01 1.524993176E+01 1.151946100E+00 1.182325005E+0 -3.037890500E-02 1.151946100E+00 1.182325005E+0 -3.037890500E-02
1.000000000E+01 1.549996187E+01 1.161431919E+00 1.194241224E+0 -3.280930500E-02 1.161431919E+00 1.194241224E+0 -3.280930500E-02
1.000000000E+01 1.574996808E+01 1.168095369E+00 1.210445594E+0 -4.235022500E-02 1.168095369E+00 1.210445594E+0 -4.235022500E-02
1.000000000E+01 1.600000000E+01 1.174032229E+00 1.231681963E+0 -5.764973400E-02 1.174032229E+00 1.231681963E+0 -5.764973400E-02
1.000000000E+01 1.624993176E+01 1.186480171E+00 1.258961611E+0 -7.248144000E-02 1.186480171E+00 1.258961611E+0 -7.248144000E-02
1.000000000E+01 1.649996187E+01 1.194004159E+00 1.293686110E+0 -9.968195100E-02 1.194004159E+00 1.293686110E+0 -9.968195100E-02
1.000000000E+01 1.674996808E+01 1.199771843E+00 1.337676432E+0 -1.379045890E-01 1.199771843E+00 1.337676432E+0 -1.379045890E-01
1.000000000E+01 1.700000000E+01 1.207913109E+00 1.393366916E+0 -1.854538070E-01 1.207913109E+00 1.393366916E+0 -1.854538070E-01
1.016672606E+01 1.500000000E+01 1.117794604E+00 1.096375812E+0 2.141879200E-02 1.117794604E+00 1.096375812E+0 2.141879200E-02
1.016672606E+01 1.524993176E+01 1.151972530E+00 1.100870872E+0 5.110165800E-02 1.151972530E+00 1.100870872E+0 5.110165800E-02
1.016672606E+01 1.549996187E+01 1.161448400E+00 1.107471819E+0 5.397658100E-02 1.161448400E+00 1.107471819E+0 5.397658100E-02
1.016672606E+01 1.574996808E+01 1.168107895E+00 1.116457979E+0 5.164991600E-02 1.168107895E+00 1.116457979E+0 5.164991600E-02
1.016672606E+01 1.600000000E+01 1.174042260E+00 1.128245595E+0 4.579666500E-02 1.174042260E+00 1.128245595E+0 4.579666500E-02
1.016672606E+01 1.624993176E+01 1.186597726E+00 1.143402011E+0 4.319571500E-02 1.186597726E+00 1.143402011E+0 4.319571500E-02
1.016672606E+01 1.649996187E+01 1.194011526E+00 1.162715354E+0 3.129617200E-02 1.194011526E+00 1.162715354E+0 3.129617200E-02
1.016672606E+01 1.674996808E+01 1.199777919E+00 1.187213105E+0 1.256481400E-02 1.199777919E+00 1.187213105E+0 1.256481400E-02
1.016672606E+01 1.700000000E+01 1.207918144E+00 1.218273860E+0 -1.035571600E-02 1.207918144E+00 1.218273860E+0 -1.035571600E-02
1.033324570E+01 1.500000000E+01 1.117831164E+00 1.053075093E+0 6.475607100E-02 1.117831164E+00 1.053075093E+0 6.475607100E-02
1.033324570E+01 1.524993176E+01 1.152010715E+00 1.055549947E+0 9.646076800E-02 1.152010715E+00 1.055549947E+0 9.646076800E-02
1.033324570E+01 1.549996187E+01 1.161472496E+00 1.059187537E+0 1.022849590E-01 1.161472496E+00 1.059187537E+0 1.022849590E-01
1.033324570E+01 1.574996808E+01 1.168126066E+00 1.064142402E+0 1.039836640E-01 1.168126066E+00 1.064142402E+0 1.039836640E-01
1.033324570E+01 1.600000000E+01 1.174056972E+00 1.070645148E+0 1.034118240E-01 1.174056972E+00 1.070645148E+0 1.034118240E-01
1.033324570E+01 1.624993176E+01 1.186770030E+00 1.079010515E+0 1.077595150E-01 1.186770030E+00 1.079010515E+0 1.077595150E-01
1.033324570E+01 1.649996187E+01 1.194022212E+00 1.089676263E+0 1.043459490E-01 1.194022212E+00 1.089676263E+0 1.043459490E-01
1.033324570E+01 1.674996808E+01 1.199786598E+00 1.103214124E+0 9.657247400E-02 1.199786598E+00 1.103214124E+0 9.657247400E-02
