Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 1.500000000E+01 1.096245934E+00 1.171175443E+0 -7.492950900E-02 1.096245934E+00 1.171175443E+0 -7.492950900E-02
1.000000000E+01 1.524993176E+01 1.141735087E+00 1.179162735E+0 -3.742764800E-02 1.141735087E+00 1.179162735E+0 -3.742764800E-02
1.000000000E+01 1.549996187E+01 1.164895703E+00 1.190873322E+0 -2.597761900E-02 1.164895703E+00 1.190873322E+0 -2.597761900E-02
1.000000000E+01 1.574996808E+01 1.173437835E+00 1.206799292E+0 -3.336145700E-02 1.173437835E+00 1.206799292E+0 -3.336145700E-02
1.000000000E+01 1.600000000E+01 1.180418445E+00 1.227672180E+0 -4.725373500E-02 1.180418445E+00 1.227672180E+0 -4.725373500E-02
1.000000000E+01 1.624993176E+01 1.186566795E+00 1.254486709E+0 -6.791991400E-02 1.186566795E+00 1.254486709E+0 -6.791991400E-02
1.000000000E+01 1.649996187E+01 1.192075925E+00 1.288621728E+0 -9.654580300E-02 1.192075925E+00 1.288621728E+0 -9.654580300E-02
1.000000000E+01 1.674996808E+01 1.208099399E+00 1.331869121E+0 -1.237697220E-01 1.208099399E+00 1.331869121E+0 -1.237697220E-01
1.000000000E+01 1.700000000E+01 1.216783220E+00 1.386624963E+0 -1.698417430E-01 1.216783220E+00 1.386624963E+0 -1.698417430E-01
1.016672606E+01 1.500000000E+01 1.096657587E+00 1.094589778E+0 2.067809000E-03 1.096657587E+00 1.094589778E+0 2.067809000E-03
1.016672606E+01 1.524993176E+01 1.141765786E+00 1.099001455E+0 4.276433100E-02 1.141765786E+00 1.099001455E+0 4.276433100E-02
1.016672606E+01 1.549996187E+01 1.164921547E+00 1.105480383E+0 5.944116400E-02 1.164921547E+00 1.105480383E+0 5.944116400E-02
1.016672606E+01 1.574996808E+01 1.173455853E+00 1.114300804E+0 5.915504900E-02 1.173455853E+00 1.114300804E+0 5.915504900E-02
1.016672606E+01 1.600000000E+01 1.180432682E+00 1.125871423E+0 5.456125900E-02 1.180432682E+00 1.125871423E+0 5.456125900E-02
1.016672606E+01 1.624993176E+01 1.186578283E+00 1.140749371E+0 4.582891200E-02 1.186578283E+00 1.140749371E+0 4.582891200E-02
1.016672606E+01 1.649996187E+01 1.192085334E+00 1.159708650E+0 3.237668400E-02 1.192085334E+00 1.159708650E+0 3.237668400E-02
1.016672606E+01 1.674996808E+01 1.208107862E+00 1.183758462E+0 2.434940000E-02 1.208107862E+00 1.183758462E+0 2.434940000E-02
1.016672606E+01 1.700000000E+01 1.216790168E+00 1.214253067E+0 2.537101000E-03 1.216790168E+00 1.214253067E+0 2.537101000E-03
1.033324570E+01 1.500000000E+01 1.097189633E+00 1.052034336E+0 4.515529700E-02 1.097189633E+00 1.052034336E+0 4.515529700E-02
1.033324570E+01 1.524993176E+01 1.141810493E+00 1.054460637E+0 8.734985600E-02 1.141810493E+00 1.054460637E+0 8.734985600E-02
1.033324570E+01 1.549996187E+01 1.164958863E+00 1.058026989E+0 1.069318740E-01 1.164958863E+00 1.058026989E+0 1.069318740E-01
1.033324570E+01 1.574996808E+01 1.173482096E+00 1.062884930E+0 1.105971660E-01 1.173482096E+00 1.062884930E+0 1.105971660E-01
1.033324570E+01 1.600000000E+01 1.180453380E+00 1.069260594E+0 1.111927860E-01 1.180453380E+00 1.069260594E+0 1.111927860E-01
1.033324570E+01 1.624993176E+01 1.186595008E+00 1.077462641E+0 1.091323670E-01 1.186595008E+00 1.077462641E+0 1.091323670E-01
1.033324570E+01 1.649996187E+01 1.192099050E+00 1.087920390E+0 1.041786600E-01 1.192099050E+00 1.087920390E+0 1.041786600E-01
1.033324570E+01 1.674996808E+01 1.208120070E+00 1.101194592E+0 1.069254780E-01 1.208120070E+00 1.101194592E+0 1.069254780E-01
1.033324570E+01 1.700000000E+01 1.216800216E+00 1.118039131E+0 9.876108500E-02 1.216800216E+00 1.118039131E+0 9.876108500E-02
1.049996187E+01 1.500000000E+01 1.097960106E+00 1.028490562E+0 6.946954400E-02 1.097960106E+00 1.028490562E+0 6.946954400E-02
1.049996187E+01 1.524993176E+01 1.141875963E+00 1.029818875E+0 1.120570880E-01 1.141875963E+00 1.029818875E+0 1.120570880E-01
1.049996187E+01 1.549996187E+01 1.165013117E+00 1.031772224E+0 1.332408930E-01 1.165013117E+00 1.031772224E+0 1.332408930E-01
1.049996187E+01 1.574996808E+01 1.173520277E+00 1.034433777E+0 1.390865000E-01 1.173520277E+00 1.034433777E+0 1.390865000E-01
