Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 1.500000000E+01 1.017819021E+00 1.154610750E+0 -1.367917290E-01 1.017819021E+00 1.154610750E+0 -1.367917290E-01
1.000000000E+01 1.524993176E+01 1.007194388E+00 1.161823790E+0 -1.546294020E-01 1.007194388E+00 1.161823790E+0 -1.546294020E-01
1.000000000E+01 1.549996187E+01 1.006426461E+00 1.172406229E+0 -1.659797680E-01 1.006426461E+00 1.172406229E+0 -1.659797680E-01
1.000000000E+01 1.574996808E+01 1.102870719E+00 1.186804050E+0 -8.393333100E-02 1.102870719E+00 1.186804050E+0 -8.393333100E-02
1.000000000E+01 1.600000000E+01 1.151821370E+00 1.205680914E+0 -5.385954400E-02 1.151821370E+00 1.205680914E+0 -5.385954400E-02
1.000000000E+01 1.624993176E+01 1.192129193E+00 1.229940149E+0 -3.781095600E-02 1.192129193E+00 1.229940149E+0 -3.781095600E-02
1.000000000E+01 1.649996187E+01 1.220707890E+00 1.260835039E+0 -4.012714900E-02 1.220707890E+00 1.260835039E+0 -4.012714900E-02
1.000000000E+01 1.674996808E+01 1.234534190E+00 1.299996457E+0 -6.546226700E-02 1.234534190E+00 1.299996457E+0 -6.546226700E-02
1.000000000E+01 1.700000000E+01 1.244179320E+00 1.349608266E+0 -1.054289460E-01 1.244179320E+00 1.349608266E+0 -1.054289460E-01
1.016672606E+01 1.500000000E+01 1.017780748E+00 1.084809462E+0 -6.702871400E-02 1.017780748E+00 1.084809462E+0 -6.702871400E-02
1.016672606E+01 1.524993176E+01 1.007188539E+00 1.088764591E+0 -8.157605200E-02 1.007188539E+00 1.088764591E+0 -8.157605200E-02
1.016672606E+01 1.549996187E+01 1.006424691E+00 1.094575130E+0 -8.815043900E-02 1.006424691E+00 1.094575130E+0 -8.815043900E-02
1.016672606E+01 1.574996808E+01 1.102911369E+00 1.102487417E+0 4.239520000E-04 1.102911369E+00 1.102487417E+0 4.239520000E-04
1.016672606E+01 1.600000000E+01 1.151869896E+00 1.112868771E+0 3.900112500E-02 1.151869896E+00 1.112868771E+0 3.900112500E-02
1.016672606E+01 1.624993176E+01 1.192345999E+00 1.126220175E+0 6.612582400E-02 1.192345999E+00 1.126220175E+0 6.612582400E-02
1.016672606E+01 1.649996187E+01 1.220775379E+00 1.143237966E+0 7.753741300E-02 1.220775379E+00 1.143237966E+0 7.753741300E-02
1.016672606E+01 1.674996808E+01 1.234589454E+00 1.164830730E+0 6.975872400E-02 1.234589454E+00 1.164830730E+0 6.975872400E-02
1.016672606E+01 1.700000000E+01 1.244247012E+00 1.192218647E+0 5.202836500E-02 1.244247012E+00 1.192218647E+0 5.202836500E-02
1.033324570E+01 1.500000000E+01 1.017725223E+00 1.046341820E+0 -2.861659700E-02 1.017725223E+00 1.046341820E+0 -2.861659700E-02
1.033324570E+01 1.524993176E+01 1.007180143E+00 1.048502570E+0 -4.132242700E-02 1.007180143E+00 1.048502570E+0 -4.132242700E-02
1.033324570E+01 1.549996187E+01 1.006421727E+00 1.051679212E+0 -4.525748500E-02 1.006421727E+00 1.051679212E+0 -4.525748500E-02
1.033324570E+01 1.574996808E+01 1.102963086E+00 1.056006836E+0 4.695625000E-02 1.102963086E+00 1.056006836E+0 4.695625000E-02
1.033324570E+01 1.600000000E+01 1.151940581E+00 1.061687099E+0 9.025348200E-02 1.151940581E+00 1.061687099E+0 9.025348200E-02
1.033324570E+01 1.624993176E+01 1.192631755E+00 1.068995323E+0 1.236364320E-01 1.192631755E+00 1.068995323E+0 1.236364320E-01
1.033324570E+01 1.649996187E+01 1.220875402E+00 1.078314557E+0 1.425608450E-01 1.220875402E+00 1.078314557E+0 1.425608450E-01
1.033324570E+01 1.674996808E+01 1.234670313E+00 1.090145313E+0 1.445250000E-01 1.234670313E+00 1.090145313E+0 1.445250000E-01
1.033324570E+01 1.700000000E+01 1.244346210E+00 1.105160768E+0 1.391854420E-01 1.244346210E+00 1.105160768E+0 1.391854420E-01
1.049996187E+01 1.500000000E+01 1.017645102E+00 1.025214600E+0 -7.569498000E-03 1.017645102E+00 1.025214600E+0 -7.569498000E-03
1.049996187E+01 1.524993176E+01 1.007168209E+00 1.026390145E+0 -1.922193600E-02 1.007168209E+00 1.026390145E+0 -1.922193600E-02
1.049996187E+01 1.549996187E+01 1.006467381E+00 1.028119020E+0 -2.165163900E-02 1.006467381E+00 1.028119020E+0 -2.165163900E-02
1.049996187E+01 1.574996808E+01 1.103048228E+00 1.030474868E+0 7.257336000E-02 1.103048228E+00 1.030474868E+0 7.257336000E-02
1.049996187E+01 1.600000000E+01 1.152042829E+00 1.033567678E+0 1.184751510E-01 1.152042829E+00 1.033567678E+0 1.184751510E-01
1.049996187E+01 1.624993176E+01 1.193046027E+00 1.037547701E+0 1.554983260E-01 1.193046027E+00 1.037547701E+0 1.554983260E-01
1.049996187E+01 1.649996187E+01 1.221020640E+00 1.042624085E+0 1.783965550E-01 1.221020640E+00 1.042624085E+0 1.783965550E-01
