T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 2.249936000E-03 1.573234000E-03 1.093308000E-03 7.568100000E-04 5.228810000E-04 3.612540000E-04 2.500720000E-04 1.738400000E-04 1.216940000E-04 8.608300000E-05 6.179900000E-05 4.525100000E-05 3.396900000E-05 2.623700000E-05 2.088400000E-05 1.709500000E-05 1.431300000E-05 1.217200000E-05 1.043000000E-05
295 2.092250000E-03 1.454936000E-03 1.006890000E-03 6.946860000E-04 4.785700000E-04 3.297170000E-04 2.275470000E-04 1.576160000E-04 1.098570000E-04 7.729800000E-05 5.516100000E-05 4.011600000E-05 2.989200000E-05 2.292600000E-05 1.812900000E-05 1.477200000E-05 1.234100000E-05 1.050400000E-05 9.039000000E-06
300 1.958803000E-03 1.353821000E-03 9.325520000E-04 6.410160000E-04 4.402040000E-04 3.023720000E-04 2.080190000E-04 1.435800000E-04 9.966800000E-05 6.981600000E-05 4.958000000E-05 3.587800000E-05 2.660000000E-05 2.029400000E-05 1.595100000E-05 1.290900000E-05 1.072500000E-05 9.097000000E-06 7.828000000E-06
305 1.711301000E-03 1.174122000E-03 8.043550000E-04 5.506290000E-04 3.769360000E-04 2.582550000E-04 1.772950000E-04 1.221880000E-04 8.477300000E-05 5.945000000E-05 4.236600000E-05 3.087100000E-05 2.310200000E-05 1.778300000E-05 1.405900000E-05 1.137900000E-05 9.421000000E-06 7.955000000E-06 6.820000000E-06
310 1.079021000E-03 7.285920000E-04 4.935010000E-04 3.353000000E-04 2.285800000E-04 1.564760000E-04 1.077510000E-04 7.487500000E-05 5.280200000E-05 3.806200000E-05 2.829300000E-05 2.182300000E-05 1.742500000E-05 1.428800000E-05 1.186800000E-05 9.919000000E-06 8.328000000E-06 7.051000000E-06 6.037000000E-06
315 -3.338200000E-04 -2.567730000E-04 -1.889830000E-04 -1.349060000E-04 -9.407000000E-05 -6.417600000E-05 -4.261400000E-05 -2.712900000E-05 -1.591800000E-05 -7.686000000E-06 -1.565000000E-06 2.936000000E-06 5.989000000E-06 7.707000000E-06 8.250000000E-06 7.955000000E-06 7.192000000E-06 6.317000000E-06 5.483000000E-06
320 1.369362000E-03 9.707830000E-04 6.809200000E-04 4.742000000E-04 3.288270000E-04 2.276110000E-04 1.576400000E-04 1.095260000E-04 7.658700000E-05 -8.937800000E-05 -5.636000000E-05 -3.277000000E-05 -1.618600000E-05 -5.189000000E-06 1.295000000E-06 4.460000000E-06 5.544000000E-06 5.560000000E-06 5.141000000E-06
325 1.490653000E-03 1.056632000E-03 7.405020000E-04 5.147950000E-04 3.559470000E-04 2.452950000E-04 1.687870000E-04 1.161860000E-04 8.019800000E-05 5.570400000E-05 3.914200000E-05 2.804800000E-05 2.071100000E-05 -2.705400000E-05 -1.110100000E-05 -1.858000000E-06 2.683000000E-06 4.491000000E-06 4.934000000E-06
330 1.847512000E-03 1.310567000E-03 9.182780000E-04 6.375760000E-04 4.397140000E-04 3.017440000E-04 2.062870000E-04 1.406430000E-04 9.574800000E-05 6.522500000E-05 4.463900000E-05 3.091500000E-05 2.191600000E-05 1.613600000E-05 1.250300000E-05 1.024800000E-05 -2.157000000E-06 2.583000000E-06 4.593000000E-06
335 2.558953000E-03 1.819019000E-03 1.275781000E-03 8.856740000E-04 6.099920000E-04 4.174090000E-04 2.840070000E-04 1.922020000E-04 1.293910000E-04 8.669400000E-05 5.792800000E-05 3.880200000E-05 2.633000000E-05 1.840500000E-05 1.350700000E-05 1.054500000E-05 8.749000000E-06 7.617000000E-06 6.845000000E-06
340 3.817439000E-03 2.723496000E-03 1.914746000E-03 1.330976000E-03 9.168960000E-04 6.268620000E-04 4.255690000E-04 2.868430000E-04 1.918200000E-04 1.271610000E-04 8.355700000E-05 5.455100000E-05 3.565500000E-05 2.370200000E-05 1.640000000E-05 1.207500000E-05 9.533000000E-06 7.990000000E-06 6.981000000E-06
