T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 7.137418000E-03 5.235022000E-03 3.776622000E-03 2.689676000E-03 1.898462000E-03 1.333089000E-03 9.346660000E-04 6.567160000E-04 4.641950000E-04 3.314840000E-04 2.402720000E-04 1.776160000E-04 1.344820000E-04 1.045500000E-04 8.343800000E-05 6.812200000E-05 5.656100000E-05 4.744100000E-05 3.995300000E-05
295 6.599745000E-03 4.796742000E-03 3.437311000E-03 2.435816000E-03 1.712616000E-03 1.198686000E-03 8.379070000E-04 5.869010000E-04 4.134080000E-04 2.940430000E-04 2.121770000E-04 1.561170000E-04 1.176930000E-04 9.122600000E-05 7.274100000E-05 5.950300000E-05 4.964200000E-05 4.194300000E-05 3.564700000E-05
300 6.377627000E-03 4.584226000E-03 3.257487000E-03 2.293525000E-03 1.604275000E-03 1.117865000E-03 7.780670000E-04 5.424960000E-04 3.801030000E-04 2.686400000E-04 1.923830000E-04 1.403300000E-04 1.048370000E-04 8.056300000E-05 6.381100000E-05 5.200000000E-05 4.337700000E-05 3.676500000E-05 3.143800000E-05
305 6.459999000E-03 4.590702000E-03 3.233046000E-03 2.260372000E-03 1.572017000E-03 1.089826000E-03 7.547540000E-04 5.233520000E-04 3.643080000E-04 2.554220000E-04 1.811280000E-04 1.305810000E-04 9.626900000E-05 7.296900000E-05 5.705800000E-05 4.602000000E-05 3.814000000E-05 3.225100000E-05 2.762400000E-05
310 6.770385000E-03 4.762328000E-03 3.326369000E-03 2.310207000E-03 1.597789000E-03 1.102165000E-03 7.594950000E-04 5.237270000E-04 3.621700000E-04 2.518360000E-04 1.767540000E-04 1.258470000E-04 9.140100000E-05 6.813500000E-05 5.235800000E-05 4.155200000E-05 3.397800000E-05 2.848400000E-05 2.429600000E-05
315 7.204996000E-03 5.026427000E-03 3.486926000E-03 2.408159000E-03 1.657644000E-03 1.138578000E-03 7.812400000E-04 5.362220000E-04 3.687680000E-04 2.547230000E-04 1.773190000E-04 1.249610000E-04 8.962900000E-05 6.579600000E-05 4.966900000E-05 3.867300000E-05 3.105600000E-05 2.564300000E-05 2.164000000E-05
320 7.483678000E-03 5.186849000E-03 3.578432000E-03 2.460165000E-03 1.687104000E-03 1.155057000E-03 7.901940000E-04 5.407720000E-04 3.707790000E-04 2.552980000E-04 1.771510000E-04 1.244010000E-04 8.884200000E-05 6.475200000E-05 4.835300000E-05 3.706100000E-05 2.922300000E-05 2.368700000E-05 1.968100000E-05
325 7.101537000E-03 4.890384000E-03 3.355827000E-03 2.297462000E-03 1.570641000E-03 1.073064000E-03 7.332910000E-04 5.018380000E-04 3.446330000E-04 2.382260000E-04 1.664720000E-04 1.181540000E-04 8.544300000E-05 6.302700000E-05 4.736500000E-05 3.625200000E-05 2.831300000E-05 2.260300000E-05 1.847600000E-05
330 5.228534000E-03 3.554079000E-03 2.413514000E-03 1.639891000E-03 1.116019000E-03 7.613830000E-04 5.214910000E-04 3.594270000E-04 2.502880000E-04 1.771340000E-04 1.282940000E-04 9.556400000E-05 7.314200000E-05 5.705000000E-05 4.487700000E-05 3.537900000E-05 2.798100000E-05 2.234200000E-05 1.809300000E-05
335 8.511310000E-04 4.649880000E-04 2.536580000E-04 1.414340000E-04 8.315300000E-05 5.358900000E-05 3.926400000E-05 3.324500000E-05 3.193300000E-05 3.340400000E-05 3.626000000E-05 3.918500000E-05 4.081400000E-05 4.020100000E-05 3.718100000E-05 3.251300000E-05 2.734400000E-05 2.253200000E-05 1.851100000E-05
340 2.217698000E-03 1.661859000E-03 1.216200000E-03 8.741250000E-04 6.202570000E-04 4.365420000E-04 3.060350000E-04 2.145800000E-04 -3.281100000E-04 -2.107830000E-04 -1.262060000E-04 -6.506800000E-05 -2.222200000E-05 5.285000000E-06 2.003600000E-05 2.548900000E-05 2.546400000E-05 2.297300000E-05 1.983400000E-05
