x N
1.8077306E+0 1.1411233E+21
1.7959275E+0 1.1184904E+21
1.7835639E+0 1.0956833E+21
1.7710899E+0 1.1090654E+21
1.7588556E+0 1.1184753E+21
1.7464159E+0 1.1145195E+21
1.7339187E+0 1.1083094E+21
1.7211571E+0 1.1087309E+21
1.7084848E+0 1.1011052E+21
1.6953529E+0 1.1014398E+21
1.6824943E+0 1.1118222E+21
1.6694045E+0 1.0920147E+21
1.6558663E+0 1.0736034E+21
1.6421002E+0 1.0853353E+21
1.6286351E+0 1.1009930E+21
1.6150307E+0 1.0873017E+21
1.6009913E+0 1.0763653E+21
1.5868641E+0 1.0799411E+21
1.5726682E+0 1.0719734E+21
1.5580699E+0 1.0630063E+21
1.5433618E+0 1.0713243E+21
1.5287156E+0 1.0548715E+21
1.5132553E+0 1.0520455E+21
1.4982323E+0 1.0523740E+21
1.4824639E+0 1.0409048E+21
1.4667793E+0 1.0539196E+21
1.4510659E+0 1.0505137E+21
1.4349340E+0 1.0347119E+21
1.4183707E+0 1.0405492E+21
1.4020503E+0 1.0419525E+21
1.3851392E+0 1.0201567E+21
1.3676950E+0 1.0152075E+21
1.3501819E+0 1.0357432E+21
1.3329915E+0 1.0240310E+21
1.3146086E+0 1.0152890E+21
1.2966320E+0 1.0146914E+21
1.2777041E+0 1.0025541E+21
1.2587408E+0 9.9929379E+20
1.2391068E+0 9.8756535E+20
1.2190705E+0 9.9642768E+20
1.1991515E+0 1.0076454E+21
