X Y Yfit
1.7200000E-2 2.1240000E-5 2.7358023E-5
3.7300000E-2 6.2830000E-5 6.2819106E-5
5.7600000E-2 1.0723000E-4 1.0287939E-4
7.7200000E-2 1.4000000E-4 1.4608056E-4
9.7400000E-2 2.0830000E-4 1.9579724E-4
1.1730000E-1 2.6690000E-4 2.5052807E-4
1.3710000E-1 3.3270000E-4 3.1130960E-4
1.5720000E-1 4.0550000E-4 3.8021452E-4
1.7720000E-1 4.8660000E-4 4.5681571E-4
1.9730000E-1 5.7670000E-4 5.4282150E-4
2.1710000E-1 6.7650000E-4 6.3740951E-4
2.3710000E-1 7.8560000E-4 7.4404728E-4
2.5700000E-1 9.0630000E-4 8.6249523E-4
2.7700000E-1 1.0378000E-3 9.9539350E-4
2.9690000E-1 1.1818000E-3 1.1430334E-3
3.1660000E-1 1.3370000E-3 1.3061418E-3
3.3670000E-1 1.5080000E-3 1.4921313E-3
3.5670000E-1 1.6970000E-3 1.6994985E-3
3.7660000E-1 1.9060000E-3 1.9314122E-3
3.9680000E-1 2.1400000E-3 2.1981001E-3
4.1680000E-1 2.4120000E-3 2.5015054E-3
4.3660000E-1 2.7360000E-3 2.8549378E-3
4.5680000E-1 3.1490000E-3 3.2984404E-3
4.7670000E-1 3.7170000E-3 3.8732530E-3
4.9660000E-1 4.5780000E-3 4.6961694E-3
5.1650000E-1 5.9620000E-3 5.9813142E-3
5.3660000E-1 8.2440000E-3 8.1353761E-3
5.5660000E-1 1.1890000E-2 1.1709836E-2
5.7640000E-1 1.7380000E-2 1.7280629E-2
5.9600000E-1 2.5040000E-2 2.5181967E-2
