N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.750384200E-02 1.788834300E-02 1.806281900E-02 1.809493700E-02
1.600000000E+01 7.512224000E-03 4.694964000E-03 5.998660000E-04 -7.869540000E-04
1.700000000E+01 7.842932600E-02 8.057244900E-02 8.026372200E-02 8.089229600E-02
1.549996187E+01 -1.872622930E-01 -1.811197090E-01 -1.755165210E-01 -1.699631950E-01
1.649996187E+01 5.653590700E-02 5.928774200E-02 6.083998300E-02 6.187586000E-02
1.674996808E+01 7.184381400E-02 7.344026300E-02 7.544375800E-02 7.644145600E-02
1.624993176E+01 3.670693100E-02 3.732883400E-02 3.752651600E-02 3.728621800E-02
1.574996808E+01 -5.598197600E-02 -6.674670000E-02 -7.608513900E-02 -8.333921500E-02
1.524993176E+01 -9.503648500E-02 -7.873057500E-02 -6.349452800E-02 -4.951553200E-02
