Ew Nt
4.4581423E-1 1.5642899E+15
4.4310177E-1 1.4828935E+15
4.4038930E-1 1.4533673E+15
4.3767682E-1 1.4541795E+15
4.3496435E-1 1.4659802E+15
4.3225188E-1 1.4791198E+15
4.2953941E-1 1.4931942E+15
4.2682694E-1 1.5133172E+15
4.2411447E-1 1.5473611E+15
4.2140201E-1 1.6041062E+15
4.1868953E-1 1.6903299E+15
4.1597706E-1 1.8072111E+15
4.1326460E-1 1.9490049E+15
4.1055212E-1 2.1057619E+15
4.0783965E-1 2.2677164E+15
4.0512718E-1 2.4276022E+15
4.0241471E-1 2.5797933E+15
3.9970224E-1 2.7184789E+15
3.9698977E-1 2.8373606E+15
3.9427730E-1 2.9310052E+15
3.9156483E-1 2.9962610E+15
3.8885236E-1 3.0325582E+15
3.8613989E-1 3.0413283E+15
3.8342742E-1 3.0252327E+15
3.8071495E-1 2.9875067E+15
3.7800248E-1 2.9314617E+15
3.7529001E-1 2.8603212E+15
3.7257754E-1 2.7774496E+15
3.6986507E-1 2.6866829E+15
3.6715260E-1 2.5922478E+15
3.6444013E-1 2.4982202E+15
3.6172766E-1 2.4079673E+15
3.5901519E-1 2.3239269E+15
3.5630272E-1 2.2477201E+15
3.5359025E-1 2.1804451E+15
3.5087778E-1 2.1230472E+15
3.4816531E-1 2.0766233E+15
3.4545284E-1 2.0424499E+15
3.4274037E-1 2.0217087E+15
3.4002790E-1 2.0151732E+15
3.3731543E-1 2.0231034E+15
3.3460296E-1 2.0453061E+15
3.3189049E-1 2.0811224E+15
3.2917802E-1 2.1292145E+15
3.2646555E-1 2.1872895E+15
3.2375308E-1 2.2519919E+15
3.2104061E-1 2.3190928E+15
3.1832814E-1 2.3838703E+15
3.1561567E-1 2.4414758E+15
3.1290320E-1 2.4872325E+15
3.1019073E-1 2.5169171E+15
3.0747826E-1 2.5271320E+15
3.0476579E-1 2.5157084E+15
3.0205332E-1 2.4820230E+15
2.9934085E-1 2.4270732E+15
2.9662838E-1 2.3531679E+15
2.9391591E-1 2.2630578E+15
2.9120344E-1 2.1583230E+15
2.8849097E-1 2.0369674E+15
2.8577850E-1 1.8906315E+15
2.8306603E-1 1.7028681E+15
2.8035356E-1 1.4512085E+15
2.7764109E-1 1.1154686E+15
2.7492862E-1 6.9089648E+14
2.7221615E-1 4.5181338E+14
