fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_335 001_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.239632233E-13 1.000000000E+20 1.242531065E+00 1.034697253E-14 5.428622588E-05 
001_335_SRH 001_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.735792000E-14 1.000000000E+20 1.295424670E+00 9.228554955E-15 2.294902660E-04 
002_335 002_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.409895667E-13 1.000000000E+20 1.256743993E+00 1.462980074E-14 7.556316762E-05 
002_335_SRH 002_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.460409715E-14 1.000000000E+20 1.295557242E+00 1.354294377E-14 2.306818869E-04 
003_335 003_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.657557423E-13 1.000000000E+20 1.269310478E+00 2.091999132E-14 1.017105014E-04 
003_335_SRH 003_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.965877800E-14 1.000000000E+20 1.295749547E+00 1.987253521E-14 2.324275523E-04 
004_335 004_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.015184233E-13 1.000000000E+20 1.277518991E+00 3.018167198E-14 1.272793954E-04 
004_335_SRH 004_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.158881937E-13 1.000000000E+20 1.296026712E+00 2.915665035E-14 2.349819395E-04 
005_335 005_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.528856537E-13 1.000000000E+20 1.283609075E+00 4.377493997E-14 1.526658145E-04 
005_335_SRH 005_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.679283840E-13 1.000000000E+20 1.296423028E+00 4.277043803E-14 2.387140400E-04 
006_335 006_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.259808261E-13 1.000000000E+20 1.288191233E+00 6.370873496E-14 1.770685239E-04 
006_335_SRH 006_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.419781218E-13 1.000000000E+20 1.296983220E+00 6.272521676E-14 2.441524528E-04 
007_335 007_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.286485555E-13 1.000000000E+20 1.291778138E+00 9.291943243E-14 2.005859883E-04 
007_335_SRH 007_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.459747598E-13 1.000000000E+20 1.297762393E+00 9.195960596E-14 2.520450601E-04 
008_335 008_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.703250677E-13 1.000000000E+20 1.294780759E+00 1.356936720E-13 2.242199023E-04 
008_335_SRH 008_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.894575446E-13 1.000000000E+20 1.298822604E+00 1.347623328E-13 2.634278328E-04 
009_335 009_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.613560183E-13 1.000000000E+20 1.297514536E+00 1.982835113E-13 2.497288353E-04 
009_335_SRH 009_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.828674416E-13 1.000000000E+20 1.300222767E+00 1.973871915E-13 2.796914703E-04 
010_335 010_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.011616883E-12 1.000000000E+20 1.300203361E+00 2.898054798E-13 2.794492675E-04 
010_335_SRH 010_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.361358987E-13 1.000000000E+20 1.302002609E+00 2.889517011E-13 3.026282999E-04 
011_335 011_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.328716293E-12 1.000000000E+20 1.302975551E+00 4.235634807E-13 3.161367473E-04 
