T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
300 001_300 38.647 6.069360E-1 3.699796E+1 8.276930E+1 1.858620E+1 5.266630E-1 3.529048E+1 1.000000E+2 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 3.800E-4 3.162E+16
300 002_300 38.647 6.064350E-1 3.684468E+1 8.276080E+1 1.849200E+1 5.262520E-1 3.513904E+1 1.000000E+2 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 3.800E-4 3.162E+16
300 003_300 38.647 6.057610E-1 3.663758E+1 8.274860E+1 1.836490E+1 5.257100E-1 3.493355E+1 1.000000E+2 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 3.800E-4 3.162E+16
300 004_300 38.647 6.048820E-1 3.636611E+1 8.273130E+1 1.819860E+1 5.250190E-1 3.466267E+1 1.000000E+2 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 3.800E-4 3.162E+16
300 005_300 38.647 6.037730E-1 3.602329E+1 8.267300E+1 1.798130E+1 5.237670E-1 3.433068E+1 1.000000E+2 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 3.800E-4 3.162E+16
300 006_300 38.647 6.024270E-1 3.560841E+1 8.264350E+1 1.772820E+1 5.222970E-1 3.394284E+1 1.000000E+2 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 3.800E-4 3.162E+16
300 007_300 38.647 6.008480E-1 3.512807E+1 8.260870E+1 1.743590E+1 5.206570E-1 3.348830E+1 1.000000E+2 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 3.800E-4 3.162E+16
300 008_300 38.647 5.989950E-1 3.459392E+1 8.257560E+1 1.711100E+1 5.188970E-1 3.297566E+1 1.000000E+2 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 3.800E-4 3.162E+16
300 009_300 38.647 5.968910E-1 3.401783E+1 8.254060E+1 1.675980E+1 5.170620E-1 3.241360E+1 1.000000E+2 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 3.800E-4 3.162E+16
300 010_300 38.647 5.945890E-1 3.340738E+1 8.249320E+1 1.638620E+1 5.151830E-1 3.180649E+1 1.000000E+2 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 3.800E-4 3.162E+16
300 011_300 38.647 5.920720E-1 3.276460E+1 8.239720E+1 1.598420E+1 5.124370E-1 3.119256E+1 1.000000E+2 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 3.800E-4 3.162E+16
300 012_300 38.647 5.892790E-1 3.208773E+1 8.233550E+1 1.556850E+1 5.096110E-1 3.054982E+1 1.000000E+2 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 3.800E-4 3.162E+16
300 013_300 38.647 5.861390E-1 3.137394E+1 8.227750E+1 1.513040E+1 5.068360E-1 2.985263E+1 1.000000E+2 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 3.800E-4 3.162E+16
300 014_300 38.647 5.827810E-1 3.062092E+1 8.216050E+1 1.466180E+1 5.037430E-1 2.910570E+1 1.000000E+2 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 3.800E-4 3.162E+16
300 015_300 38.647 5.791440E-1 2.982730E+1 8.207260E+1 1.417750E+1 4.999490E-1 2.835781E+1 1.000000E+2 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 3.800E-4 3.162E+16
300 016_300 38.647 5.751500E-1 2.899259E+1 8.198950E+1 1.367180E+1 4.964180E-1 2.754093E+1 1.000000E+2 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 3.800E-4 3.162E+16
300 017_300 38.647 5.709810E-1 2.811719E+1 8.183860E+1 1.313870E+1 4.922910E-1 2.668884E+1 1.000000E+2 4.642000E+12 4.642000E+12 4.642000E+12 4.642000E+12 3.800E-4 3.162E+16
300 018_300 38.647 5.664440E-1 2.720238E+1 8.173610E+1 1.259440E+1 4.879480E-1 2.581096E+1 1.000000E+2 6.813000E+12 6.813000E+12 6.813000E+12 6.813000E+12 3.800E-4 3.162E+16
300 019_300 38.647 5.617400E-1 2.625045E+1 8.156760E+1 1.202790E+1 4.836600E-1 2.486851E+1 1.000000E+2 1.000000E+13 1.000000E+13 1.000000E+13 1.000000E+13 3.800E-4 3.162E+16
300 020_300 38.647 5.567280E-1 2.526473E+1 8.143780E+1 1.145470E+1 4.786460E-1 2.393147E+1 1.000000E+2 1.468000E+13 1.468000E+13 1.468000E+13 1.468000E+13 3.800E-4 3.162E+16
300 021_300 38.647 5.515620E-1 2.424955E+1 8.124460E+1 1.086660E+1 4.740050E-1 2.292502E+1 1.000000E+2 2.154000E+13 2.154000E+13 2.154000E+13 2.154000E+13 3.800E-4 3.162E+16
300 022_300 38.647 5.461080E-1 2.321028E+1 8.108820E+1 1.027820E+1 4.685280E-1 2.193716E+1 1.000000E+2 3.162000E+13 3.162000E+13 3.162000E+13 3.162000E+13 3.800E-4 3.162E+16
300 023_300 38.647 5.405580E-1 2.215315E+1 8.085930E+1 9.683000E+0 4.634020E-1 2.089537E+1 1.000000E+2 4.642000E+13 4.642000E+13 4.642000E+13 4.642000E+13 3.800E-4 3.162E+16
300 024_300 38.647 5.347020E-1 2.108522E+1 8.067450E+1 9.095500E+0 4.576930E-1 1.987249E+1 1.000000E+2 6.813000E+13 6.813000E+13 6.813000E+13 6.813000E+13 3.800E-4 3.162E+16
300 025_300 38.647 5.287720E-1 2.001417E+1 8.040940E+1 8.509700E+0 4.520040E-1 1.882652E+1 1.000000E+2 1.000000E+14 1.000000E+14 1.000000E+14 1.000000E+14 3.800E-4 3.162E+16
