Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.206321498E+00 1.147759323E+00 5.856217500E-02 1.174320071E+00 1.131585179E+00 4.273489200E-02
1.468000E+10 1.206332234E+00 1.148062662E+00 5.826957200E-02 1.180815378E+00 1.136600438E+00 4.421494000E-02
2.154000E+10 1.206347832E+00 1.148493715E+00 5.785411700E-02 1.185544270E+00 1.140448141E+00 4.509612900E-02
3.162000E+10 1.206370427E+00 1.149098664E+00 5.727176300E-02 1.188926955E+00 1.143485807E+00 4.544114800E-02
4.642000E+10 1.206403269E+00 1.149932266E+00 5.647100300E-02 1.191321088E+00 1.146029595E+00 4.529149300E-02
6.813000E+10 1.206450633E+00 1.151050633E+00 5.540000000E-02 1.197175418E+00 1.148340270E+00 4.883514800E-02
1.000000E+11 1.206518339E+00 1.152499202E+00 5.401913700E-02 1.198417969E+00 1.150616184E+00 4.780178500E-02
1.468000E+11 1.206614317E+00 1.154296405E+00 5.231791200E-02 1.199319639E+00 1.152986349E+00 4.633329000E-02
2.154000E+11 1.206748147E+00 1.156411935E+00 5.033621200E-02 1.203131160E+00 1.155499255E+00 4.763190500E-02
3.162000E+11 1.206930869E+00 1.159833677E+00 4.709719200E-02 1.206063115E+00 1.159197254E+00 4.686586100E-02
4.642000E+11 1.207173098E+00 1.162385705E+00 4.478739300E-02 1.206582431E+00 1.161940874E+00 4.464155700E-02
6.813000E+11 1.210188294E+00 1.164197796E+00 4.599049800E-02 1.207080784E+00 1.163887894E+00 4.319289000E-02
1.000000E+12 1.217255101E+00 1.166696285E+00 5.055881600E-02 1.212074118E+00 1.166480746E+00 4.559337200E-02
1.468000E+12 1.218333986E+00 1.168759556E+00 4.957443000E-02 1.218132293E+00 1.168111671E+00 5.002062200E-02
2.154000E+12 1.218801666E+00 1.170099056E+00 4.870261000E-02 1.218663608E+00 1.169558957E+00 4.910465100E-02
3.162000E+12 1.219428007E+00 1.171648460E+00 4.777954700E-02 1.219332345E+00 1.171224104E+00 4.810824100E-02
4.642000E+12 1.220017826E+00 1.1731443E+00 4.687352600E-02 1.219951682E+00 1.1726137E+00 4.733798200E-02
6.813000E+12 1.220456849E+00 1.17491297E+00 4.554387900E-02 1.220398799E+00 1.17400618E+00 4.639261900E-02
1.000000E+13 1.231481461E+00 1.17668164E+00 5.479982100E-02 1.231389955E+00 1.1758338E+00 5.555615500E-02
