Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.118156729E+00 1.142121675E+00 -2.396494600E-02 1.116495752E+00 1.139532473E+00 -2.303672100E-02
1.468000E+10 1.118332863E+00 1.142132589E+00 -2.379972600E-02 1.117192193E+00 1.140357275E+00 -2.316508200E-02
2.154000E+10 1.118589184E+00 1.142148012E+00 -2.355882800E-02 1.117805813E+00 1.140932845E+00 -2.312703200E-02
3.162000E+10 1.118960459E+00 1.142171159E+00 -2.321070000E-02 1.118421863E+00 1.141340260E+00 -2.291839700E-02
4.642000E+10 1.119495236E+00 1.142204477E+00 -2.270924100E-02 1.119124091E+00 1.141636635E+00 -2.251254400E-02
6.813000E+10 1.120258986E+00 1.142130736E+00 -2.187175000E-02 1.120002225E+00 1.141740162E+00 -2.173793700E-02
1.000000E+11 1.121336717E+00 1.142139793E+00 -2.080307600E-02 1.121158108E+00 1.141873558E+00 -2.071545000E-02
1.468000E+11 1.124065589E+00 1.142241372E+00 -1.817578300E-02 1.123914410E+00 1.142059197E+00 -1.814478700E-02
2.154000E+11 1.128890199E+00 1.142490104E+00 -1.359990500E-02 1.128796858E+00 1.142261361E+00 -1.346450300E-02
3.162000E+11 1.130219748E+00 1.143100037E+00 -1.288028900E-02 1.130136681E+00 1.142911210E+00 -1.277452900E-02
4.642000E+11 1.131176940E+00 1.143979790E+00 -1.280285000E-02 1.131114020E+00 1.143842299E+00 -1.272827900E-02
6.813000E+11 1.132592736E+00 1.145239436E+00 -1.264670000E-02 1.132562189E+00 1.145136883E+00 -1.257469400E-02
1.000000E+12 1.138257311E+00 1.147024138E+00 -8.766827000E-03 1.139043070E+00 1.146945318E+00 -7.902248000E-03
1.468000E+12 1.148899203E+00 1.149517821E+00 -6.186180000E-04 1.148883142E+00 1.149455002E+00 -5.718600000E-04
2.154000E+12 1.150919153E+00 1.152939534E+00 -2.020381000E-03 1.150907819E+00 1.152887421E+00 -1.979602000E-03
3.162000E+12 1.156667715E+00 1.155179271E+00 1.488444000E-03 1.156652509E+00 1.155168663E+00 1.483846000E-03
4.642000E+12 1.161709475E+00 1.155973409E+00 5.736066000E-03 1.161697218E+00 1.155965880E+00 5.731338000E-03
6.813000E+12 1.165858228E+00 1.156730723E+00 9.127505000E-03 1.165848284E+00 1.156725383E+00 9.122901000E-03
1.000000E+13 1.175811798E+00 1.157356435E+00 1.845536300E-02 1.175807978E+00 1.157352606E+00 1.845537200E-02
